star_name,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,eirp_5sigma_W,rms_mJy,star_snr,ctrl_max_snr,n_ctrl_ge_star,n_ctrl,p_star_empirical,drift_max_Hz_s,on_source_s,resolution_class,nearest_line,line_offset_MHz,flagged_symmetric
HD 45184,6,A002_X126c7ed_Xe9d,21.892,231.39146,229.66587,976562.5,1726562500.0,3.034e+15,10.84,4.513,5.49,109,512,0.21442,2766.3,2933.3,fine (<1 MHz),CO(2-1),471.621,0
LP 476-207 783296,7,A002_Xd10f82_X2635,23.753,347.04526,348.77963,15625000.0,1750000000.0,2.907e+15,0.5333,3.427,4.228,36,512,0.072125,4174.9,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2296.134,0
LP 476-207 783296,7,A002_Xd10f82_X2635,23.753,336.77963,335.04526,15625000.0,1750000000.0,2.463e+15,0.453,2.97,4.295,120,512,0.23587,4030.9,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10672.616,0
LP 476-207 783296,7,A002_Xd10f82_X2635,23.753,334.88413,333.14976,15625000.0,1750000000.0,2.841e+15,0.5226,2.033,4.189,493,512,0.96296,4008.2,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12161.866,0
LP 476-207 783296,7,A002_Xd10f82_X2635,23.753,345.1544,346.8795,488281.25,1725585937.5,4.854e+14,2.851,4.437,5.858,184,512,0.36062,4152.2,1028.2,fine (<1 MHz),CO(3-2),1027.343,0
LP 476-207 384128,7,A002_Xd10f82_X2635,23.788,347.04526,348.77963,15625000.0,1750000000.0,2.825e+15,0.5326,2.935,4.336,119,512,0.23392,4174.9,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1624.259,0
LP 476-207 384128,7,A002_Xd10f82_X2635,23.788,336.77963,335.04526,15625000.0,1750000000.0,2.399e+15,0.4524,2.866,4.42,154,512,0.30214,4030.9,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10375.741,0
LP 476-207 384128,7,A002_Xd10f82_X2635,23.788,334.88413,333.14976,15625000.0,1750000000.0,2.77e+15,0.5224,1.854,4.617,505,512,0.98635,4008.2,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12427.491,0
LP 476-207 384128,7,A002_Xd10f82_X2635,23.788,345.1544,346.8795,488281.25,1725585937.5,4.726e+14,2.851,4.194,5.766,391,512,0.76413,4152.2,1028.2,fine (<1 MHz),CO(3-2),718.75,0
HD202628,6,A002_Xd64dca_X410,23.794,233.38798,231.55985,15625000.0,1843750000.0,6.389e+14,0.1207,2.612,4.991,324,512,0.63353,2789.7,3441.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),1021.855,0
HD202628,6,A002_Xd64dca_X410,23.794,244.5584,246.38652,15625000.0,1843750000.0,7.008e+14,0.1324,2.806,4.865,238,512,0.46589,2945.7,3441.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),184.896,0
HD202628,6,A002_Xd64dca_X410,23.794,246.55817,248.3863,15625000.0,1843750000.0,8.197e+14,0.1549,2.224,4.437,465,512,0.90838,2969.7,3441.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),2778.422,0
HD202628,6,A002_Xd64dca_X410,23.794,230.94355,230.08075,488281.25,863281250.0,1.766e+14,1.068,4.201,5.689,425,512,0.83041,2766.1,2933.3,fine (<1 MHz),CO(2-1),190.704,0
HD 31392,6,A002_X128b034_X187cc,25.76,233.88597,232.05784,15625000.0,1843750000.0,1.39e+16,2.241,2.695,4.364,285,512,0.5575,2795.7,3640.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),2894.845,0
HD 31392,6,A002_X128b034_X187cc,25.76,244.05784,245.88597,15625000.0,1843750000.0,1.458e+16,2.351,2.368,4.864,440,512,0.85965,2939.7,3640.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),903.095,0
HD 31392,6,A002_X128b034_X187cc,25.76,246.05784,247.88597,15625000.0,1843750000.0,1.579e+16,2.546,3.209,5.19,103,512,0.20273,2963.7,3640.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),1809.345,0
HD 31392,6,A002_X128b034_X187cc,25.76,231.3767,229.65111,976562.5,1726562500.0,4.846e+15,12.5,4.106,5.679,385,512,0.75244,2766.2,2963.5,fine (<1 MHz),CO(2-1),306.474,0
CD-57 1054,7,A002_Xcf525f_X5aa4,26.873,347.01404,348.74841,15625000.0,1750000000.0,4.534e+15,0.6716,2.481,4.889,314,512,0.61404,4174.6,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1593.039,0
CD-57 1054,7,A002_Xcf525f_X5aa4,26.873,336.74841,335.01404,15625000.0,1750000000.0,3.932e+15,0.5824,2.82,4.084,177,512,0.34698,4030.6,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9297.586,0
CD-57 1054,7,A002_Xcf525f_X5aa4,26.873,334.85291,333.11854,15625000.0,1750000000.0,4.55e+15,0.674,2.344,4.385,376,512,0.73489,4007.8,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11521.211,0
CD-57 1054,7,A002_Xcf525f_X5aa4,26.873,345.12318,346.84827,488281.25,1725585937.5,7.628e+14,3.616,5.108,5.711,18,512,0.037037,4151.8,1028.2,fine (<1 MHz),CO(3-2),713.896,0
LP 353-51,7,A002_Xd10f82_X706f,27.099,347.0031,348.83122,15625000.0,1843750000.0,7.197e+15,1.048,2.233,4.272,460,512,0.89864,4175.0,756.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2113.346,0
LP 353-51,7,A002_Xd10f82_X706f,27.099,336.83122,335.0031,15625000.0,1843750000.0,6.125e+15,0.8921,2.977,4.206,138,512,0.27096,4031.0,756.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10433.529,0
LP 353-51,7,A002_Xd10f82_X706f,27.099,334.93572,333.1076,15625000.0,1843750000.0,7.067e+15,1.029,3.386,4.663,48,512,0.095517,4008.3,756.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11594.654,0
LP 353-51,7,A002_Xd10f82_X706f,27.099,345.15911,346.88421,488281.25,1725585937.5,1.235e+15,5.755,4.48,5.677,261,512,0.51072,4152.3,756.0,fine (<1 MHz),CO(3-2),-530.933,0
hd107146,7,A002_Xb999fd_X148,27.47,345.93356,344.09274,976562.5,1841796875.0,1.155e+16,26.19,4.338,5.493,301,512,0.58869,4140.2,2086.6,fine (<1 MHz),CO(3-2),-542.128,0
hd107146,7,A002_Xb999fd_X148,27.47,343.98484,342.25046,15625000.0,1750000000.0,3.789e+16,5.371,3.435,4.618,82,512,0.16179,4117.4,2086.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-3045.538,0
hd107146,7,A002_Xb999fd_X148,27.47,354.19944,356.03977,488281.25,1840820312.5,7.256e+15,32.92,4.975,5.825,62,512,0.12281,4261.4,2086.6,fine (<1 MHz),CO(3-2),9794.064,0
hd107146,7,A002_Xb999fd_X148,27.47,356.14596,357.88034,15625000.0,1750000000.0,4.74e+16,6.72,2.823,4.295,238,512,0.46589,4284.2,2086.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),10662.462,0
L 836-122,7,A002_Xcd64ec_X21c9,28.697,347.02832,348.76269,15625000.0,1750000000.0,4.24e+15,0.5505,2.185,4.18,442,512,0.86355,4174.7,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1872.941,0
L 836-122,7,A002_Xcd64ec_X21c9,28.697,336.76269,335.02832,15625000.0,1750000000.0,3.656e+15,0.4747,2.981,4.59,114,512,0.22417,4030.7,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9892.684,0
L 836-122,7,A002_Xcd64ec_X21c9,28.697,334.86719,333.13282,15625000.0,1750000000.0,4.227e+15,0.5488,2.604,4.627,283,512,0.55361,4008.0,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12413.184,0
L 836-122,7,A002_Xcd64ec_X21c9,28.697,345.13745,346.86255,488281.25,1725585937.5,7.109e+14,2.953,4.184,5.555,363,512,0.70955,4152.0,877.0,fine (<1 MHz),CO(3-2),947.9,0
HD172555,6,A002_Xa68906_X1590,28.789,230.50248,230.55639,15258.7890625,53924560.546875,1.215e+14,16.05,4.73,5.846,388,512,0.75828,2766.4,453.6,fine (<1 MHz),CO(2-1),-8.161,0
HD172555,6,A002_Xa68906_X1590,28.789,232.11287,233.84725,15625000.0,1750000000.0,2.925e+15,0.3776,2.707,4.074,173,512,0.33918,2795.8,453.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),3074.87,0
HD172555,6,A002_Xa68906_X1590,28.789,219.33471,217.60034,15625000.0,1750000000.0,2.849e+15,0.3678,2.674,4.758,166,512,0.32554,2621.6,453.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",H2CO,-324.787,0
HD172555,6,A002_Xa68906_X1590,28.789,220.41747,220.36356,15258.7890625,53924560.546875,1.319e+14,17.43,4.957,6.181,176,512,0.34503,2644.7,453.6,fine (<1 MHz),13CO(2-1),-22.513,0
HD161868,6,A002_Xcd97a1_X2377,29.747,228.14501,226.30468,488281.25,1840820312.5,1.979e+15,7.655,4.325,5.665,363,512,0.70955,2726.7,2177.3,fine (<1 MHz),CO(2-1),-4049.728,0
HD161868,6,A002_Xcd97a1_X2377,29.747,231.03617,229.19584,488281.25,1840820312.5,1.877e+15,7.263,4.39,5.995,345,512,0.67446,2761.4,2177.3,fine (<1 MHz),CO(2-1),-232.295,0
HD161868,6,A002_Xcd97a1_X2377,29.747,242.24972,243.9841,15625000.0,1750000000.0,1.141e+16,1.38,2.132,4.305,456,512,0.89084,2917.4,2177.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2280.029,0
HD161868,6,A002_Xcd97a1_X2377,29.747,244.24986,245.98424,15625000.0,1750000000.0,1.184e+16,1.431,2.867,4.215,117,512,0.23002,2941.4,2177.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),938.86,0
HD161868,7,A002_Xff294f_X7bf4,29.747,332.20836,330.36803,488281.25,1840820312.5,6.04e+15,23.37,4.992,5.829,102,512,0.20078,3975.5,2751.8,fine (<1 MHz),CO(3-2),-14866.934,0
HD161868,7,A002_Xff294f_X7bf4,29.747,334.09406,332.26594,15625000.0,1843750000.0,2.763e+16,3.34,3.206,4.322,97,512,0.19103,3998.2,2751.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11889.439,0
HD161868,7,A002_Xff294f_X7bf4,29.747,342.31533,344.14345,15625000.0,1843750000.0,2.619e+16,3.166,2.631,4.279,296,512,0.57895,4118.8,2751.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-3293.171,0
HD161868,7,A002_Xff294f_X7bf4,29.747,344.20103,346.04136,488281.25,1840820312.5,5.313e+15,20.55,4.711,6.266,244,512,0.47758,4141.5,2751.8,fine (<1 MHz),CO(3-2),-250.246,0
51 Eri,6,A002_Xb95160_X3e24,29.905,229.61105,231.43917,15625000.0,1843750000.0,4.979e+12,0.0005956,2.542,4.205,246,512,0.48148,2766.3,24.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-83.204,0
51 Eri,6,A002_Xb95160_X3e24,29.905,231.63742,233.3718,15625000.0,1750000000.0,2.072e+15,0.2479,3.706,4.633,10,512,0.021442,2790.1,1282.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),2505.671,0
51 Eri,6,A002_Xb95160_X3e24,29.905,218.76015,217.02577,15625000.0,1750000000.0,1.98e+15,0.2368,2.232,3.958,383,512,0.74854,2614.7,1282.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",H2CO,397.522,0
51 Eri,6,A002_Xb95160_X3e24,29.905,216.26023,214.52585,15625000.0,1750000000.0,1.936e+15,0.2316,2.124,4.305,426,512,0.83236,2584.7,1282.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-1766.647,0
51 Eri,6,A002_Xb95160_X3e24,29.905,229.6628,231.38741,1953125.0,1726562500.0,1.094e+15,1.047,3.903,4.971,136,512,0.26706,2766.3,1028.2,medium (1-5 MHz),CO(2-1),-201.369,0
HD 155555C,7,A002_Xccea8d_X2ff5,30.412,347.04318,348.77755,15625000.0,1750000000.0,4.097e+15,0.4739,2.866,4.491,140,512,0.27485,4174.9,1778.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2762.804,0
HD 155555C,7,A002_Xccea8d_X2ff5,30.412,336.77755,335.04318,15625000.0,1750000000.0,3.547e+15,0.4102,2.117,3.99,451,512,0.88109,4030.9,1778.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9299.696,0
HD 155555C,7,A002_Xccea8d_X2ff5,30.412,334.88205,333.14768,15625000.0,1750000000.0,4.081e+15,0.472,2.771,4.117,183,512,0.35867,4008.2,1778.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11054.571,0
HD 155555C,7,A002_Xccea8d_X2ff5,30.412,345.15232,346.87741,488281.25,1725585937.5,6.908e+14,2.557,4.17,5.712,427,512,0.83431,4152.2,1270.1,fine (<1 MHz),CO(3-2),110.712,0
2MASS J05241914-1601153 551040,7,A002_Xcf749a_X4871,30.985,347.02258,348.75696,15625000.0,1750000000.0,4.474e+15,0.4969,2.202,4.348,456,512,0.89084,4174.7,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1789.085,0
2MASS J05241914-1601153 551040,7,A002_Xcf749a_X4871,30.985,336.75696,335.02258,15625000.0,1750000000.0,3.62e+15,0.4022,2.611,4.574,301,512,0.58869,4030.7,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10210.915,0
2MASS J05241914-1601153 551040,7,A002_Xcf749a_X4871,30.985,334.86146,333.12708,15625000.0,1750000000.0,4.133e+15,0.4591,3.049,4.194,110,512,0.21637,4007.9,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12434.54,0
WD0346-011,6,A002_Xe50c9e_X17ab,31.04,224.91406,223.08594,15625000.0,1843750000.0,2.707e+15,0.3006,2.593,4.26,235,512,0.46004,2688.0,647.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),3015.062,0
WD0346-011,6,A002_Xe50c9e_X17ab,31.04,226.91406,225.08594,15625000.0,1843750000.0,2.54e+15,0.282,2.397,4.413,324,512,0.63353,2712.0,647.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-4155.188,0
WD0346-011,6,A002_Xe50c9e_X17ab,31.04,239.08594,240.91406,15625000.0,1843750000.0,2.791e+15,0.3099,2.231,4.442,398,512,0.77778,2880.0,647.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-5850.062,0
WD0346-011,6,A002_Xe50c9e_X17ab,31.04,241.08594,242.91406,15625000.0,1843750000.0,3.049e+15,0.3386,2.87,4.323,114,512,0.22417,2904.0,647.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-3615.687,0
2MASS J05241914-1601153 717696,7,A002_Xcf749a_X4871,31.19,347.02258,348.75696,15625000.0,1750000000.0,4.533e+15,0.4971,2.718,4.796,250,512,0.48928,4174.7,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2351.585,0
2MASS J05241914-1601153 717696,7,A002_Xcf749a_X4871,31.19,336.75696,335.02258,15625000.0,1750000000.0,3.658e+15,0.4012,2.768,4.421,220,512,0.4308,4030.7,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10210.915,0
2MASS J05241914-1601153 717696,7,A002_Xcf749a_X4871,31.19,334.86146,333.12708,15625000.0,1750000000.0,4.198e+15,0.4605,2.92,4.202,183,512,0.35867,4007.9,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11090.79,0
UCAC2 20312880,7,A002_Xcdd033_X85ff,33.766,346.9922,348.72657,15625000.0,1750000000.0,6.421e+15,0.6012,2.501,4.552,326,512,0.63743,4174.3,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1758.699,0
UCAC2 20312880,7,A002_Xcdd033_X85ff,33.766,336.72657,334.9922,15625000.0,1750000000.0,5.325e+15,0.4987,1.993,4.563,491,512,0.95906,4030.3,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10538.176,0
UCAC2 20312880,7,A002_Xcdd033_X85ff,33.766,334.83107,333.0967,15625000.0,1750000000.0,6.162e+15,0.577,2.271,4.883,426,512,0.83236,4007.6,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11918.051,0
UCAC2 20312880,7,A002_Xcdd033_X85ff,33.766,345.10134,346.82644,488281.25,1725585937.5,1.061e+15,3.18,4.538,5.415,147,512,0.2885,4151.6,877.0,fine (<1 MHz),CO(3-2),-628.745,0
HR 2562,7,A002_Xcd64ec_X9149,33.928,337.36176,335.62739,15625000.0,1750000000.0,3.757e+15,0.3492,2.899,4.293,195,512,0.38207,4037.9,2358.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-8902.987,0
HR 2562,7,A002_Xcd64ec_X9149,33.928,339.29926,337.56489,15625000.0,1750000000.0,3.394e+15,0.3154,2.204,5.165,480,512,0.93762,4061.2,2358.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-8012.362,0
HR 2562,7,A002_Xcd64ec_X9149,33.928,347.62739,349.36176,15625000.0,1750000000.0,3.664e+15,0.3405,3.398,4.841,44,512,0.087719,4181.9,2358.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2331.388,0
HR 2562,7,A002_Xcd64ec_X9149,33.928,349.62739,351.36176,15625000.0,1750000000.0,4.158e+15,0.3864,2.843,4.772,205,512,0.40156,4205.9,2358.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),5300.138,0
TWA 7,7,A002_Xb77b17_X3940,34.097,335.24696,333.51259,15625000.0,1750000000.0,5.71e+15,0.4012,2.476,4.917,395,512,0.77193,4012.6,2897.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11470.915,0
TWA 7,7,A002_Xb77b17_X3940,34.097,337.13792,335.40354,15625000.0,1750000000.0,5.103e+15,0.3574,3.214,4.737,98,512,0.19298,4035.2,2897.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-8720.581,0
TWA 7,7,A002_Xb77b17_X3940,34.097,345.46491,347.29303,15625000.0,1843750000.0,7.752e+12,0.000534,3.14,4.717,104,512,0.20468,4156.5,48.4,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),965.783,0
TWA 7,7,A002_Xb77b17_X3940,34.097,347.51174,349.24611,15625000.0,1750000000.0,6.14e+15,0.4215,3.115,4.377,118,512,0.23197,4180.5,2897.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2012.614,0
TWA 7,7,A002_Xb77b17_X3940,34.097,345.54779,346.41034,244140.625,862792968.75,7.394e+14,3.262,4.717,5.903,279,512,0.54581,4151.7,2389.0,fine (<1 MHz),CO(3-2),62.341,0
WD 0407179,6,A002_Xb25e1a_Xed74,34.11,216.93353,215.19916,15625000.0,1750000000.0,1.434e+16,1.318,2.699,3.923,173,512,0.33918,2592.8,60.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-874.592,0
WD 0407179,6,A002_Xb25e1a_Xed74,34.11,218.82695,217.09257,15625000.0,1750000000.0,1.443e+16,1.326,2.879,4.482,112,512,0.22027,2615.5,60.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",H2CO,573.698,0
WD 0407179,6,A002_Xb25e1a_Xed74,34.11,231.59257,233.32695,15625000.0,1750000000.0,1.484e+16,1.364,2.857,4.154,115,512,0.22612,2789.5,60.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),1710.823,0
WD 0407179,6,A002_Xb25e1a_Xed74,34.11,229.26421,230.98931,488281.25,1725585937.5,2.757e+15,8.107,3.935,5.253,148,512,0.29045,2761.5,60.5,fine (<1 MHz),CO(2-1),-33.065,0
UCAC3 176-23654,7,A002_Xd12f5c_Xd7c6,34.346,347.04366,348.77804,15625000.0,1750000000.0,5.837e+15,0.5294,2.423,4.343,336,512,0.65692,4174.9,725.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2950.787,0
UCAC3 176-23654,7,A002_Xd12f5c_Xd7c6,34.346,336.77804,335.04366,15625000.0,1750000000.0,4.86e+15,0.4407,2.508,4.223,328,512,0.64133,4030.9,725.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10408.588,0
UCAC3 176-23654,7,A002_Xd12f5c_Xd7c6,34.346,334.88254,333.14816,15625000.0,1750000000.0,5.532e+15,0.5017,3.167,4.285,72,512,0.1423,4008.2,725.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12522.838,0
UCAC3 176-23654,7,A002_Xd12f5c_Xd7c6,34.346,345.1528,346.8779,488281.25,1725585937.5,9.419e+14,2.733,4.662,5.703,115,512,0.22612,4152.2,725.8,fine (<1 MHz),CO(3-2),542.348,0
GJ 2006B,7,A002_Xcdb7b8_Xfb16,34.976,347.04647,348.78084,15625000.0,1750000000.0,4.892e+15,0.4203,2.278,4.181,446,512,0.87135,4175.0,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2594.217,0
GJ 2006B,7,A002_Xcdb7b8_Xfb16,34.976,336.78084,335.04647,15625000.0,1750000000.0,4.023e+15,0.346,2.796,4.264,192,512,0.37622,4031.0,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9718.283,0
GJ 2006B,7,A002_Xcdb7b8_Xfb16,34.976,334.88534,333.15097,15625000.0,1750000000.0,4.621e+15,0.3975,2.265,4.395,450,512,0.87914,4008.2,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12645.033,0
GJ 2006B,7,A002_Xcdb7b8_Xfb16,34.976,345.15561,346.8807,488281.25,1725585937.5,8.042e+14,2.211,4.221,5.465,432,512,0.84405,4152.2,877.0,fine (<1 MHz),CO(3-2),337.633,0
ALMA J153702653-33192492,6,A002_X1009c59_X1ba4d,35.01,217.93843,216.0981,488281.25,1840820312.5,1.745e+16,43.72,5.091,5.629,28,512,0.05653,2604.2,211.7,fine (<1 MHz),SiO(5-4),486.752,0
ALMA J153702653-33192492,6,A002_X1009c59_X1ba4d,35.01,220.18843,218.3481,488281.25,1840820312.5,1.81e+16,45.24,5.024,6.282,40,512,0.079922,2631.2,211.7,fine (<1 MHz),H2CO,544.556,0
ALMA J153702653-33192492,6,A002_X1009c59_X1ba4d,35.01,230.32233,230.78254,244140.625,460449218.75,1.496e+16,73.9,4.712,11.617,247,512,0.48343,2766.6,211.7,fine (<1 MHz),CO(2-1),121.733,0
ALMA J153702653-33192492,6,A002_X1009c59_X1ba4d,35.01,230.80475,231.26496,244140.625,460449218.75,1.282e+16,63.28,5.086,5.668,44,512,0.087719,2772.4,211.7,fine (<1 MHz),CO(2-1),434.966,0
ALMA J153702653-33192492,6,A002_X1009c59_X1ba4d,35.01,232.5981,234.43843,488281.25,1840820312.5,1.9e+16,46.78,4.562,5.503,253,512,0.49513,2802.2,211.7,fine (<1 MHz),CO(2-1),3400.916,0
ALMA J153702653-33192492,7,A002_Xd9d7c7_Xb3d2,35.01,334.8926,333.16701,976562.5,1726562500.0,6.461e+15,6.984,4.562,5.788,94,512,0.18519,4008.4,151.2,fine (<1 MHz),CO(3-2),-12106.529,0
ALMA J153702653-33192492,7,A002_Xd9d7c7_Xb3d2,35.01,336.78471,335.05913,976562.5,1726562500.0,5.786e+15,6.237,4.28,5.655,268,512,0.52437,4031.1,151.2,fine (<1 MHz),CO(3-2),-9478.084,0
ALMA J153702653-33192492,7,A002_Xd9d7c7_Xb3d2,35.01,346.97637,348.70147,488281.25,1725585937.5,3.592e+15,7.598,4.507,5.74,283,512,0.55361,4174.1,151.2,fine (<1 MHz),CO(3-2),2710.644,0
ALMA J153702653-33192492,7,A002_Xd9d7c7_Xb3d2,35.01,345.11832,346.84342,488281.25,1725585937.5,3.205e+15,6.8,4.536,5.835,250,512,0.48928,4151.8,151.2,fine (<1 MHz),CO(3-2),-573.676,0
GJ 2006A,7,A002_Xcdb7b8_Xfb16,35.029,347.04647,348.78084,15625000.0,1750000000.0,4.911e+15,0.4276,2.07,4.598,494,512,0.96491,4175.0,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2297.342,0
GJ 2006A,7,A002_Xcdb7b8_Xfb16,35.029,336.78084,335.04647,15625000.0,1750000000.0,4.047e+15,0.3524,2.376,4.66,422,512,0.82456,4031.0,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9124.533,0
GJ 2006A,7,A002_Xcdb7b8_Xfb16,35.029,334.88534,333.15097,15625000.0,1750000000.0,4.654e+15,0.4052,2.205,4.291,472,512,0.92203,4008.2,877.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11145.033,0
GJ 2006A,7,A002_Xcdb7b8_Xfb16,35.029,345.15561,346.8807,488281.25,1725585937.5,7.952e+14,2.216,4.406,5.782,300,512,0.58674,4152.2,877.0,fine (<1 MHz),CO(3-2),-406.996,0
TYC 2211-1309-1,7,A002_Xd189ef_X867b,35.424,347.03151,348.76588,15625000.0,1750000000.0,5.416e+15,0.4617,3.299,3.967,36,512,0.072125,4174.8,1899.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2735.509,0
TYC 2211-1309-1,7,A002_Xd189ef_X867b,35.424,336.76588,335.03151,15625000.0,1750000000.0,4.682e+15,0.3991,2.847,4.871,178,512,0.34893,4030.8,1899.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10655.116,0
TYC 2211-1309-1,7,A002_Xd189ef_X867b,35.424,334.87038,333.13601,15625000.0,1750000000.0,5.359e+15,0.4569,2.546,4.364,278,512,0.54386,4008.0,1899.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11659.991,0
TYC 2211-1309-1,7,A002_Xd189ef_X867b,35.424,345.14065,346.86575,488281.25,1725585937.5,9.116e+14,2.487,4.484,6.101,222,512,0.4347,4152.0,1391.0,fine (<1 MHz),CO(3-2),-425.86,0
HD14055,6,A002_Xd09670_X23c5,35.74,242.24728,243.98166,15625000.0,1750000000.0,4.701e+15,0.3937,2.996,4.678,128,512,0.25146,2917.4,1554.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-1719.968,0
