star_name,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,eirp_5sigma_W,rms_mJy,star_snr,ctrl_max_snr,n_ctrl_ge_star,n_ctrl,p_star_empirical,drift_max_Hz_s,on_source_s,resolution_class,nearest_line,line_offset_MHz,flagged_symmetric
Proxima Cen,6,A002_X106a1f1_X6a0c,1.302,224.91406,223.08594,15625000.0,1843750000.0,3.431e+13,2.167,2.892,4.425,192,512,0.37622,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
Proxima Cen,6,A002_X106a1f1_X6a0c,1.302,224.91406,223.08594,15625000.0,1843750000.0,3.434e+13,2.167,2.892,4.425,192,512,0.37622,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),2749.439,0
Proxima Cen,6,A002_X106a1f1_X6a0c,1.302,226.91406,225.08594,15625000.0,1843750000.0,3.297e+13,2.08,3.326,5.037,68,512,0.1345,2712.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-4405.186,0
Proxima Cen,6,A002_X106a1f1_X6a0c,1.302,239.08594,240.91406,15625000.0,1843750000.0,5.328e+13,3.361,3.471,4.607,37,512,0.074074,2880.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-5725.064,0
Proxima Cen,6,A002_X106a1f1_X6a0c,1.302,241.08594,242.91406,15625000.0,1843750000.0,3.804e+13,2.399,2.763,4.225,204,512,0.39961,2904.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-3084.439,0
NAME Barnards star,6,A002_Xfdf45f_X478e,1.828,224.91406,223.08594,15625000.0,1843750000.0,6.402e+13,2.047,3.059,4.125,108,512,0.21248,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),3124.439,0
NAME Barnards star,6,A002_Xfdf45f_X478e,1.828,226.91406,225.08594,15625000.0,1843750000.0,6.15e+13,1.966,4.398,4.382,0,512,0.0019493,2712.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),4921.314,0
NAME Barnards star,6,A002_Xfdf45f_X478e,1.828,239.08594,240.91406,15625000.0,1843750000.0,6.579e+13,2.103,2.088,3.993,490,512,0.95712,2880.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-5850.064,0
NAME Barnards star,6,A002_Xfdf45f_X478e,1.828,241.08594,242.91406,15625000.0,1843750000.0,6.887e+13,2.201,2.451,4.127,410,512,0.80117,2904.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2287.564,0
Wolf  359,6,A002_Xfdb69b_X667a,2.409,224.91406,223.08594,15625000.0,1843750000.0,8.412e+13,1.55,2.586,4.596,337,512,0.65887,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),3311.939,0
Wolf  359,6,A002_Xfdb69b_X667a,2.409,226.91406,225.08594,15625000.0,1843750000.0,7.836e+13,1.444,2.845,4.418,202,512,0.39571,2712.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-5030.186,0
Wolf  359,6,A002_Xfdb69b_X667a,2.409,239.08594,240.91406,15625000.0,1843750000.0,8.672e+13,1.597,2.405,4.535,412,512,0.80507,2880.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-4412.564,0
Wolf  359,6,A002_Xfdb69b_X667a,2.409,241.08594,242.91406,15625000.0,1843750000.0,9.105e+13,1.677,3.087,4.417,136,512,0.26706,2904.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2584.439,0
alf CMa B,3,A002_Xc99ad7_X348,2.67,93.86176,92.12739,15625000.0,1750000000.0,2.556e+13,0.3834,2.551,4.463,254,512,0.49708,1115.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
alf CMa B,3,A002_Xc99ad7_X348,2.67,93.86176,92.12739,15625000.0,1750000000.0,2.648e+13,0.3834,2.551,4.463,254,512,0.49708,1115.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),4407.138,0
alf CMa B,3,A002_Xc99ad7_X348,2.67,95.79926,94.06489,15625000.0,1750000000.0,2.668e+13,0.3858,2.891,4.807,111,512,0.21832,1139.2,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),5844.638,0
alf CMa B,3,A002_Xc99ad7_X348,2.67,104.12739,105.86176,15625000.0,1750000000.0,2.926e+13,0.4196,3.252,4.243,41,512,0.081871,1259.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-7707.363,0
alf CMa B,3,A002_Xc99ad7_X348,2.67,106.12739,107.86176,15625000.0,1750000000.0,3.073e+13,0.44,2.232,4.394,379,512,0.74074,1283.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-6426.113,0
alf CMa B,4,A002_Xcc626d_X579,2.67,143.86176,142.12739,15625000.0,1750000000.0,2.315e+13,0.3473,2.08,3.947,432,512,0.84405,1715.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
alf CMa B,4,A002_Xcc626d_X579,2.67,143.86176,142.12739,15625000.0,1750000000.0,2.536e+13,0.3473,2.08,3.947,432,512,0.84405,1715.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(1-0),27059.512,0
alf CMa B,4,A002_Xcc626d_X579,2.67,145.79926,144.06489,15625000.0,1750000000.0,2.345e+13,0.3203,3.053,4.622,70,512,0.1384,1739.2,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(1-0),29700.137,0
alf CMa B,4,A002_Xcc626d_X579,2.67,154.12739,155.86176,15625000.0,1750000000.0,2.612e+13,0.352,2.648,4.771,192,512,0.37622,1859.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(1-0),39903.262,0
alf CMa B,4,A002_Xcc626d_X579,2.67,156.12739,157.86176,15625000.0,1750000000.0,2.963e+13,0.3982,2.557,4.564,237,512,0.46394,1883.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(1-0),41653.262,0
alf CMa B,5,A002_Xd0fb35_X90dc,2.67,196.86176,195.12739,15625000.0,1750000000.0,3.482e+13,0.5224,2.639,4.898,203,512,0.39766,2351.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
alf CMa B,5,A002_Xd0fb35_X90dc,2.67,196.86176,195.12739,15625000.0,1750000000.0,4.041e+13,0.5224,2.639,4.898,203,512,0.39766,2351.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-20790.112,0
alf CMa B,5,A002_Xd0fb35_X90dc,2.67,198.79926,197.06489,15625000.0,1750000000.0,3.39e+13,0.4369,2.378,4.678,328,512,0.64133,2375.2,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-19461.987,0
alf CMa B,5,A002_Xd0fb35_X90dc,2.67,207.12739,208.86176,15625000.0,1750000000.0,4.714e+13,0.5981,2.174,4.168,392,512,0.76608,2495.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-9383.862,0
alf CMa B,5,A002_Xd0fb35_X90dc,2.67,209.12739,210.86176,15625000.0,1750000000.0,4.922e+13,0.6224,2.444,4.133,312,512,0.61014,2519.9,344.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-7727.612,0
G 272-61B,3,A002_X877e41_X14c1,2.675,91.36176,89.62739,15625000.0,1750000000.0,1.654e+13,0.2474,2.574,4.129,257,512,0.50292,1085.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
G 272-61B,3,A002_X877e41_X14c1,2.675,91.36176,89.62739,15625000.0,1750000000.0,1.656e+13,0.2474,2.574,4.129,257,512,0.50292,1085.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),2125.888,0
G 272-61B,3,A002_X877e41_X14c1,2.675,93.29926,91.56489,15625000.0,1750000000.0,1.616e+13,0.2413,1.985,4.637,467,512,0.91228,1109.2,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),3141.513,0
G 272-61B,3,A002_X877e41_X14c1,2.675,101.62739,103.36176,15625000.0,1750000000.0,1.641e+13,0.245,2.439,4.488,290,512,0.56725,1229.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-11519.863,0
G 272-61B,3,A002_X877e41_X14c1,2.675,103.62739,105.36176,15625000.0,1750000000.0,1.645e+13,0.2456,2.141,4.249,436,512,0.85185,1253.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-8582.363,0
G 272-61A,3,A002_X877e41_X14c1,2.72,91.36176,89.62739,15625000.0,1750000000.0,1.711e+13,0.2475,2.037,4.351,444,512,0.86745,1085.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
G 272-61A,3,A002_X877e41_X14c1,2.72,91.36176,89.62739,15625000.0,1750000000.0,1.715e+13,0.2475,2.037,4.351,444,512,0.86745,1085.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),1907.138,0
G 272-61A,3,A002_X877e41_X14c1,2.72,93.29926,91.56489,15625000.0,1750000000.0,1.671e+13,0.2412,2.359,4.311,310,512,0.60624,1109.2,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),2516.513,0
G 272-61A,3,A002_X877e41_X14c1,2.72,101.62739,103.36176,15625000.0,1750000000.0,1.696e+13,0.2447,2.826,4.255,128,512,0.25146,1229.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-11285.488,0
G 272-61A,3,A002_X877e41_X14c1,2.72,103.62739,105.36176,15625000.0,1750000000.0,1.703e+13,0.2457,2.914,4.472,107,512,0.21053,1253.9,1862.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-8144.863,0
CD-23 14742,6,A002_Xfeb5e6_X13ee,2.976,224.91406,223.08594,15625000.0,1843750000.0,1.202e+14,1.451,2.503,4.428,373,512,0.72904,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
CD-23 14742,6,A002_Xfeb5e6_X13ee,2.976,224.91406,223.08594,15625000.0,1843750000.0,1.202e+14,1.451,2.503,4.428,373,512,0.72904,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),3593.189,0
CD-23 14742,6,A002_Xfeb5e6_X13ee,2.976,226.91406,225.08594,15625000.0,1843750000.0,1.121e+14,1.354,2.564,4.122,354,512,0.69201,2712.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-4264.561,0
CD-23 14742,6,A002_Xfeb5e6_X13ee,2.976,239.08594,240.91406,15625000.0,1843750000.0,1.235e+14,1.491,3.473,3.883,30,512,0.060429,2880.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-4600.064,0
CD-23 14742,6,A002_Xfeb5e6_X13ee,2.976,241.08594,242.91406,15625000.0,1843750000.0,1.299e+14,1.568,3.112,4.749,181,512,0.35478,2904.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2162.564,0
eps Eri,6,A002_X99c183_X4f1e,3.22,229.65282,231.37792,488281.25,1725585937.5,4.078e+13,4.031,4.39,5.789,326,512,0.63743,2766.2,2570.4,fine (<1 MHz),CO(2-1),450.271,0
eps Eri,6,A002_X99c183_X4f1e,3.22,232.10094,233.83531,15625000.0,1750000000.0,2.373e+14,0.7145,2.687,4.191,277,512,0.54191,2795.6,2570.4,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),2156.688,0
eps Eri,6,A002_X99c183_X4f1e,3.22,219.08733,217.35296,15625000.0,1750000000.0,1.747e+14,0.6116,2.534,4.715,356,512,0.69591,2618.6,2570.4,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",C18O(2-1),-488.294,0
eps Eri,6,A002_X99c183_X4f1e,3.22,216.83764,215.10326,15625000.0,1750000000.0,1.729e+14,0.6189,1.98,4.254,505,512,0.98635,2591.6,2570.4,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-720.486,0
tau Cet,,A002_Xb9cc97_X150a,3.652,231.47412,229.63379,488281.25,1840820312.5,3.792e+13,9.731,4.944,5.754,73,512,0.14425,2766.6,2963.5,,,,0
tau Cet,6,A002_Xb9cc97_X150a,3.652,231.47412,229.63379,488281.25,1840820312.5,5.459e+13,14.01,4.0,5.932,476,512,0.92982,2766.6,1391.0,fine (<1 MHz),,,0
BD05  1668,6,A002_Xc74b5b_X7c16,3.786,224.86719,223.13281,15625000.0,1750000000.0,2.832e+14,2.113,2.266,4.256,435,512,0.8499,2688.0,1421.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),3936.939,0
BD05  1668,6,A002_Xc74b5b_X7c16,3.786,226.86719,225.13281,15625000.0,1750000000.0,2.714e+14,2.025,3.01,4.357,97,512,0.19103,2712.0,1421.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-3952.061,0
BD05  1668,6,A002_Xc74b5b_X7c16,3.786,239.13281,240.86719,15625000.0,1750000000.0,2.956e+14,2.206,3.187,4.33,66,512,0.1306,2880.0,1421.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-4756.314,0
BD05  1668,6,A002_Xc74b5b_X7c16,3.786,241.13281,242.86719,15625000.0,1750000000.0,3.113e+14,2.323,2.225,4.378,421,512,0.82261,2904.0,1421.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2600.064,0
HD  33793,6,A002_Xc8b2b0_X9c35,3.934,224.91406,223.08594,15625000.0,1843750000.0,5.621e+14,3.885,2.265,4.376,350,512,0.68421,2688.0,846.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
Wolf   28,6,A002_X9f2ff8_X25b0,4.314,224.86719,223.13281,15625000.0,1750000000.0,6.672e+13,0.3834,2.59,4.525,311,512,0.60819,2688.0,2903.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
GJ 674,6,A002_X107fa96_Xce38,4.551,224.91406,223.08594,15625000.0,1843750000.0,2.744e+14,1.417,2.91,4.397,195,512,0.38207,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
GJ 674,6,A002_X107fa96_Xce38,4.551,224.91406,223.08594,15625000.0,1843750000.0,2.744e+14,1.417,2.91,4.397,195,512,0.38207,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),3436.939,0
GJ 674,6,A002_X107fa96_Xce38,4.551,226.91406,225.08594,15625000.0,1843750000.0,2.542e+14,1.313,3.846,4.254,10,512,0.021442,2712.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-4030.186,0
GJ 674,6,A002_X107fa96_Xce38,4.551,239.08594,240.91406,15625000.0,1843750000.0,2.844e+14,1.469,2.631,4.189,342,512,0.66862,2880.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-5693.814,0
GJ 674,6,A002_X107fa96_Xce38,4.551,241.08594,242.91406,15625000.0,1843750000.0,2.966e+14,1.532,2.328,4.42,469,512,0.91618,2904.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-3303.189,0
GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.208,213.87402,212.0459,15625000.0,1843750000.0,6.213e+14,2.45,3.26,4.17,81,512,0.15984,2555.5,2751.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-4277.854,0
GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.208,215.87364,214.04552,15625000.0,1843750000.0,5.86e+14,2.311,2.574,4.35,326,512,0.63743,2579.5,2751.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-3043.855,0
GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.208,227.04307,228.8712,15625000.0,1843750000.0,5.724e+14,2.257,2.554,4.917,377,512,0.73684,2735.5,2751.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-2135.553,0
GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.208,229.03659,230.87692,488281.25,1840820312.5,1.116e+14,14.08,4.794,5.707,99,512,0.19493,2759.5,2751.8,fine (<1 MHz),CO(2-1),-1128.849,0
LSR J18353259,3,A002_Xba3ea7_X2ab4,5.689,91.36176,89.62739,15625000.0,1750000000.0,5.124e+13,0.1692,2.012,4.099,465,512,0.90838,1085.9,2588.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),2110.263,0
LSR J18353259,3,A002_Xba3ea7_X2ab4,5.689,93.29926,91.56489,15625000.0,1750000000.0,5.321e+13,0.1757,2.808,4.125,136,512,0.26706,1109.2,2588.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),3907.138,0
LSR J18353259,3,A002_Xba3ea7_X2ab4,5.689,101.62739,103.36176,15625000.0,1750000000.0,5.39e+13,0.178,1.889,4.158,490,512,0.95712,1229.9,2588.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-10754.238,0
LSR J18353259,3,A002_Xba3ea7_X2ab4,5.689,103.62739,105.36176,15625000.0,1750000000.0,5.58e+13,0.1842,2.34,4.349,330,512,0.64522,1253.9,2588.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-9301.113,0
HN Lib,6,A002_Xdc621b_X2bb0,6.253,213.90867,212.08054,15625000.0,1843750000.0,8.426e+14,2.305,2.077,4.357,476,512,0.92982,2555.9,1451.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-3461.959,0
HN Lib,6,A002_Xdc621b_X2bb0,6.253,215.90862,214.08049,15625000.0,1843750000.0,7.819e+14,2.139,2.261,4.582,450,512,0.87914,2579.9,1451.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-1399.51,0
HN Lib,6,A002_Xdc621b_X2bb0,6.253,227.08012,228.90825,15625000.0,1843750000.0,7.571e+14,2.071,3.166,4.751,90,512,0.17739,2735.9,1451.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-2082.878,0
HN Lib,6,A002_Xdc621b_X2bb0,6.253,229.074,230.91433,488281.25,1840820312.5,1.49e+14,13.04,4.589,6.149,143,512,0.2807,2759.9,1451.5,fine (<1 MHz),CO(2-1),-859.993,0
GJ 581,,A002_Xd16a1e_X8d4,6.3,224.91406,223.08594,15625000.0,1843750000.0,6.349e+14,1.711,2.446,4.322,410,512,0.80117,2688.0,2998.8,,,,0
GJ 581,6,A002_Xd16a1e_X8d4,6.3,224.91406,223.08594,15625000.0,1843750000.0,6.349e+14,1.711,2.433,4.352,425,512,0.83041,2688.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
GJ 581,6,A002_Xd16a1e_X8d4,6.3,226.91406,225.08594,15625000.0,1843750000.0,6.013e+14,1.621,3.485,4.105,28,512,0.05653,2712.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
GJ 581,6,A002_Xd16a1e_X8d4,6.3,239.08594,240.91406,15625000.0,1843750000.0,6.605e+14,1.78,3.591,4.77,50,512,0.099415,2880.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
GJ 581,6,A002_Xd16a1e_X8d4,6.3,241.08594,242.91406,15625000.0,1843750000.0,6.974e+14,1.879,2.451,4.408,394,512,0.76998,2904.0,2998.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",,,0
lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.676,344.9711,346.6962,488281.25,1725585937.5,2.703e+13,1.57,4.151,5.803,495,512,0.96686,4150.0,2026.1,fine (<1 MHz),,,0
lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.676,346.96646,348.70084,15625000.0,1750000000.0,1.638e+14,0.2972,2.396,4.539,425,512,0.83041,4174.0,2788.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1654.837,0
lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.676,336.65884,334.92446,15625000.0,1750000000.0,1.384e+14,0.2512,3.758,4.535,15,512,0.031189,4029.5,2788.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10387.163,0
lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.676,334.70084,332.96646,15625000.0,1750000000.0,1.6e+14,0.2903,2.709,4.629,289,512,0.5653,4006.0,2788.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11954.538,0
lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.676,344.9711,346.6962,488281.25,1725585937.5,2.705e+13,1.57,4.151,5.803,495,512,0.96686,4150.0,2026.1,fine (<1 MHz),CO(3-2),24.221,0
61 Vir,7,A002_Xc067f7_X822,8.534,344.87384,346.71417,488281.25,1840820312.5,4.52e+14,21.24,4.819,6.452,146,512,0.28655,4149.5,2268.0,fine (<1 MHz),CO(3-2),-236.128,0
61 Vir,7,A002_Xc067f7_X822,8.534,346.82232,348.55669,15625000.0,1750000000.0,2.867e+15,4.21,2.484,4.782,377,512,0.73684,4172.3,2268.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1166.941,0
61 Vir,7,A002_Xc067f7_X822,8.534,336.55669,334.82232,15625000.0,1750000000.0,2.539e+15,3.729,2.438,4.188,382,512,0.74659,4028.3,2268.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9786.184,0
61 Vir,7,A002_Xc067f7_X822,8.534,334.66119,332.92682,15625000.0,1750000000.0,3.2e+15,4.701,3.08,4.377,134,512,0.26316,4005.5,2268.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11619.184,0
chi01 Ori,3,A002_X74deb6_Xff1,8.699,95.86176,94.12739,15625000.0,1750000000.0,1.076e+14,0.152,3.188,4.877,61,512,0.12086,1139.9,2782.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),6032.138,0
chi01 Ori,3,A002_X74deb6_Xff1,8.699,97.79926,96.06489,15625000.0,1750000000.0,1.116e+14,0.1577,3.165,4.583,46,512,0.091618,1163.2,2782.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),7657.138,0
chi01 Ori,3,A002_X74deb6_Xff1,8.699,106.12739,107.86176,15625000.0,1750000000.0,1.247e+14,0.1762,2.492,4.24,333,512,0.65107,1283.9,2782.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-7332.363,0
chi01 Ori,3,A002_X74deb6_Xff1,8.699,108.12739,109.86176,15625000.0,1750000000.0,1.318e+14,0.1862,3.451,4.56,35,512,0.070175,1307.9,2782.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-4254.238,0
GJ 849,,A002_Xd86f11_X584b,8.815,229.07904,230.91937,488281.25,1840820312.5,8.304e+14,36.59,4.475,5.552,304,512,0.59454,2760.0,2661.1,,,,0
GJ 849,6,A002_Xd86f11_X584b,8.815,213.9133,212.08518,15625000.0,1843750000.0,4.182e+15,5.758,2.69,4.487,268,512,0.52437,2556.0,2661.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-4863.57,0
GJ 849,6,A002_Xd86f11_X584b,8.815,215.9133,214.08517,15625000.0,1843750000.0,4.115e+15,5.665,2.267,4.053,454,512,0.88694,2580.0,2661.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-1426.077,0
GJ 849,6,A002_Xd86f11_X584b,8.815,227.08515,228.91327,15625000.0,1843750000.0,4.369e+15,6.015,3.129,4.34,106,512,0.20858,2736.0,2661.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-3374.729,0
GJ 849,6,A002_Xd86f11_X584b,8.815,229.07904,230.91937,488281.25,1840820312.5,8.305e+14,36.59,4.475,5.552,304,512,0.59454,2760.0,2661.1,fine (<1 MHz),CO(2-1),-668.431,0
gam Lep,6,A002_Xd28a9e_Xbcdf,8.905,224.91406,223.08594,15625000.0,1843750000.0,1.017e+14,0.1372,3.162,4.582,93,512,0.18324,2688.0,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),2718.187,0
gam Lep,6,A002_Xd28a9e_Xbcdf,8.905,226.91406,225.08594,15625000.0,1843750000.0,9.267e+13,0.125,3.1,4.254,135,512,0.26511,2712.0,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),4999.437,0
gam Lep,6,A002_Xd28a9e_Xbcdf,8.905,239.08594,240.91406,15625000.0,1843750000.0,1.016e+14,0.137,2.666,5.226,283,512,0.55361,2880.0,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-4928.187,0
gam Lep,6,A002_Xd28a9e_Xbcdf,8.905,241.08594,242.91406,15625000.0,1843750000.0,1.089e+14,0.1469,2.442,4.778,408,512,0.79727,2904.0,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-3037.562,0
gam Lep,7,A002_Xd248b5_X5186,8.905,337.36176,335.62739,15625000.0,1750000000.0,2.856e+14,0.3852,2.514,4.182,317,512,0.61988,4037.9,1173.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9059.237,0
gam Lep,7,A002_Xd248b5_X5186,8.905,339.29926,337.56489,15625000.0,1750000000.0,2.364e+14,0.3189,2.14,4.12,455,512,0.88889,4061.2,1173.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-6527.987,0
gam Lep,7,A002_Xd248b5_X5186,8.905,347.62739,349.36176,15625000.0,1750000000.0,2.653e+14,0.3579,2.796,4.511,196,512,0.38402,4181.9,1173.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2909.513,0
gam Lep,7,A002_Xd248b5_X5186,8.905,349.62739,351.36176,15625000.0,1750000000.0,3.143e+14,0.424,3.059,4.061,94,512,0.18519,4205.9,1173.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),5018.888,0
HD 285968,,A002_Xd98580_X3bf6,9.485,229.03724,230.87757,488281.25,1840820312.5,3.453e+14,13.14,6.189,10.854,51,512,0.10136,2759.5,2812.3,,,,0
HD 285968,6,A002_Xd98580_X3bf6,9.485,213.87462,212.04649,15625000.0,1843750000.0,1.926e+15,2.29,2.889,4.396,170,512,0.33333,2555.5,2812.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-4808.509,0
