star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,eirp_eff_total_W,c_response_smear,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,star_snr_regionmax,stage1_flag_regionmax,n_ctrl,n_ctrl_ge_star,p_rank_addone,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
HD 33793,HD  33793,6,A002_Xc92fe3_X9313,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.89376,9.47609,2.741662e+14,5.483324e+14,7.311099e+14,6.266656e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,3.3001,4.3957,3.3899,False,512,117,0.230019,,CO(2-1),-4467.6856,-5809.795,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc92fe3_Xa1eb,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.87568,9.38564,2.715491e+14,5.430982e+14,7.241310e+14,6.206837e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,2.9808,4.4886,4.3113,False,512,167,0.327485,,CO(2-1),-4498.9356,-5850.432,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xa4bc,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.53237,7.66763,2.218431e+14,4.436861e+14,5.915815e+14,5.070699e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,3.4983,4.8431,3.6255,False,512,44,0.087719,,CO(2-1),-3842.6856,-4997.042,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xaae,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.40349,7.02280,2.031864e+14,4.063729e+14,5.418305e+14,4.644261e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,2.6044,4.7029,3.6251,False,512,361,0.705653,,CO(2-1),-4389.5606,-5708.201,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xad7a,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.73697,8.69139,2.514630e+14,5.029259e+14,6.705679e+14,5.747725e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,3.9244,4.1889,4.1825,False,512,2,0.005848,,CO(2-1),-3702.0606,-4814.173,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xb92f,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.32325,6.62420,1.916542e+14,3.833084e+14,5.110778e+14,4.380667e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,3.7191,4.5332,4.0195,False,512,21,0.042885,,CO(2-1),-4061.4356,-5281.506,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xbb59,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.35075,6.76187,1.956371e+14,3.912743e+14,5.216990e+14,4.471706e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,2.4669,4.0199,3.3197,False,512,357,0.697856,,13CO(2-1),4827.5644,6566.579,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xbd84,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,1874.88,,1.82038,9.11282,2.636558e+14,5.273115e+14,7.030820e+14,6.026417e+14,2.2857,2712.0000,3.598,3,0.3254,,coarse,B,2.6685,4.6084,2.9187,False,512,250,0.489279,,CO(2-1),-3920.8106,-5098.636,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xcc3ae3_Xcea0,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.82165,9.10878,2.635391e+14,5.270782e+14,7.027710e+14,6.023751e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,2.5088,3.8647,3.9283,False,512,343,0.670565,,CO(2-1),-4842.6856,-6297.446,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc99ad7_Xe20,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,2.87407,14.38037,4.160587e+14,8.321174e+14,1.109490e+15,9.509914e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,3.8406,4.3948,3.9572,False,512,8,0.017544,,CO(2-1),-3889.5606,-5057.999,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc9831a_Xe79,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.67349,8.37347,2.422646e+14,4.845293e+14,6.460391e+14,5.537478e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,2.4620,4.4944,3.3528,False,512,418,0.816764,,13CO(2-1),4718.1894,6417.804,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1c06f_Xf04b,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.86426,9.33132,2.699777e+14,5.399554e+14,7.199405e+14,6.170918e+14,2.2857,2712.0000,3.598,4,0.5144,,coarse,B,2.9655,4.5372,3.4540,False,512,153,0.300195,,CO(2-1),-4702.0606,-6114.577,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1c06f_Xf769,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2962.51,,1.75615,8.79020,2.543216e+14,5.086433e+14,6.781910e+14,5.813066e+14,2.2857,2712.0000,3.598,4,0.5142,,coarse,B,3.4201,4.8240,3.6695,False,512,42,0.083821,,CO(2-1),-4686.4356,-6094.258,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xcc3ae3_X12e7,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.78207,8.91095,2.578154e+14,5.156308e+14,6.875077e+14,5.892923e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.4158,4.6271,3.8059,False,512,416,0.812865,,CS(5-4),-4756.3144,-5821.550,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc96463_X164e,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.30688,11.54410,3.339987e+14,6.679973e+14,8.906631e+14,7.634255e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,1.9325,4.1814,3.7623,False,512,504,0.984405,,CS(5-4),-4318.8144,-5286.067,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc96463_X1d7a,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.80908,9.05297,2.619242e+14,5.238484e+14,6.984645e+14,5.986838e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,3.4005,4.4229,4.7501,False,512,59,0.116959,,CS(5-4),-5787.5644,-7083.761,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc92fe3_X255d,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.10911,10.55482,3.053765e+14,6.107529e+14,8.143373e+14,6.980034e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,3.3551,4.8361,4.0410,False,512,94,0.185185,,CS(5-4),-5740.6894,-7026.388,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc96463_X281c,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.86239,9.31974,2.696425e+14,5.392849e+14,7.190465e+14,6.163256e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.8096,4.5747,3.7693,False,512,235,0.460039,,CS(5-4),-5490.6894,-6720.397,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc99ad7_X2cc,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,756.00,,6.30884,31.56904,9.133687e+14,1.826737e+15,2.435650e+15,2.087700e+15,2.2857,2880.0000,3.598,2,0.1393,,coarse,B,2.3888,4.4053,3.3631,False,512,364,0.711501,,CS(5-4),-5178.1894,-6337.909,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd20b17_X2e1a,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,1421.28,,2.23684,11.19835,3.239953e+14,6.479906e+14,8.639875e+14,7.405607e+14,2.2857,2880.0000,3.598,3,0.262,,coarse,B,2.5213,4.0704,3.0648,False,512,289,0.565302,,CS(5-4),-5662.5644,-6930.766,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd29c1f_X445c,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.35245,6.77143,1.959138e+14,3.918276e+14,5.224368e+14,4.478030e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.1131,4.4125,2.9418,False,512,490,0.957115,,CS(5-4),-4068.8144,-4980.076,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1f23d_X53b2,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.46351,7.32661,2.119764e+14,4.239529e+14,5.652705e+14,4.845176e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.4147,4.2407,3.4163,False,512,432,0.844055,,CS(5-4),-5115.6894,-6261.412,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd12f5c_X5deb,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.33540,6.68414,1.933883e+14,3.867767e+14,5.157022e+14,4.420305e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.1297,4.3085,3.1230,False,512,497,0.970760,,CS(5-4),-5459.4394,-6682.149,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc9c531_X67e,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,4.57994,22.91696,6.630429e+14,1.326086e+15,1.768114e+15,1.515527e+15,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.8490,4.3677,3.0355,False,512,245,0.479532,,CS(5-4),-5178.1894,-6337.909,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xccb526_X733b,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,846.72,,3.68118,18.40677,5.325524e+14,1.065105e+15,1.420140e+15,1.217263e+15,2.2857,2880.0000,3.598,2,0.1561,,coarse,B,3.2399,4.3441,3.7476,False,512,51,0.101365,,CS(5-4),-4271.9394,-5228.693,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc92fe3_X9313,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.08588,10.43847,3.020103e+14,6.040206e+14,8.053608e+14,6.903092e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,3.0058,4.3342,3.3118,False,512,117,0.230019,,CS(5-4),-5506.3144,-6739.522,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc92fe3_Xa1eb,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.06567,10.33734,2.990841e+14,5.981681e+14,7.975575e+14,6.836207e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,4.0839,4.2993,4.7284,False,512,3,0.007797,,CS(5-4),-5475.0644,-6701.273,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xa4bc,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.67398,8.37702,2.423674e+14,4.847348e+14,6.463131e+14,5.539826e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.3660,4.5256,3.8090,False,512,432,0.844055,,CS(5-4),-4037.5644,-4941.827,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xaae,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.54070,7.71011,2.230721e+14,4.461441e+14,5.948588e+14,5.098790e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.9722,4.5014,3.1891,False,512,195,0.382066,,CS(5-4),-4443.8144,-5439.062,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xad7a,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.90176,9.51685,2.753455e+14,5.506911e+14,7.342548e+14,6.293612e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.4993,4.4353,3.0913,False,512,372,0.727096,,CS(5-4),-5709.4394,-6988.139,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xb92f,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.44329,7.22619,2.090711e+14,4.181423e+14,5.575230e+14,4.778769e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,3.5784,4.5953,4.4064,False,512,29,0.058480,,CS(5-4),-4725.0644,-5783.301,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xbb59,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.47314,7.37564,2.133952e+14,4.267904e+14,5.690538e+14,4.877604e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,3.1629,5.2100,3.3277,False,512,99,0.194932,,CS(5-4),-4756.3144,-5821.550,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xbd84,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,1874.88,,1.97327,9.87969,2.858434e+14,5.716869e+14,7.622491e+14,6.533564e+14,2.2857,2880.0000,3.598,3,0.3456,,coarse,B,1.8279,4.5333,2.5532,False,512,505,0.986355,,CS(5-4),-4803.1894,-5878.923,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xcc3ae3_Xcea0,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.03095,10.15542,2.938209e+14,5.876419e+14,7.835225e+14,6.715907e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.0825,4.3138,2.8632,False,512,500,0.976608,,CS(5-4),-5600.0644,-6854.268,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc99ad7_Xe20,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,3.14966,15.76065,4.559938e+14,9.119876e+14,1.215983e+15,1.042272e+15,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.7681,4.8824,3.1316,False,512,257,0.502924,,CS(5-4),-5084.4394,-6223.163,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc9831a_Xe79,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.84306,9.22276,2.668368e+14,5.336737e+14,7.115649e+14,6.099128e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,3.5087,5.2586,3.9076,False,512,38,0.076023,,CS(5-4),-4975.0644,-6089.292,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1c06f_Xf04b,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.03806,10.20262,2.951866e+14,5.903731e+14,7.871642e+14,6.747122e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,2.6619,4.0671,3.9738,False,512,299,0.584795,,CS(5-4),-5131.3144,-6280.536,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1c06f_Xf769,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.92662,9.64475,2.790460e+14,5.580920e+14,7.441226e+14,6.378194e+14,2.2857,2880.0000,3.598,4,0.5462,,coarse,B,3.6424,4.9626,3.7080,False,512,25,0.050682,,CS(5-4),-4803.1894,-5878.923,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xcc3ae3_X12e7,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.87998,9.40057,2.719811e+14,5.439622e+14,7.252829e+14,6.216710e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.5699,4.2205,3.1738,False,512,343,0.670565,,CS(5-4),-2412.5644,-2952.888,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc96463_X164e,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.42690,12.14488,3.513807e+14,7.027614e+14,9.370152e+14,8.031559e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,3.3098,4.0821,3.8992,False,512,48,0.095517,,CS(5-4),-2240.6894,-2742.520,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc96463_X1d7a,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.91141,9.56522,2.767449e+14,5.534897e+14,7.379863e+14,6.325597e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.7257,4.2107,3.3586,False,512,252,0.493177,,CS(5-4),-2662.5644,-3258.879,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc92fe3_X255d,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.22914,11.15569,3.227611e+14,6.455222e+14,8.606963e+14,7.377397e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.8779,4.4945,3.3458,False,512,231,0.452242,,CS(5-4),-3381.3144,-4138.602,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc96463_X281c,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.96543,9.83555,2.845662e+14,5.691323e+14,7.588431e+14,6.504369e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.6384,4.4885,3.2914,False,512,322,0.629630,,CS(5-4),-3209.4394,-3928.233,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc99ad7_X2cc,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,756.00,,6.67081,33.38072,9.657849e+14,1.931570e+15,2.575426e+15,2.207508e+15,2.2857,2904.0000,3.598,2,0.1405,,coarse,B,2.9365,4.1382,3.4121,False,512,79,0.155945,,CS(5-4),-2693.8144,-3297.128,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd20b17_X2e1a,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,1421.28,,2.36583,11.84436,3.426860e+14,6.853720e+14,9.138294e+14,7.832823e+14,2.2857,2904.0000,3.598,3,0.2642,,coarse,B,3.0685,4.7668,3.7721,False,512,130,0.255361,,CS(5-4),-3584.4394,-4387.219,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd29c1f_X445c,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.43701,7.19497,2.081677e+14,4.163355e+14,5.551140e+14,4.758120e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,3.2387,4.7964,3.9008,False,512,102,0.200780,,CS(5-4),-2553.1894,-3125.008,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1f23d_X53b2,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.55444,7.78201,2.251523e+14,4.503046e+14,6.004061e+14,5.146338e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.8934,4.6011,4.8501,False,512,191,0.374269,,CS(5-4),-2928.1894,-3583.994,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd12f5c_X5deb,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.42317,7.12359,2.061026e+14,4.122052e+14,5.496070e+14,4.710917e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,3.3515,4.4738,4.6532,False,512,52,0.103314,,CS(5-4),-3396.9394,-4157.726,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc9c531_X67e,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,4.84518,24.24448,7.014514e+14,1.402903e+15,1.870537e+15,1.603318e+15,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.2977,4.2494,4.3335,False,512,466,0.910331,,CS(5-4),-2240.6894,-2742.520,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xccb526_X733b,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,846.72,,3.87350,19.36845,5.603761e+14,1.120752e+15,1.494336e+15,1.280860e+15,2.2857,2904.0000,3.598,2,0.1574,,coarse,B,2.5762,4.2579,3.3847,False,512,207,0.405458,,CS(5-4),-3850.0644,-4712.334,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc92fe3_X9313,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.20169,11.01818,3.187826e+14,6.375652e+14,8.500869e+14,7.286459e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.9674,4.3355,3.4979,False,512,145,0.284600,,CS(5-4),-2225.0644,-2723.395,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc92fe3_Xa1eb,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.17589,10.88904,3.150463e+14,6.300926e+14,8.401235e+14,7.201059e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,3.2172,4.6835,3.4746,False,512,67,0.132554,,CS(5-4),-3365.6894,-4119.477,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xa4bc,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.77079,8.86162,2.563881e+14,5.127762e+14,6.837017e+14,5.860300e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.6608,5.0965,3.2950,False,512,283,0.553606,,CS(5-4),-3553.1894,-4348.970,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xaae,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.62861,8.15017,2.358040e+14,4.716080e+14,6.288106e+14,5.389805e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.6766,4.7933,3.1015,False,512,331,0.647173,,CS(5-4),-3225.0644,-3947.358,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc94c38_Xad7a,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.01635,10.09044,2.919409e+14,5.838819e+14,7.785092e+14,6.672936e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,3.4412,4.9135,3.8590,False,512,30,0.060429,,CS(5-4),-2553.1894,-3125.008,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xb92f,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.53506,7.68587,2.223708e+14,4.447416e+14,5.929888e+14,5.082761e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.8318,4.3261,4.3430,False,512,227,0.444444,,CS(5-4),-2240.6894,-2742.520,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xbb59,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.56454,7.83348,2.266414e+14,4.532827e+14,6.043770e+14,5.180374e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.2800,4.3695,2.8087,False,512,435,0.849903,,CS(5-4),-3303.1894,-4042.980,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd28a9e_Xbd84,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,1874.88,,2.10952,10.56212,3.055877e+14,6.111755e+14,8.149006e+14,6.984862e+14,2.2857,2904.0000,3.598,3,0.3485,,coarse,B,2.5675,4.5037,3.4332,False,512,294,0.575049,,CS(5-4),-3537.5644,-4329.846,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xcc3ae3_Xcea0,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.14141,10.70779,3.098023e+14,6.196047e+14,8.261396e+14,7.081196e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.8852,4.8948,3.9908,False,512,206,0.403509,,CS(5-4),-2740.6894,-3354.501,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc99ad7_Xe20,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,3.32417,16.63410,4.812647e+14,9.625294e+14,1.283373e+15,1.100034e+15,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.3465,4.7521,3.1468,False,512,444,0.867446,,CS(5-4),-2365.6894,-2895.515,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc9831a_Xe79,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.94072,9.71155,2.809787e+14,5.619574e+14,7.492765e+14,6.422370e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,3.3903,4.3085,4.1045,False,512,22,0.044834,,CS(5-4),-2068.8144,-2532.151,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1c06f_Xf04b,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.15511,10.78879,3.121458e+14,6.242916e+14,8.323888e+14,7.134761e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,2.0739,4.5702,3.3383,False,512,507,0.990253,,CS(5-4),-2193.8144,-2685.146,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xd1c06f_Xf769,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.03453,10.18515,2.946809e+14,5.893618e+14,7.858158e+14,6.735564e+14,2.2857,2904.0000,3.598,4,0.5508,,coarse,B,3.1815,4.4846,3.8563,False,512,89,0.175439,,CS(5-4),-3678.1894,-4501.966,star,25.978,3.637,20.263,512,20260825,False,False,
Wolf 28,Wolf   28,6,A002_X9f2ff8_X25b0,4.3144,223.132812,224.867188,15625000.0000,1734375000.0,2903.04,1440,0.38344,1.91718,6.671769e+13,1.334354e+14,1.779138e+14,1.524976e+14,2.2857,2688.0000,3.598,4,0.4994,1.0000,coarse,B,2.5897,4.5245,4.2357,False,512,311,0.608187,224.179688,,,,star,28.066,3.929,21.891,512,20260825,False,False,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,223.085939,224.914064,15625000.0000,1828125000.0,2998.80,2975,1.41747,7.08759,2.744214e+14,5.488428e+14,7.317905e+14,6.272490e+14,2.2857,2688.0000,3.598,4,0.5159,1.0000,coarse,B,2.9103,4.3969,3.9202,False,512,195,0.382066,223.835939,13CO(2-1),3436.9394,4675.014,star,28.066,3.929,21.891,512,20260825,False,False,
