star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,eirp_eff_total_W,c_response_smear,eirp_p90_W,eirp_p90_sel_W,eirp_p90_lo_W,eirp_p90_hi_W,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,star_snr_regionmax,stage1_flag_regionmax,n_ctrl,n_ctrl_ge_star,p_rank_addone,p_rank_local,stage1_flag_local,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
HD 33793,HD 33793,6,A002_Xc9831a_Xe79,3.9339,223.085939,224.914064,15625000.0000,1828125000.0,2963.52,,1.77525,8.87840,2.568735e+14,5.137470e+14,6.849960e+14,5.871394e+14,2.2857,1.061744e+15,1.169692e+15,1.116005e+15,1.208776e+15,2688.0000,3.598,4,0.5098,,coarse,B,2.5400,4.2018,3.1703,False,512,364,0.711501,0.711501,False,224.367189,13CO(2-1),3968.1894,5397.635,star,28.066,3.929,21.891,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1c06f_Xf04b,3.9339,223.085939,224.914064,15625000.0000,1828125000.0,2963.52,,1.97694,9.88825,2.860911e+14,5.721822e+14,7.629096e+14,6.539225e+14,2.2857,1.182510e+15,1.302736e+15,1.242943e+15,1.346266e+15,2688.0000,3.598,4,0.5098,,coarse,B,3.4986,4.2265,4.0915,False,512,20,0.040936,0.081871,False,224.851564,13CO(2-1),4452.5644,6056.494,star,28.066,3.929,21.891,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1c06f_Xf769,3.9339,223.085939,224.914064,15625000.0000,1828125000.0,2963.52,,1.85923,9.29950,2.690569e+14,5.381138e+14,7.174851e+14,6.149872e+14,2.2857,1.112102e+15,1.225170e+15,1.168937e+15,1.266108e+15,2688.0000,3.598,4,0.5098,,coarse,B,2.3946,4.4860,3.1128,False,512,416,0.812865,0.857700,False,224.914064,13CO(2-1),4515.0644,6141.508,star,28.066,3.929,21.891,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xcc3ae3_X12e7,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.62465,8.12343,2.350304e+14,4.700607e+14,6.267476e+14,5.372122e+14,2.2857,9.714588e+14,1.070228e+15,1.021106e+15,1.105988e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.8927,4.2637,4.7430,False,512,170,0.333333,0.345029,False,226.257814,CO(2-1),-4280.1856,-5565.969,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X164e,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,2.11622,10.58379,3.062147e+14,6.124294e+14,8.165726e+14,6.999193e+14,2.2857,1.265687e+15,1.394371e+15,1.330372e+15,1.440962e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.9319,4.4396,3.6696,False,512,147,0.288499,0.124756,False,225.601564,CO(2-1),-4936.4356,-6419.359,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X1d7a,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.66227,8.31343,2.405277e+14,4.810553e+14,6.414071e+14,5.497775e+14,2.2857,9.941810e+14,1.095260e+15,1.044990e+15,1.131857e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.2777,4.3074,3.1806,False,512,439,0.859649,0.861598,False,225.226564,13CO(2-1),4827.5644,6566.579,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc92fe3_X255d,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.93821,9.69364,2.804605e+14,5.609209e+14,7.478945e+14,6.410525e+14,2.2857,1.159237e+15,1.277097e+15,1.218481e+15,1.319770e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.1445,4.9090,3.4593,False,512,495,0.966862,0.896686,False,225.992189,CO(2-1),-4545.8106,-5911.389,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X281c,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.70839,8.54412,2.472020e+14,4.944039e+14,6.592052e+14,5.650330e+14,2.2857,1.021768e+15,1.125652e+15,1.073987e+15,1.163264e+15,2712.0000,3.598,4,0.5144,,coarse,B,1.5308,4.6760,3.8206,False,512,512,1.000000,1.000000,False,226.632814,CO(2-1),-3905.1856,-5078.318,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc99ad7_X2cc,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,756.00,,5.79029,28.95833,8.378345e+14,1.675669e+15,2.234225e+15,1.915050e+15,2.2857,3.463049e+15,3.815139e+15,3.640032e+15,3.942619e+15,2712.0000,3.598,2,0.1312,,coarse,B,2.7507,4.6900,3.2292,False,512,177,0.346979,0.454191,False,225.507814,CO(2-1),-5030.1856,-6541.272,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd29c1f_X445c,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.25159,6.26050,1.811313e+14,3.622627e+14,4.830169e+14,4.140145e+14,2.2857,7.486762e+14,8.247945e+14,7.869381e+14,8.523542e+14,2712.0000,3.598,4,0.5144,,coarse,B,3.8309,4.7546,4.6413,False,512,12,0.025341,0.023392,False,226.117189,CO(2-1),-4420.8106,-5748.838,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1f23d_X53b2,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.33750,6.68999,1.935576e+14,3.871152e+14,5.161536e+14,4.424173e+14,2.2857,8.000380e+14,8.813783e+14,8.409248e+14,9.108287e+14,2712.0000,3.598,4,0.5144,,coarse,B,3.4916,4.5279,4.1513,False,512,40,0.079922,0.068226,False,225.148439,13CO(2-1),4749.4394,6460.311,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd12f5c_X5deb,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.24100,6.20701,1.795837e+14,3.591675e+14,4.788900e+14,4.104771e+14,2.2857,7.422795e+14,8.177474e+14,7.802145e+14,8.450717e+14,2712.0000,3.598,4,0.5144,,coarse,B,2.8403,4.5056,2.8469,False,512,260,0.508772,0.493177,False,225.851564,CO(2-1),-4686.4356,-6094.258,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc92fe3_X9313,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.90981,9.55154,2.763491e+14,5.526982e+14,7.369310e+14,6.316551e+14,2.2857,1.142243e+15,1.258375e+15,1.200619e+15,1.300423e+15,2712.0000,3.598,4,0.5144,,coarse,B,3.3579,4.3406,3.5250,False,512,63,0.124756,0.101365,False,226.070314,CO(2-1),-4467.6856,-5809.795,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc92fe3_Xa1eb,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.89456,9.47530,2.741433e+14,5.482866e+14,7.310488e+14,6.266133e+14,2.2857,1.133126e+15,1.248331e+15,1.191035e+15,1.290043e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.6050,4.2855,4.0758,False,512,295,0.576998,0.524366,False,226.054689,CO(2-1),-4483.3106,-5830.113,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc94c38_Xa4bc,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.55114,7.75770,2.244491e+14,4.488983e+14,5.985310e+14,5.130266e+14,2.2857,9.277231e+14,1.022045e+15,9.751354e+14,1.056196e+15,2712.0000,3.598,4,0.5144,,coarse,B,3.1053,4.4974,3.2915,False,512,123,0.241715,0.276803,False,226.695314,CO(2-1),-3842.6856,-4997.042,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc94c38_Xad7a,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.75457,8.77511,2.538851e+14,5.077701e+14,6.770268e+14,5.803087e+14,2.2857,1.049392e+15,1.156084e+15,1.103022e+15,1.194713e+15,2712.0000,3.598,4,0.5144,,coarse,B,3.7677,5.0164,4.0226,False,512,15,0.031189,0.072125,False,226.835939,CO(2-1),-3702.0606,-4814.173,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd28a9e_Xb92f,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.33539,6.67969,1.932595e+14,3.865191e+14,5.153588e+14,4.417361e+14,2.2857,7.988061e+14,8.800212e+14,8.396300e+14,9.094262e+14,2712.0000,3.598,4,0.5144,,coarse,B,3.5455,4.5365,3.8060,False,512,26,0.052632,0.070175,False,226.476564,CO(2-1),-4061.4356,-5281.506,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd28a9e_Xbb59,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.36392,6.82240,1.973884e+14,3.947768e+14,5.263691e+14,4.511735e+14,2.2857,8.158721e+14,8.988222e+14,8.575682e+14,9.288555e+14,2712.0000,3.598,4,0.5144,,coarse,B,2.2927,4.4555,3.3597,False,512,444,0.867446,0.721248,False,225.226564,13CO(2-1),4827.5644,6566.579,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd28a9e_Xbd84,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,1874.88,,1.83978,9.20263,2.662544e+14,5.325089e+14,7.100118e+14,6.085816e+14,2.2857,1.100518e+15,1.212409e+15,1.156762e+15,1.252920e+15,2712.0000,3.598,3,0.3254,,coarse,B,2.7050,4.8381,3.0431,False,512,253,0.495127,0.397661,False,225.914064,CO(2-1),-4623.9356,-6012.983,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xcc3ae3_Xcea0,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.83856,9.19299,2.659755e+14,5.319510e+14,7.092680e+14,6.079440e+14,2.2857,1.099365e+15,1.211138e+15,1.155550e+15,1.251607e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.5928,4.3271,3.8832,False,512,320,0.625731,0.635478,False,225.695314,CO(2-1),-4842.6856,-6297.446,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc99ad7_Xe20,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,2.90128,14.50981,4.198039e+14,8.396078e+14,1.119477e+15,9.595518e+14,2.2857,1.735189e+15,1.911607e+15,1.823868e+15,1.975482e+15,2712.0000,3.598,4,0.5144,,coarse,B,3.6432,4.1669,3.7621,False,512,15,0.031189,0.031189,False,226.648439,CO(2-1),-3889.5606,-5057.999,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc9831a_Xe79,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.68911,8.44760,2.444093e+14,4.888187e+14,6.517582e+14,5.586499e+14,2.2857,1.010225e+15,1.112935e+15,1.061854e+15,1.150123e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.4707,4.9179,3.7856,False,512,367,0.717349,0.779727,False,225.132814,13CO(2-1),4733.8144,6439.058,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1c06f_Xf04b,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2963.52,,1.88517,9.42931,2.728128e+14,5.456256e+14,7.275008e+14,6.235721e+14,2.2857,1.127626e+15,1.242273e+15,1.185255e+15,1.283782e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.8849,4.4610,3.5850,False,512,203,0.397661,0.391813,False,225.835939,CO(2-1),-4702.0606,-6114.577,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1c06f_Xf769,3.9339,225.085939,226.914064,15625000.0000,1828125000.0,2962.51,,1.77001,8.85328,2.561468e+14,5.122936e+14,6.830581e+14,5.854784e+14,2.2857,1.058740e+15,1.166383e+15,1.112848e+15,1.205356e+15,2712.0000,3.598,4,0.5142,,coarse,B,3.2830,4.5940,3.5868,False,512,64,0.126706,0.103314,False,225.851564,CO(2-1),-4686.4356,-6094.258,star,27.817,3.894,21.698,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xcc3ae3_X12e7,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.79663,8.98335,2.599100e+14,5.198199e+14,6.930932e+14,5.940799e+14,2.2857,1.074294e+15,1.183519e+15,1.129197e+15,1.223065e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.5196,4.7035,3.7149,False,512,340,0.664717,0.600390,False,239.085936,CS(5-4),-5850.0644,-7160.259,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X164e,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.32958,11.65122,3.370981e+14,6.741961e+14,8.989281e+14,7.705098e+14,2.2857,1.393339e+15,1.535000e+15,1.464547e+15,1.586291e+15,2880.0000,3.598,4,0.5462,,coarse,B,1.8642,4.6902,3.8436,False,512,508,0.992203,0.996101,False,239.570311,CS(5-4),-5365.6894,-6567.402,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X1d7a,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.82852,9.14519,2.645926e+14,5.291851e+14,7.055802e+14,6.047830e+14,2.2857,1.093649e+15,1.204841e+15,1.149541e+15,1.245100e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.2416,4.2375,4.5869,False,512,73,0.144250,0.185185,False,239.148436,CS(5-4),-5787.5644,-7083.761,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc92fe3_X255d,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.12889,10.64766,3.080626e+14,6.161252e+14,8.215003e+14,7.041431e+14,2.2857,1.273325e+15,1.402785e+15,1.338400e+15,1.449658e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.6501,4.6045,4.1273,False,512,19,0.038986,0.089669,False,239.195311,CS(5-4),-5740.6894,-7026.388,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X281c,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.88310,9.41820,2.724913e+14,5.449825e+14,7.266434e+14,6.228372e+14,2.2857,1.126297e+15,1.240808e+15,1.183858e+15,1.282269e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.0592,4.6779,3.8750,False,512,110,0.216374,0.239766,False,239.445311,CS(5-4),-5490.6894,-6720.397,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc99ad7_X2cc,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,756.00,,6.37238,31.87041,9.220881e+14,1.844176e+15,2.458901e+15,2.107630e+15,2.2857,3.811297e+15,4.198794e+15,4.006078e+15,4.339092e+15,2880.0000,3.598,2,0.1393,,coarse,B,2.4612,4.1336,3.8402,False,512,289,0.565302,0.651072,False,239.773436,CS(5-4),-5162.5644,-6318.785,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd29c1f_X445c,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.36546,6.83046,1.976218e+14,3.952437e+14,5.269916e+14,4.517071e+14,2.2857,8.168370e+14,8.998852e+14,8.585823e+14,9.299540e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.1060,4.5897,3.6749,False,512,494,0.964912,0.972710,False,239.523436,CS(5-4),-5412.5644,-6624.775,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1f23d_X53b2,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.47794,7.39280,2.138916e+14,4.277831e+14,5.703775e+14,4.888950e+14,2.2857,8.840852e+14,9.739705e+14,9.292673e+14,1.006515e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.4725,4.6417,3.5169,False,512,392,0.766082,0.705653,False,240.851561,CS(5-4),-4084.4394,-4999.200,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd12f5c_X5deb,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.35166,6.76077,1.956055e+14,3.912110e+14,5.216147e+14,4.470983e+14,2.2857,8.085028e+14,8.907037e+14,8.498222e+14,9.204657e+14,2880.0000,3.598,4,0.5462,,coarse,B,1.9841,4.0728,3.2530,False,512,500,0.976608,0.978558,False,239.476561,CS(5-4),-5459.4394,-6682.149,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc92fe3_X9313,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.10276,10.51691,3.042796e+14,6.085592e+14,8.114123e+14,6.954963e+14,2.2857,1.257689e+15,1.385559e+15,1.321965e+15,1.431856e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.2090,4.1143,3.6287,False,512,76,0.150097,0.079922,False,239.429686,CS(5-4),-5506.3144,-6739.522,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc92fe3_Xa1eb,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.09062,10.45621,3.025234e+14,6.050469e+14,8.067292e+14,6.914822e+14,2.2857,1.250430e+15,1.377562e+15,1.314335e+15,1.423592e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.7775,4.2991,4.2643,False,512,9,0.019493,0.013645,False,239.460936,CS(5-4),-5475.0644,-6701.273,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc94c38_Xa4bc,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.69014,8.45317,2.445705e+14,4.891411e+14,6.521881e+14,5.590184e+14,2.2857,1.010892e+15,1.113669e+15,1.062554e+15,1.150882e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.2368,4.6810,3.7470,False,512,462,0.902534,0.851852,False,239.429686,CS(5-4),-5506.3144,-6739.522,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc94c38_Xad7a,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.92059,9.60571,2.779164e+14,5.558328e+14,7.411105e+14,6.352375e+14,2.2857,1.148721e+15,1.265512e+15,1.207428e+15,1.307798e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.5637,4.1634,3.6166,False,512,349,0.682261,0.692008,False,240.101561,CS(5-4),-4834.4394,-5917.172,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd28a9e_Xb92f,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.45502,7.27843,2.105826e+14,4.211652e+14,5.615537e+14,4.813317e+14,2.2857,8.704082e+14,9.589030e+14,9.148913e+14,9.909438e+14,2880.0000,3.598,4,0.5462,,coarse,B,3.5649,4.8841,4.0788,False,512,33,0.066277,0.083821,False,240.210936,CS(5-4),-4725.0644,-5783.301,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd28a9e_Xbb59,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.48409,7.42386,2.147903e+14,4.295805e+14,5.727740e+14,4.909492e+14,2.2857,8.877997e+14,9.780628e+14,9.331717e+14,1.010744e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.6469,4.6633,3.1640,False,512,285,0.557505,0.654971,False,240.179686,CS(5-4),-4756.3144,-5821.550,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd28a9e_Xbd84,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,1874.88,,1.98645,9.93682,2.874961e+14,5.749922e+14,7.666563e+14,6.571340e+14,2.2857,1.188317e+15,1.309134e+15,1.249048e+15,1.352878e+15,2880.0000,3.598,3,0.3456,,coarse,B,1.9761,4.8330,3.0525,False,512,484,0.945419,0.986355,False,239.789061,CS(5-4),-5146.9394,-6299.660,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xcc3ae3_Xcea0,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.04324,10.21643,2.955861e+14,5.911722e+14,7.882296e+14,6.756254e+14,2.2857,1.221756e+15,1.345973e+15,1.284195e+15,1.390947e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.1185,4.6274,3.2673,False,512,490,0.959064,0.951267,False,239.929686,CS(5-4),-5006.3144,-6127.541,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc99ad7_Xe20,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,3.18633,15.93591,4.610643e+14,9.221286e+14,1.229505e+15,1.053861e+15,2.2857,1.905732e+15,2.099489e+15,2.003127e+15,2.169642e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.9714,4.4002,3.1979,False,512,159,0.311891,0.348928,False,240.632811,CS(5-4),-4303.1894,-5266.942,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc9831a_Xe79,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.86003,9.30271,2.691499e+14,5.382998e+14,7.177331e+14,6.151998e+14,2.2857,1.112486e+15,1.225593e+15,1.169341e+15,1.266545e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.1374,4.4861,3.8181,False,512,106,0.208577,0.226121,False,239.960936,CS(5-4),-4975.0644,-6089.292,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1c06f_Xf04b,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,2.05615,10.28498,2.975693e+14,5.951386e+14,7.935182e+14,6.801584e+14,2.2857,1.229953e+15,1.355003e+15,1.292811e+15,1.400279e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.7032,4.2519,4.0970,False,512,267,0.522417,0.469786,False,239.804686,CS(5-4),-5131.3144,-6280.536,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1c06f_Xf769,3.9339,239.085936,240.914061,15625000.0000,1828125000.0,2963.52,,1.94217,9.71484,2.810737e+14,5.621474e+14,7.495299e+14,6.424542e+14,2.2857,1.161771e+15,1.279889e+15,1.221145e+15,1.322655e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.7328,4.6416,3.7509,False,512,19,0.038986,0.072125,False,240.132811,CS(5-4),-4803.1894,-5878.923,star,26.195,3.667,20.432,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xcc3ae3_X12e7,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.89717,9.48606,2.744546e+14,5.489091e+14,7.318788e+14,6.273247e+14,2.2857,1.134412e+15,1.249748e+15,1.192388e+15,1.291508e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.3827,4.5614,3.6159,False,512,435,0.849903,0.916179,False,241.976561,CS(5-4),-2959.4394,-3622.243,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X164e,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.44947,12.25089,3.544478e+14,7.088956e+14,9.451941e+14,8.101663e+14,2.2857,1.465051e+15,1.614003e+15,1.539924e+15,1.667934e+15,2904.0000,3.598,4,0.5508,,coarse,B,3.0511,4.5782,3.8164,False,512,118,0.231969,0.155945,False,242.695311,CS(5-4),-2240.6894,-2742.520,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X1d7a,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.93021,9.65387,2.793099e+14,5.586197e+14,7.448263e+14,6.384225e+14,2.2857,1.154481e+15,1.271857e+15,1.213482e+15,1.314355e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.4862,4.5370,2.9844,False,512,377,0.736842,0.723197,False,242.273436,CS(5-4),-2662.5644,-3258.879,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc92fe3_X255d,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,2.25219,11.26440,3.259062e+14,6.518125e+14,8.690833e+14,7.449286e+14,2.2857,1.347079e+15,1.484037e+15,1.415923e+15,1.533625e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.8936,4.1037,3.6189,False,512,173,0.339181,0.311891,False,241.554686,CS(5-4),-3381.3144,-4138.602,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc96463_X281c,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.98705,9.93815,2.875348e+14,5.750695e+14,7.667593e+14,6.572223e+14,2.2857,1.188477e+15,1.309310e+15,1.249215e+15,1.353059e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.5659,4.6835,3.5439,False,512,341,0.666667,0.736842,False,241.726561,CS(5-4),-3209.4394,-3928.233,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xc99ad7_X2cc,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,756.00,,6.73311,33.67473,9.742913e+14,1.948583e+15,2.598110e+15,2.226952e+15,2.2857,4.027071e+15,4.436505e+15,4.232879e+15,4.584747e+15,2904.0000,3.598,2,0.1405,,coarse,B,2.8289,4.0992,3.4283,False,512,117,0.230019,0.228070,False,242.257811,CS(5-4),-2678.1894,-3278.003,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd29c1f_X445c,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.45075,7.25715,2.099669e+14,4.199338e+14,5.599118e+14,4.799244e+14,2.2857,8.678633e+14,9.560993e+14,9.122164e+14,9.880465e+14,2904.0000,3.598,4,0.5508,,coarse,B,3.1194,4.3839,3.8089,False,512,110,0.216374,0.251462,False,242.382811,CS(5-4),-2553.1894,-3125.008,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd1f23d_X53b2,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.56865,7.84660,2.270210e+14,4.540421e+14,6.053895e+14,5.189052e+14,2.2857,9.383537e+14,1.033757e+15,9.863093e+14,1.068299e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.7990,4.1412,4.5546,False,512,218,0.426901,0.452242,False,242.023436,CS(5-4),-2912.5644,-3564.869,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD 33793,6,A002_Xd12f5c_X5deb,3.9339,241.085936,242.914061,15625000.0000,1828125000.0,2963.52,,1.44112,7.20824,2.085518e+14,4.171036e+14,5.561382e+14,4.766899e+14,2.2857,8.620142e+14,9.496556e+14,9.060684e+14,9.813874e+14,2904.0000,3.598,4,0.5508,,coarse,B,2.6202,4.6863,4.3984,False,512,303,0.592593,0.695906,False,242.664061,CS(5-4),-2271.9394,-2780.768,star,25.978,3.637,20.263,512,20260825,False,False,
