rank,name,ra,dec,dist_pc,pmra,pmdec,alma_bands,gmag,teff,is_exo_host,n_planets,source,status,orig_rank,gaia_source_id
114,UPM J2005-2218,301.3968679556646,-22.304962207672475,19.765868224221112,55.45930249435985,-97.49283158278851,7,12.57409381866455,3032.221923828125,,,new20pc,needs_redo,90,
115,LP  411-18,43.358915254728714,17.407883277761023,19.80416795286967,14.632167578368765,-252.4286851275876,6,11.51113510131836,,,,new20pc,needs_redo,91,
116,SCR J1247-0525,191.8091816918435,-5.417862397108706,19.820172417222867,-485.3842454794939,563.0472221571267,7,13.226862907409668,3078.437744140625,,,new20pc,needs_redo,92,
117,RX J0711.2-2117B,107.8206438648504,-21.29894639796273,19.841907896511668,-124.80337488452885,-67.88209201434987,8,13.355201721191406,,,,new20pc,needs_redo,93,
118,RX J0711.2-2117A,107.82001459728738,-21.298800904869406,19.860667164501383,-103.59975202580827,-64.19455204020532,8,13.197112083435059,,,,new20pc,needs_redo,94,
119,LP  410-38,37.604715066449785,16.805130281118615,19.875395171384064,210.57540274672473,-421.13746730188967,6,15.384780883789062,,,,new20pc,needs_redo,95,
120,LP  638-50,327.8635523883638,-1.4538921085791252,19.985415270989908,213.42468947925627,18.485081759202735,4,14.842791557312012,,,,new20pc,needs_redo,96,
121,PM J03433+1958,55.84669517197853,19.971163897614996,20.756656348019504,75.52925494088046,161.81394929017478,6,15.617215156555176,,,,new40pc,needs_redo,121,63126196662620416
122,V star TX PsA,341.25120712754585,-33.257784893413394,20.834996076326,176.82148538319268,-120.87940157960739,7,11.82364559173584,,,,new40pc,needs_redo,122,6603693808817829760
123,V star WW PsA,341.24246814684966,-33.251032101917744,20.86731108424069,179.9451085900137,-123.18825355296836,7,10.744967460632324,,,,new40pc,needs_redo,123,6603693881832177792
124,j1256-1257,194.00764786266586,-12.956935593723335,21.153581147174854,-272.4615398226702,-190.23873707184504,7,15.11142635345459,,,,new40pc,needs_redo,124,3526198184723289472
125,hd92945,160.86670251334388,-29.064508603284192,21.50854666682674,-215.48354092175197,-49.892190985041225,7,7.485660552978516,5123.2001953125,,,new40pc,needs_redo,125,5455707157211784832
126,WD2039-202,310.6464920929421,-20.077075762089112,21.770851821218116,357.7992312254921,-96.27613537295704,6,12.377910614013672,,,,new40pc,needs_redo,126,6857939315643803776
