star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,eirp_eff_total_W,c_response_smear,eirp_p90_W,eirp_p90_lo_W,eirp_p90_hi_W,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,star_snr_regionmax,stage1_flag_regionmax,n_ctrl,n_ctrl_ge_star,p_rank_addone,p_rank_local,stage1_flag_local,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
BD05 1668,BD05 1668,6,A002_Xc96f17_X2a84,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,1.54720,7.73633,2.073197e+14,4.146393e+14,5.528524e+14,4.738735e+14,2.2857,5.823379e+14,2.817764e+14,7.889739e+14,2712.0000,3.598,4,0.5144,,coarse,B,2.9667,4.5620,3.2559,False,512,149,0.292398,0.368421,False,,13CO(2-1),4858.8144,6609.086,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcbc47c_X2d9,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,1.46095,7.30606,1.957894e+14,3.915788e+14,5.221051e+14,4.475186e+14,2.2857,5.499507e+14,2.661052e+14,7.450945e+14,2712.0000,3.598,4,0.5144,,coarse,B,3.3185,4.7495,3.4271,False,512,83,0.163743,0.272904,False,,CO(2-1),-5061.4356,-6581.909,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc96463_X30ea,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,1.69974,8.49908,2.277601e+14,4.555202e+14,6.073603e+14,5.205946e+14,2.2857,6.397529e+14,3.095578e+14,8.667620e+14,2712.0000,3.598,4,0.5144,,coarse,B,2.8074,5.3463,2.8989,False,512,258,0.504873,0.387914,False,,CO(2-1),-3795.8106,-4936.086,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcb8a93_X395,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,1.96483,9.82590,2.633165e+14,5.266331e+14,7.021775e+14,6.018664e+14,2.2857,7.396269e+14,3.578840e+14,1.002075e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.5792,4.7303,3.5311,False,512,343,0.670565,0.582846,False,,13CO(2-1),4936.9394,6715.354,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc92fe3_X4af1,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,4.84994,24.25089,6.498803e+14,1.299761e+15,1.733014e+15,1.485441e+15,2.2857,1.825442e+15,8.832782e+14,2.473179e+15,2712.0000,3.598,4,0.5144,,coarse,B,3.0883,4.7868,3.5303,False,512,177,0.346979,0.580897,False,,CO(2-1),-4217.6856,-5484.694,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7a409_X5de8,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,1421.28,,3.01425,15.07384,4.039517e+14,8.079035e+14,1.077205e+15,9.233183e+14,2.2857,1.134656e+15,5.490269e+14,1.537275e+15,2712.0000,3.598,3,0.2467,,coarse,B,2.8495,4.3364,3.2658,False,512,225,0.440546,0.302144,False,,CO(2-1),-4827.0606,-6277.127,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc77d4f_X6247,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,1421.28,,3.24632,16.23469,4.350607e+14,8.701214e+14,1.160162e+15,9.944244e+14,2.2857,1.222037e+15,5.913083e+14,1.655663e+15,2712.0000,3.598,3,0.2467,,coarse,B,2.3524,4.8526,3.7624,False,512,403,0.787524,0.756335,False,,CO(2-1),-4311.4356,-5606.607,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7e4e4_X683a,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,1421.28,,3.99915,19.99857,5.359257e+14,1.071851e+15,1.429135e+15,1.224973e+15,2.2857,1.505356e+15,7.283980e+14,2.039514e+15,2712.0000,3.598,3,0.2467,,coarse,B,2.4121,4.2778,3.1484,False,512,393,0.768031,0.688109,False,,CO(2-1),-3748.9356,-4875.130,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc92012_X6a6f,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,1.99703,9.98566,2.675978e+14,5.351956e+14,7.135941e+14,6.116521e+14,2.2857,7.516525e+14,3.637028e+14,1.018368e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.3685,4.6140,3.7733,False,512,433,0.846004,0.902534,False,,13CO(2-1),4843.1894,6587.832,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcb8a93_X7bee,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,1.68417,8.42239,2.257049e+14,4.514097e+14,6.018796e+14,5.158968e+14,2.2857,6.339799e+14,3.067645e+14,8.589405e+14,2712.0000,3.598,4,0.5144,,coarse,B,1.8555,4.3212,2.5131,False,512,512,1.000000,0.990253,False,,CO(2-1),-4405.1856,-5728.519,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc9831a_Xa0b7,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,1.41200,7.06033,1.892041e+14,3.784082e+14,5.045443e+14,4.324665e+14,2.2857,5.314533e+14,2.571548e+14,7.200335e+14,2712.0000,3.598,4,0.5144,,coarse,B,3.3091,4.2110,3.9292,False,512,49,0.097466,0.044834,False,,CO(2-1),-4686.4356,-6094.258,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc92fe3_Xaa2f,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,2.15437,10.77236,2.886800e+14,5.773601e+14,7.698134e+14,6.598401e+14,2.2857,8.108702e+14,3.923565e+14,1.098598e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.2911,4.0078,2.8966,False,512,475,0.927875,0.871345,False,,CO(2-1),-3936.4356,-5118.955,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc8ed16_Xafd5,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,1421.28,,3.67696,18.38585,4.927078e+14,9.854156e+14,1.313887e+15,1.126189e+15,2.2857,1.383961e+15,6.696587e+14,1.875044e+15,2712.0000,3.598,3,0.2467,,coarse,B,2.0928,4.6511,2.9257,False,512,473,0.923977,0.906433,False,,CO(2-1),-4811.4356,-6256.808,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc94c38_Xb5c5,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,2.06053,10.30312,2.761051e+14,5.522102e+14,7.362803e+14,6.310974e+14,2.2857,7.755486e+14,3.752654e+14,1.050743e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.4419,4.8723,3.6207,False,512,416,0.812865,0.818713,False,,CO(2-1),-4733.3106,-6155.214,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc94c38_Xc003,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,2.18057,10.90333,2.921898e+14,5.843795e+14,7.791727e+14,6.678623e+14,2.2857,8.207286e+14,3.971267e+14,1.111955e+15,2712.0000,3.598,4,0.5144,,coarse,B,3.5822,4.2867,3.9678,False,512,21,0.042885,0.019493,False,,CO(2-1),-4717.6856,-6134.896,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc8592e_Xd319,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,2.91711,14.58691,3.909030e+14,7.818061e+14,1.042408e+15,8.934927e+14,2.2857,1.098003e+15,5.312919e+14,1.487617e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.4945,4.2804,3.2606,False,512,355,0.693957,0.699805,False,,CO(2-1),-3764.5606,-4895.448,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xca464b_Xebf,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,2963.52,,2.54153,12.70943,3.405901e+14,6.811801e+14,9.082401e+14,7.784916e+14,2.2857,9.566796e+14,4.629095e+14,1.296147e+15,2712.0000,3.598,4,0.5144,,coarse,B,2.7018,4.2573,3.5536,False,512,276,0.539961,0.649123,False,,CO(2-1),-4045.8106,-5261.187,star,27.817,3.894,21.698,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc74b5b_X7c16,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,1410,2.20563,11.03080,2.956056e+14,5.912112e+14,7.882817e+14,6.756700e+14,2.2857,8.303234e+14,4.017694e+14,1.124954e+15,2880.0000,3.598,3,0.262,1.0000,coarse,B,3.1870,4.3299,4.2468,False,512,66,0.130604,0.206628,False,240.179686,CS(5-4),-4756.3144,-5821.550,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc9831a_X13c7,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,1.45708,7.28576,1.952454e+14,3.904907e+14,5.206543e+14,4.462751e+14,2.2857,5.484226e+14,2.653658e+14,7.430241e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.5923,4.5496,3.8427,False,512,327,0.639376,0.539961,False,,CS(5-4),-4068.8144,-4980.076,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc99ad7_X1619,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,3.57882,17.89498,4.795534e+14,9.591069e+14,1.278809e+15,1.096122e+15,2.2857,1.347012e+15,6.517802e+14,1.824984e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.8821,4.4640,3.4238,False,512,205,0.401559,0.596491,False,,CS(5-4),-5271.9394,-6452.656,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc94c38_X1923,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,1.95073,9.75415,2.613937e+14,5.227873e+14,6.970498e+14,5.974712e+14,2.2857,7.342257e+14,3.552705e+14,9.947575e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.2440,4.2889,2.9874,False,512,477,0.931774,0.922027,False,,CS(5-4),-4881.3144,-5974.545,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc805c1_X1ab2,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,,3.03283,15.16643,4.064331e+14,8.128662e+14,1.083822e+15,9.289900e+14,2.2857,1.141625e+15,5.523994e+14,1.546718e+15,2880.0000,3.598,3,0.262,,coarse,B,2.3445,3.7968,2.6831,False,512,378,0.738791,0.701754,False,,CS(5-4),-4959.4394,-6070.167,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc83b78_X256c,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,2.09360,10.46929,2.805583e+14,5.611165e+14,7.481554e+14,6.412760e+14,2.2857,7.880570e+14,3.813179e+14,1.067690e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.4316,4.5477,3.2807,False,512,372,0.727096,0.717349,False,,CS(5-4),-5584.4394,-6835.144,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7b4ea_X2729,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,,3.61829,18.09489,4.849106e+14,9.698211e+14,1.293095e+15,1.108367e+15,2.2857,1.362060e+15,6.590612e+14,1.845371e+15,2880.0000,3.598,3,0.262,,coarse,B,2.9563,4.4653,3.1985,False,512,177,0.346979,0.317739,False,,CS(5-4),-4334.4394,-5305.191,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7fa6f_X28a8,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,,5.36608,26.83452,7.191169e+14,1.438234e+15,1.917645e+15,1.643696e+15,2.2857,2.019919e+15,9.773803e+14,2.736665e+15,2880.0000,3.598,3,0.262,,coarse,B,20.9484,21.4188,21.3603,False,512,2,0.005848,0.009747,False,,CS(5-4),-4834.4394,-5917.172,star,26.195,3.667,20.432,512,20260825,True,False,
BD05 1668,BD05 1668,6,A002_Xc96f17_X2a84,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,1.70788,8.53985,2.288528e+14,4.577055e+14,6.102741e+14,5.230921e+14,2.2857,6.428220e+14,3.110429e+14,8.709201e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.9280,4.3919,3.4605,False,512,145,0.284600,0.276803,False,,CS(5-4),-5725.0644,-7007.264,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcbc47c_X2d9,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,1.60918,8.04757,2.156604e+14,4.313207e+14,5.750943e+14,4.929380e+14,2.2857,6.057660e+14,2.931126e+14,8.207152e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.4644,5.0218,3.2852,False,512,393,0.768031,0.775828,False,,CS(5-4),-5725.0644,-7007.264,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc96463_X30ea,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,1.87450,9.37297,2.511788e+14,5.023576e+14,6.698102e+14,5.741230e+14,2.2857,7.055334e+14,3.413871e+14,9.558839e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.2797,4.6700,3.1597,False,512,461,0.900585,0.875244,False,,CS(5-4),-5178.1894,-6337.909,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcb8a93_X395,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,2.17709,10.88765,2.917694e+14,5.835389e+14,7.780519e+14,6.669016e+14,2.2857,8.195480e+14,3.965555e+14,1.110355e+15,2880.0000,3.598,4,0.5462,,coarse,B,3.1723,3.8149,3.7834,False,512,82,0.161793,0.105263,False,,CS(5-4),-4771.9394,-5840.674,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc92fe3_X4af1,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,5.35532,26.77806,7.176041e+14,1.435208e+15,1.913611e+15,1.640238e+15,2.2857,2.015670e+15,9.753242e+14,2.730908e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.7740,4.1894,2.9658,False,512,229,0.448343,0.426901,False,,CS(5-4),-4803.1894,-5878.923,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7a409_X5de8,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,,3.26579,16.33213,4.376718e+14,8.753435e+14,1.167125e+15,1.000393e+15,2.2857,1.229371e+15,5.948571e+14,1.665600e+15,2880.0000,3.598,3,0.262,,coarse,B,3.2705,4.0473,3.5436,False,512,64,0.126706,0.060429,False,,CS(5-4),-5646.9394,-6911.642,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc77d4f_X6247,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,,3.57245,17.86609,4.787793e+14,9.575585e+14,1.276745e+15,1.094353e+15,2.2857,1.344838e+15,6.507279e+14,1.822038e+15,2880.0000,3.598,3,0.262,,coarse,B,2.7768,4.2310,3.8849,False,512,170,0.333333,0.360624,False,,CS(5-4),-5631.3144,-6892.517,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7e4e4_X683a,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,,4.36951,21.85099,5.855674e+14,1.171135e+15,1.561513e+15,1.338440e+15,2.2857,1.644794e+15,7.958680e+14,2.228430e+15,2880.0000,3.598,3,0.262,,coarse,B,2.8270,4.5795,3.1090,False,512,174,0.341131,0.249513,False,,CS(5-4),-4850.0644,-5936.297,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc92012_X6a6f,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,2.18970,10.94909,2.934159e+14,5.868318e+14,7.824424e+14,6.706649e+14,2.2857,8.241726e+14,3.987932e+14,1.116621e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.7240,4.7987,2.8880,False,512,296,0.578947,0.651072,False,,CS(5-4),-4959.4394,-6070.167,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcb8a93_X7bee,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,1.85699,9.28682,2.488701e+14,4.977403e+14,6.636537e+14,5.688460e+14,2.2857,6.990486e+14,3.382493e+14,9.470981e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.9116,4.4910,3.2774,False,512,183,0.358674,0.307992,False,,CS(5-4),-4318.8144,-5286.067,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc9831a_Xa0b7,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,1.53989,7.69984,2.063419e+14,4.126838e+14,5.502450e+14,4.716386e+14,2.2857,5.795914e+14,2.804475e+14,7.852529e+14,2880.0000,3.598,4,0.5462,,coarse,B,2.5464,4.8303,3.3750,False,512,352,0.688109,0.754386,False,,CS(5-4),-4115.6894,-5037.449,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc92fe3_Xaa2f,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,2.33990,11.70013,3.135425e+14,6.270850e+14,8.361133e+14,7.166686e+14,2.2857,8.807060e+14,4.261481e+14,1.193215e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.6988,5.4781,3.2792,False,512,277,0.541910,0.584795,False,,CS(5-4),-4084.4394,-4999.200,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc8ed16_Xafd5,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,,4.06953,20.34894,5.453152e+14,1.090630e+15,1.454174e+15,1.246435e+15,2.2857,1.531730e+15,7.411595e+14,2.075247e+15,2880.0000,3.598,3,0.262,,coarse,B,2.7529,4.0266,3.2568,False,512,202,0.395712,0.382066,False,,CS(5-4),-5693.8144,-6969.015,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc94c38_Xb5c5,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,2.25154,11.25831,3.017025e+14,6.034050e+14,8.045400e+14,6.896057e+14,2.2857,8.474488e+14,4.100558e+14,1.148156e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.9698,4.3783,3.5998,False,512,209,0.409357,0.192982,False,,CS(5-4),-5240.6894,-6414.407,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc94c38_Xc003,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,2.38809,11.94107,3.199992e+14,6.399984e+14,8.533312e+14,7.314268e+14,2.2857,8.988422e+14,4.349237e+14,1.217786e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.7267,4.2027,3.4114,False,512,267,0.522417,0.352827,False,,CS(5-4),-4537.5644,-5553.808,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc8592e_Xd319,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,3.20920,16.04771,4.300498e+14,8.600996e+14,1.146799e+15,9.829710e+14,2.2857,1.207962e+15,5.844978e+14,1.636594e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.4390,4.3763,3.4681,False,512,407,0.795322,0.836257,False,,CS(5-4),-4256.3144,-5209.569,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xca464b_Xebf,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,2963.52,,2.77989,13.90168,3.725400e+14,7.450800e+14,9.934400e+14,8.515200e+14,2.2857,1.046423e+15,5.063339e+14,1.417735e+15,2880.0000,3.598,4,0.5462,,coarse,B,2.7089,4.5777,2.9745,False,512,280,0.547758,0.389864,False,,CS(5-4),-5662.5644,-6930.766,star,26.195,3.667,20.432,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc74b5b_X7c16,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,1421.28,1410,2.32306,11.61814,3.113453e+14,6.226906e+14,8.302541e+14,7.116464e+14,2.2857,8.745344e+14,4.231618e+14,1.184853e+15,2904.0000,3.598,3,0.2642,1.0000,coarse,B,2.2249,4.3779,2.9747,False,512,421,0.822612,0.900585,False,242.335936,CS(5-4),-2600.0644,-3182.381,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc9831a_X13c7,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,1.54820,7.74139,2.074553e+14,4.149105e+14,5.532140e+14,4.741834e+14,2.2857,5.827188e+14,2.819607e+14,7.894899e+14,2904.0000,3.598,4,0.5508,,coarse,B,2.5262,4.6825,2.9720,False,512,358,0.699805,0.803119,False,,CS(5-4),-2115.6894,-2589.524,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc94c38_X1923,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,2.05187,10.25992,2.749475e+14,5.498949e+14,7.331932e+14,6.284513e+14,2.2857,7.722969e+14,3.736920e+14,1.046338e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.2930,4.5223,4.3806,False,512,469,0.916179,0.890838,False,,CS(5-4),-2537.5644,-3105.883,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc805c1_X1ab2,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,1421.28,,3.22814,16.14315,4.326074e+14,8.652149e+14,1.153620e+15,9.888170e+14,2.2857,1.215146e+15,5.879740e+14,1.646327e+15,2904.0000,3.598,3,0.2642,,coarse,B,3.0566,4.8165,3.8148,False,512,104,0.204678,0.097466,False,,CS(5-4),-2428.1894,-2972.013,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc83b78_X256c,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,2.20762,11.03947,2.958381e+14,5.916762e+14,7.889017e+14,6.762014e+14,2.2857,8.309764e+14,4.020854e+14,1.125839e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.9756,4.4294,3.3958,False,512,155,0.304094,0.276803,False,,CS(5-4),-3600.0644,-4406.344,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7b4ea_X2729,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,1421.28,,3.87317,19.36956,5.190695e+14,1.038139e+15,1.384185e+15,1.186444e+15,2.2857,1.458008e+15,7.054879e+14,1.975366e+15,2904.0000,3.598,3,0.2642,,coarse,B,3.5815,4.0680,3.7209,False,512,16,0.033138,0.050682,False,,CS(5-4),-3396.9394,-4157.726,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7fa6f_X28a8,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,1421.28,,4.82934,24.15050,6.471900e+14,1.294380e+15,1.725840e+15,1.479291e+15,2.2857,1.817885e+15,8.796216e+14,2.462941e+15,2904.0000,3.598,3,0.2642,,coarse,B,7.8250,17.5760,11.2240,False,512,505,0.986355,0.970760,False,,CS(5-4),-2740.6894,-3354.501,star,25.978,3.637,20.263,512,20260825,True,False,
BD05 1668,BD05 1668,6,A002_Xc96f17_X2a84,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,1.79938,8.99737,2.411135e+14,4.822269e+14,6.429692e+14,5.511165e+14,2.2857,6.772609e+14,3.277069e+14,9.175793e+14,2904.0000,3.598,4,0.5508,,coarse,B,2.4557,4.3631,3.1991,False,512,414,0.808967,0.953216,False,,CS(5-4),-2209.4394,-2704.271,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcbc47c_X2d9,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,1.71218,8.56270,2.294651e+14,4.589302e+14,6.119069e+14,5.244917e+14,2.2857,6.445420e+14,3.118751e+14,8.732504e+14,2904.0000,3.598,4,0.5508,,coarse,B,4.3726,4.3893,4.6314,False,512,1,0.003899,0.013645,False,,CS(5-4),-3615.6894,-4425.468,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc96463_X30ea,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,1.98331,9.91704,2.657590e+14,5.315179e+14,7.086906e+14,6.074491e+14,2.2857,7.464874e+14,3.612036e+14,1.011370e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.4818,4.5517,3.5728,False,512,364,0.711501,0.676413,False,,CS(5-4),-2615.6894,-3201.506,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xcb8a93_X395,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,2.29511,11.47788,3.075866e+14,6.151733e+14,8.202311e+14,7.030552e+14,2.2857,8.639767e+14,4.180533e+14,1.170549e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.3305,4.2544,3.0012,False,512,403,0.787524,0.738791,False,,CS(5-4),-3693.8144,-4521.090,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc92fe3_X4af1,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,2963.52,,5.62972,28.15013,7.543730e+14,1.508746e+15,2.011661e+15,1.724281e+15,2.2857,2.118950e+15,1.025298e+15,2.870836e+15,2904.0000,3.598,4,0.5508,,coarse,B,2.4726,4.0577,2.9588,False,512,366,0.715400,0.863548,False,,CS(5-4),-3428.1894,-4195.975,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc7a409_X5de8,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,1421.28,,3.50650,17.53598,4.699328e+14,9.398655e+14,1.253154e+15,1.074132e+15,2.2857,1.319989e+15,6.387043e+14,1.788372e+15,2904.0000,3.598,3,0.2642,,coarse,B,3.1963,4.6397,4.0389,False,512,61,0.120858,0.076023,False,,CS(5-4),-2443.8144,-2991.137,star,25.978,3.637,20.263,512,20260825,False,False,
BD05 1668,BD05 1668,6,A002_Xc77d4f_X6247,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,1421.28,,3.79992,19.00376,5.092667e+14,1.018533e+15,1.358044e+15,1.164038e+15,2.2857,1.430473e+15,6.921646e+14,1.938061e+15,2904.0000,3.598,3,0.2642,,coarse,B,3.0620,4.2432,3.2268,False,512,104,0.204678,0.097466,False,,CS(5-4),-3053.1894,-3736.989,star,25.978,3.637,20.263,512,20260825,False,False,
