star_name,system,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_ant,rms_mJy,smin_mJy,eirp_5sigma_W,drift_max_Hz_s,n_drift_trials,resolution_class,star_snr,ctrl_max_snr,n_ctrl,n_ctrl_ge_star,p_rank_addone,nearest_line,line_offset_MHz,line_offset_kms,hit,spatially_significant,qa_status,disposition
alf CMa B,alf CMa B,5,A002_Xd0fb35_X90dc,2.6703,195.127387,196.861762,15625000.0000,1750000000.0,344.74,,0.522396,3.03135,4.040985e+13,2351.9349,2,coarse,2.6385,4.8985,512,203,0.397661,SiO(5-4),-20790.1125,-31800.47,False,False,searched,
alf CMa B,alf CMa B,5,A002_Xd0fb35_X90dc,2.6703,197.064887,198.799262,15625000.0000,1750000000.0,344.74,,0.436914,2.54283,3.389759e+13,2375.1849,2,coarse,2.3776,4.6779,512,328,0.641326,SiO(5-4),-19461.9875,-29477.57,False,False,searched,
alf CMa B,alf CMa B,5,A002_Xd0fb35_X90dc,2.6703,207.127387,208.861762,15625000.0000,1750000000.0,344.74,,0.598105,3.53651,4.714396e+13,2495.9349,2,coarse,2.1739,4.1682,512,392,0.766082,SiO(5-4),-9383.8625,-13525.41,False,False,searched,
alf CMa B,alf CMa B,5,A002_Xd0fb35_X90dc,2.6703,209.127387,210.861762,15625000.0000,1750000000.0,344.74,,0.622413,3.69218,4.921921e+13,2519.9349,2,coarse,2.4442,4.1328,512,312,0.610136,SiO(5-4),-7727.6125,-11032.09,False,False,searched,
G 272-61B,G 272-61A,3,A002_X877e41_X14c1,2.6749,89.627387,91.361762,15625000.0000,1750000000.0,1862.78,,0.247351,1.23675,1.654371e+13,1085.9349,2,coarse,2.5740,4.1294,512,257,0.502924,,,,False,False,duplicate_row,
G 272-61B,G 272-61A,3,A002_X877e41_X14c1,2.6749,89.627387,91.361762,15625000.0000,1750000000.0,1862.78,,0.247351,1.2381,1.656166e+13,1085.9349,2,coarse,2.5740,4.1294,512,257,0.502924,HCO+(1-0),2125.8875,7042.69,False,False,searched,
G 272-61B,G 272-61A,3,A002_X877e41_X14c1,2.6749,91.564887,93.299262,15625000.0000,1750000000.0,1862.78,,0.241326,1.20799,1.615899e+13,1109.1849,2,coarse,1.9855,4.6370,512,467,0.912281,HCO+(1-0),3141.5125,10189.12,False,False,searched,
G 272-61B,G 272-61A,3,A002_X877e41_X14c1,2.6749,101.627387,103.361762,15625000.0000,1750000000.0,1862.78,,0.244993,1.22667,1.640883e+13,1229.9349,2,coarse,2.4393,4.4884,512,290,0.567251,CN(1-0),-11519.8625,-33695.13,False,False,searched,
G 272-61B,G 272-61A,3,A002_X877e41_X14c1,2.6749,103.627387,105.361762,15625000.0000,1750000000.0,1862.78,,0.245624,1.2299,1.645197e+13,1253.9349,2,coarse,2.1410,4.2487,512,436,0.851852,CN(1-0),-8582.3625,-24622.59,False,False,searched,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,89.627387,91.361762,15625000.0000,1750000000.0,1862.78,,0.24752,1.2376,1.711181e+13,1085.9349,2,coarse,2.0372,4.3507,512,444,0.867446,,,,False,False,duplicate_row,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,89.627387,91.361762,15625000.0000,1750000000.0,1862.78,,0.24752,1.24035,1.714988e+13,1085.9349,2,coarse,2.0372,4.3507,512,444,0.867446,HCO+(1-0),1907.1375,6318.01,False,False,searched,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,91.564887,93.299262,15625000.0000,1750000000.0,1862.78,,0.24119,1.20875,1.671287e+13,1109.1849,2,coarse,2.3590,4.3108,512,310,0.606238,HCO+(1-0),2516.5125,8162.01,False,False,searched,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,101.627387,103.361762,15625000.0000,1750000000.0,1862.78,,0.244697,1.22698,1.696495e+13,1229.9349,2,coarse,2.8265,4.2550,512,128,0.251462,CN(1-0),-11285.4875,-33009.59,False,False,searched,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,103.627387,105.361762,15625000.0000,1750000000.0,1862.78,,0.245672,1.232,1.703442e+13,1253.9349,2,coarse,2.9143,4.4725,512,107,0.210526,CN(1-0),-8144.8625,-23367.42,False,False,searched,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.45148,7.2574,1.201614e+14,2688.0000,4,coarse,2.5030,4.4283,512,373,0.729045,,,,False,False,duplicate_row,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.45148,7.26012,1.202064e+14,2688.0000,4,coarse,2.5030,4.4283,512,373,0.729045,13CO(2-1),3593.1894,4808.98,False,False,searched,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.35364,6.77078,1.121044e+14,2712.0000,4,coarse,2.5636,4.1216,512,354,0.692008,CO(2-1),-4264.5606,-5657.00,False,False,searched,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.49084,7.45741,1.234729e+14,2880.0000,4,coarse,3.4726,3.8832,512,30,0.060429,CS(5-4),-4600.0644,-5746.10,False,False,searched,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.56849,7.8459,1.299051e+14,2904.0000,4,coarse,3.1119,4.7486,512,181,0.354776,CS(5-4),-2162.5644,-2679.01,False,False,searched,
eps Eri,eps Eri,6,A002_X99c183_X4f1e,3.2198,215.103264,216.837639,15625000.0000,1750000000.0,2570.40,,0.618892,8.9201,1.728865e+14,2591.6454,4,coarse,1.9803,4.2539,512,505,0.986355,SiO(5-4),-720.4862,-1000.12,False,False,withheld_primary_beam,
eps Eri,eps Eri,6,A002_X99c183_X4f1e,3.2198,217.352956,219.087331,15625000.0000,1750000000.0,2570.40,,0.611643,9.01325,1.746920e+14,2618.6417,4,coarse,2.5337,4.7153,512,356,0.695906,C18O(2-1),-488.2940,-670.82,False,False,withheld_primary_beam,
eps Eri,eps Eri,6,A002_X99c183_X4f1e,3.2198,229.652822,231.377920,488281.2500,1725585937.5,2570.40,,4.03079,67.3225,4.077573e+13,2766.1844,74,fine,4.3898,5.7894,512,326,0.637427,CO(2-1),450.2712,585.59,False,False,withheld_primary_beam,
eps Eri,eps Eri,6,A002_X99c183_X4f1e,3.2198,232.100938,233.835313,15625000.0000,1750000000.0,2570.40,,0.714525,12.246,2.373476e+14,2795.6175,4,coarse,2.6871,4.1906,512,277,0.541910,CO(2-1),2156.6882,2775.31,False,False,withheld_primary_beam,
tau Cet,tau Cet,6,A002_Xb9cc97_X150a,3.6522,229.633788,231.474121,488281.2500,1840820312.5,2963.52,,9.73114,48.6557,3.791550e+13,2766.6475,86,fine,4.9435,5.7541,512,73,0.144250,,,,False,False,searched,
tau Cet,tau Cet,6,A002_Xb9cc97_X150a,3.6522,229.633788,231.474121,488281.2500,1840820312.5,1391.04,,14.0114,70.0569,5.459265e+13,2766.6475,40,fine,4.0003,5.9316,512,476,0.929825,,,,False,False,duplicate_row,
BD05  1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,223.132814,224.867189,15625000.0000,1750000000.0,1421.28,,2.11296,10.567,2.831772e+14,2688.0000,3,coarse,2.2655,4.2559,512,435,0.849903,13CO(2-1),3936.9394,5269.04,False,False,searched,
BD05  1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,225.132814,226.867189,15625000.0000,1750000000.0,1421.28,,2.02497,10.127,2.713861e+14,2712.0000,3,coarse,3.0103,4.3572,512,97,0.191033,CO(2-1),-3952.0606,-5242.47,False,False,searched,
BD05  1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,239.132811,240.867186,15625000.0000,1750000000.0,1421.28,,2.20563,11.0308,2.956056e+14,2880.0000,3,coarse,3.1870,4.3299,512,66,0.130604,CS(5-4),-4756.3144,-5941.28,False,False,searched,
BD05  1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,241.132811,242.867186,15625000.0000,1750000000.0,1421.28,,2.32306,11.6181,3.113453e+14,2904.0000,3,coarse,2.2249,4.3779,512,421,0.822612,CS(5-4),-2600.0644,-3220.99,False,False,searched,
HD  33793,HD  33793,6,A002_Xc8b2b0_X9c35,3.9339,223.085939,224.914064,15625000.0000,1843750000.0,846.72,,3.88542,19.4271,5.620729e+14,2688.0000,2,coarse,2.2645,4.3756,512,350,0.684211,,,,False,False,searched,
Wolf   28,Wolf   28,6,A002_X9f2ff8_X25b0,4.3144,223.132812,224.867188,15625000.0000,1750000000.0,2903.04,,0.383435,1.91718,6.671769e+13,2688.0000,4,coarse,2.5897,4.5245,512,311,0.608187,,,,False,False,searched,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.41747,7.08733,2.744115e+14,2688.0000,4,coarse,2.9103,4.3969,512,195,0.382066,,,,False,False,duplicate_row,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.41747,7.08759,2.744214e+14,2688.0000,4,coarse,2.9103,4.3969,512,195,0.382066,13CO(2-1),3436.9394,4599.86,False,False,searched,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.31314,6.56596,2.542246e+14,2712.0000,4,coarse,3.8464,4.2542,512,10,0.021442,CO(2-1),-4030.1856,-5346.10,False,False,searched,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.46901,7.34535,2.844014e+14,2880.0000,4,coarse,2.6307,4.1891,512,342,0.668616,CS(5-4),-5693.8144,-7112.34,False,False,searched,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.53203,7.66045,2.966019e+14,2904.0000,4,coarse,2.3281,4.4201,512,469,0.916179,CS(5-4),-3303.1894,-4092.03,False,False,searched,
GL 3379  Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,212.045896,213.874021,15625000.0000,1843750000.0,2751.84,,2.45017,12.2523,6.212747e+14,2555.5195,4,coarse,3.2597,4.1701,512,81,0.159844,SiO(5-4),-4277.8542,-6022.11,False,False,searched,
GL 3379  Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,214.045520,215.873645,15625000.0000,1843750000.0,2751.84,,2.31099,11.5563,5.859844e+14,2579.5150,4,coarse,2.5741,4.3497,512,326,0.637427,SiO(5-4),-3043.8552,-4245.10,False,False,searched,
GL 3379  Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,227.043072,228.871197,15625000.0000,1843750000.0,2751.84,,2.25746,11.2887,5.724181e+14,2735.4856,4,coarse,2.5542,4.9170,512,377,0.736842,CO(2-1),-2135.5530,-2808.52,False,False,searched,
GL 3379  Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,229.036592,230.876925,488281.2500,1840820312.5,2751.84,,14.0813,70.4157,1.115801e+14,2759.4811,75,fine,4.7943,5.7070,512,99,0.194932,CO(2-1),-1128.8489,-1471.67,False,False,searched,
LSR J18353259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,89.627387,91.361762,15625000.0000,1750000000.0,2588.54,,0.169231,0.846989,5.123958e+13,1085.9349,2,coarse,2.0124,4.0986,512,465,0.908382,HCO+(1-0),2110.2625,6990.92,False,False,searched,
LSR J18353259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,91.564887,93.299262,15625000.0000,1750000000.0,2588.54,,0.175738,0.879592,5.321197e+13,1109.1849,2,coarse,2.8079,4.1248,512,136,0.267057,HCO+(1-0),3907.1375,12672.34,False,False,searched,
LSR J18353259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,101.627387,103.361762,15625000.0000,1750000000.0,2588.54,,0.177982,0.891036,5.390426e+13,1229.9349,2,coarse,1.8887,4.1581,512,490,0.957115,CN(1-0),-10754.2375,-31455.71,False,False,searched,
LSR J18353259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,103.627387,105.361762,15625000.0000,1750000000.0,2588.54,,0.184246,0.922444,5.580433e+13,1253.9349,2,coarse,2.3399,4.3493,512,330,0.645224,CN(1-0),-9301.1125,-26684.67,False,False,searched,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,212.080541,213.908666,15625000.0000,1843750000.0,1451.52,,2.30536,11.5269,8.426051e+14,2555.9352,3,coarse,2.0771,4.3570,512,476,0.929825,SiO(5-4),-3461.9591,-4872.75,False,False,searched,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,214.080490,215.908615,15625000.0000,1843750000.0,1451.52,,2.13939,10.697,7.819430e+14,2579.9346,3,coarse,2.2606,4.5815,512,450,0.879142,SiO(5-4),-1399.5098,-1951.50,False,False,searched,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,227.080122,228.908247,15625000.0000,1843750000.0,1451.52,,2.0715,10.3576,7.571291e+14,2735.9302,3,coarse,3.1661,4.7514,512,90,0.177388,CO(2-1),-2082.8784,-2738.80,False,False,searched,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,229.074003,230.914335,488281.2500,1840820312.5,1451.52,,13.0427,65.214,1.489712e+14,2759.9300,42,fine,4.5890,6.1485,512,143,0.280702,CO(2-1),-859.9934,-1120.98,False,False,searched,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.71109,8.55544,6.349206e+14,2688.0000,4,coarse,2.4456,4.3224,512,410,0.801170,,,,False,False,searched,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.71109,8.55544,6.349206e+14,2688.0000,4,coarse,2.4327,4.3524,512,425,0.830409,,,,False,False,duplicate_row,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.62054,8.10268,6.013204e+14,2712.0000,4,coarse,3.4852,4.1051,512,28,0.056530,,,,False,False,searched,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.78011,8.90053,6.605308e+14,2880.0000,4,coarse,3.5912,4.7695,512,50,0.099415,,,,False,False,searched,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.87936,9.39682,6.973619e+14,2904.0000,4,coarse,2.4510,4.4079,512,394,0.769981,,,,False,False,searched,
lp 876-10  Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,332.966462,334.700837,15625000.0000,1750000000.0,2788.13,,0.290337,1.45251,1.600137e+14,4006.0038,4,coarse,2.7089,4.6287,512,289,0.565302,CO(3-2),-11954.5385,-10735.53,False,False,searched,
lp 876-10  Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,334.924462,336.658837,15625000.0000,1750000000.0,2788.13,,0.251161,1.25653,1.384234e+14,4029.4998,4,coarse,3.7578,4.5353,512,15,0.031189,CO(3-2),-10387.1635,-9273.59,False,False,searched,
lp 876-10  Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,344.971100,346.696198,488281.2500,1725585937.5,2026.08,,1.57025,7.85125,2.702878e+13,4150.0038,91,fine,4.1514,5.8031,512,495,0.966862,,,,False,False,duplicate_row,
lp 876-10  Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,344.971100,346.696198,488281.2500,1725585937.5,2026.08,,1.57025,7.85604,2.704528e+13,4150.0038,91,fine,4.1514,5.8031,512,495,0.966862,CO(3-2),24.2213,21.00,False,False,searched,
lp 876-10  Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,346.966462,348.700837,15625000.0000,1750000000.0,2788.13,,0.297169,1.48676,1.637872e+14,4174.0038,4,coarse,2.3962,4.5387,512,425,0.830409,CO(3-2),1654.8365,1426.28,False,False,searched,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,332.926816,334.661191,15625000.0000,1750000000.0,2268.00,,4.7006,23.5037,3.200480e+15,4005.5280,5,coarse,3.0796,4.3773,512,134,0.263158,CO(3-2),-11619.1842,-10435.61,False,False,searched,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,334.822316,336.556691,15625000.0000,1750000000.0,2268.00,,3.72851,18.6431,2.538614e+15,4028.2740,5,coarse,2.4379,4.1879,512,382,0.746589,CO(3-2),-9786.1842,-8739.70,False,False,searched,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,344.873837,346.714169,488281.2500,1840820312.5,2268.00,,21.2432,106.219,4.519932e+14,4149.5280,118,fine,4.8186,6.4515,512,146,0.286550,CO(3-2),-236.1276,-204.72,False,False,searched,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,346.822316,348.556691,15625000.0000,1750000000.0,2268.00,,4.21038,21.0526,2.866710e+15,4172.2740,5,coarse,2.4836,4.7821,512,377,0.736842,CO(3-2),1166.9408,1006.19,False,False,searched,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,94.127387,95.861762,15625000.0000,1750000000.0,2782.08,,0.152002,0.76023,1.075625e+14,1139.9349,2,coarse,3.1880,4.8771,512,61,0.120858,HCO+(1-0),6032.1375,19036.76,False,False,searched,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,96.064887,97.799262,15625000.0000,1750000000.0,2782.08,,0.157706,0.788769,1.116004e+14,1163.1849,2,coarse,3.1653,4.5834,512,46,0.091618,HCO+(1-0),7657.1375,23682.07,False,False,searched,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,106.127387,107.861762,15625000.0000,1750000000.0,2782.08,,0.176197,0.881314,1.246941e+14,1283.9349,3,coarse,2.4921,4.2404,512,333,0.651072,CN(1-0),-7332.3625,-20544.85,False,False,searched,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,108.127387,109.861762,15625000.0000,1750000000.0,2782.08,,0.186197,0.931343,1.317727e+14,1307.9349,3,coarse,3.4507,4.5595,512,35,0.070175,CN(1-0),-4254.2375,-11701.39,False,False,searched,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,212.085180,213.913305,15625000.0000,1843750000.0,2661.12,,5.75795,28.7901,4.182211e+15,2555.9909,4,coarse,2.6898,4.4870,512,268,0.524366,SiO(5-4),-4863.5703,-6845.38,False,False,searched,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,214.085173,215.913298,15625000.0000,1843750000.0,2661.12,,5.66474,28.324,4.114506e+15,2579.9908,4,coarse,2.2673,4.0529,512,454,0.886940,SiO(5-4),-1426.0775,-1988.51,False,False,searched,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,227.085146,228.913271,15625000.0000,1843750000.0,2661.12,,6.01455,30.0732,4.368594e+15,2735.9905,4,coarse,3.1291,4.3397,512,106,0.208577,CO(2-1),-3374.7295,-4437.38,False,False,searched,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,229.079042,230.919374,488281.2500,1840820312.5,2661.12,,36.5872,182.936,8.304466e+14,2759.9905,73,fine,4.4751,5.5523,512,304,0.594542,,,,False,False,duplicate_row,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,229.079042,230.919374,488281.2500,1840820312.5,2661.12,,36.5872,182.939,8.304585e+14,2759.9905,73,fine,4.4751,5.5523,512,304,0.594542,CO(2-1),-668.4307,-871.27,False,False,searched,
