window,target,band,chanw_Hz,n_int,n_chan,span_s,n_drift,pb_arcsec,array,amp_sigma,realisation,inj_flux_Jy,inj_chan,inj_drift_Hz_s,rec_snr,rec_chan,rec_drift_Hz_s,global_max_snr,drift_matched,detected
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,4,0.33973246217183956,1000,712.2926,12.467,1000,712.2926,12.467,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,5,0.312974236523462,1135,990.584,12.057,1135,990.584,12.057,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,6,0.277312412197973,1647,1547.1669,12.384,1647,1547.1669,12.384,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,7,0.31045005114465796,1117,-1096.6017,11.431,1117,-1096.6017,11.431,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,8,0.2963839540006645,616,-2488.0589,11.138,616,-2488.0589,11.138,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,9,0.36731327537514863,98,-400.8731,10.897,98,-400.8731,10.897,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,10,0.2646443242369609,1432,712.2926,11.352,1432,712.2926,11.352,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,11,0.2740086882709901,555,-1931.476,11.024,555,-1931.476,11.024,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,12,0.29919424836763947,890,-679.1646,10.759,890,-679.1646,10.759,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,13,0.2957080511134245,616,851.4383,12.087,616,851.4383,12.087,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,14,0.3227200522566684,164,2521.187,13.103,164,2521.187,13.103,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,12,15,0.26434869884135725,1234,1129.7298,12.505,1234,1129.7298,12.505,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,0,0.35896987669297353,387,851.4383,16.074,387,851.4383,16.074,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,1,0.3624969344150175,1311,1547.1669,13.768,1311,1547.1669,13.768,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,2,0.35111508065157515,606,-2209.7675,15.463,606,-2209.7675,15.463,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,3,0.37569321969875275,899,-1792.3303,14.535,899,-1792.3303,14.535,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,4,0.3581945731983391,227,573.1469,15.351,227,573.1469,15.351,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,5,0.36184485607204525,631,-400.8731,14.992,631,-400.8731,14.992,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,6,0.35335647418524735,1590,-679.1646,12.666,1590,-679.1646,12.666,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,7,0.38415896432897556,1692,-2209.7675,14.523,1692,-2209.7675,14.523,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,8,0.33791206111024463,1355,-818.3103,10.236,1355,-818.3103,10.236,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,9,0.36572954137224983,1568,-1096.6017,16.062,1568,-1096.6017,16.062,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,10,0.3361085435507917,1633,155.7097,16.187,1633,155.7097,16.187,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,11,0.37542922894499686,1397,1686.3126,14.023,1397,1686.3126,14.023,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,12,0.30995268165314804,470,2521.187,17.904,470,2521.187,17.904,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,13,0.3621409652856931,1541,1686.3126,15.389,1541,1686.3126,15.389,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,14,0.3463651687692902,1576,-1235.7474,14.66,1576,-1235.7474,14.66,True,True
A002_X1263402_X816f_spw3,HD_89452_B6,6,976562.5,475,1768,3509.1,41,27.3,12m,15,15,0.36187367152797495,1434,2799.4784,14.425,1434,2799.4784,14.425,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,0,0.021404963282853063,166,-585.6926,18.899,167,2795.9813,20.89,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,1,0.02173881564021504,339,-1008.4019,4.729,339,1809.6597,20.895,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,2,0.021614380819053397,210,2063.2853,5.036,210,2063.2853,20.888,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,3,0.02243331982650656,75,2176.0078,5.533,75,-3685.5604,20.894,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,4,0.02148477961340179,192,-2981.045,4.72,192,3359.5936,20.89,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,5,0.02094089514153016,184,-2107.4459,5.069,183,2824.1619,20.886,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,6,0.024033672675009457,194,3359.5936,4.991,195,3556.8579,20.921,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,7,0.0225838139301997,142,2035.1047,18.209,143,316.0871,20.88,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,8,0.022405309892875227,252,-1346.5692,8.598,252,-895.6794,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,9,0.015848904283110473,138,231.5453,18.287,138,-247.5252,20.88,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,10,0.01974025884674685,297,316.0871,7.952,298,-191.164,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,11,0.01989217983849812,116,1076.9637,18.869,117,-2361.0714,20.888,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,12,0.021527026824036625,318,3021.4262,7.913,317,2035.1047,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,13,0.021121644308471035,338,3218.6905,4.852,337,1668.7567,20.895,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,14,0.0208387612832948,369,3049.6069,3.31,369,34.2809,20.895,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,3,15,0.02381694049190139,366,3021.4262,3.82,366,3754.1223,20.895,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,0,0.030127819425788353,366,1443.3117,5.258,366,1443.3117,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,1,0.02844696655891243,251,-1121.1243,10.138,251,-1092.9437,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,2,0.029304623933944028,258,1358.7699,7.999,257,-303.8865,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,3,0.029962754579992472,318,1302.4087,7.819,317,2035.1047,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,4,0.02498656511449857,354,1302.4087,6.746,354,1302.4087,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,5,0.028093083584685777,218,-2699.2388,5.985,219,-3713.741,20.894,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,6,0.027082871227754747,230,936.0607,8.525,229,-3601.0185,20.891,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,7,0.02995474926118426,202,-3262.8511,4.437,202,-3262.8511,20.893,True,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,8,0.02849489466953575,194,-162.9834,4.492,195,3556.8579,20.886,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,9,0.028779999040271106,314,-3572.8379,7.707,314,1668.7567,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,10,0.028470864063789705,84,1189.6862,4.588,83,-3178.3093,20.866,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,11,0.02984291953088932,85,3472.3161,5.077,85,3472.3161,20.894,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,12,0.028197898005367327,324,2570.5364,8.321,323,2795.9813,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,13,0.03057122027662264,361,626.0739,4.663,362,3415.9549,20.895,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,14,0.028778081992926842,157,3246.8712,18.698,158,1837.8404,20.915,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,4,15,0.029116322600849676,288,1556.0342,8.812,289,3359.5936,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,0,0.03552428282555682,97,-1290.208,5.702,97,-1290.208,20.875,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,1,0.03716800722333811,344,-2051.0846,4.881,345,2204.1884,20.895,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,2,0.03570828592258425,261,-1402.9305,8.047,261,62.4616,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,3,0.03705646440645196,75,2035.1047,5.542,75,-3685.5604,20.893,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,4,0.03140291626269845,328,-416.6089,6.97,329,3585.0386,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,5,0.036129266365024074,118,-895.6794,18.957,117,-2361.0714,20.842,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,6,0.03686163905390067,172,-3403.7542,18.466,171,3246.8712,20.884,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,7,0.0351741255886838,136,147.0034,19.479,135,-501.1508,20.874,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,8,0.03790166182807601,177,2711.4395,19.17,177,3810.4835,20.996,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,9,0.03233616538777843,372,3134.1487,4.456,372,3134.1487,20.895,True,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,10,0.03752455704337839,87,2852.3425,5.606,87,2852.3425,20.889,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,11,0.03222929423673742,121,-332.0671,18.815,120,-2135.6265,20.878,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,12,0.035849817844957915,314,879.6994,7.828,314,1668.7567,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,13,0.03645089967724272,227,-1431.1111,8.744,228,-3685.5604,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,14,0.03245087244597664,240,2091.4659,8.365,240,-2332.8908,20.89,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,5,15,0.03767042548567917,292,-1741.0979,7.833,291,3556.8579,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,0,0.04372700124803767,371,1894.2016,6.25,371,1894.2016,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,1,0.042319447818614846,84,-3234.6705,5.843,85,-3093.7674,20.971,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,2,0.04596851604182906,259,-726.5957,7.556,260,-22.0803,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,3,0.04163286280857553,293,118.8228,7.731,292,3669.5804,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,4,0.04293778670176022,93,-2896.5031,6.156,93,-2896.5031,20.892,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,5,0.04500844281132273,172,-2586.5163,18.288,171,3246.8712,20.712,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,6,0.04392724572802507,312,3303.2324,7.658,312,1527.8536,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,7,0.04548707600971278,151,-1994.7234,19.189,151,1105.1443,20.707,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,8,0.043083608710294756,339,-78.4415,6.369,339,-78.4415,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,9,0.044704198109332426,178,-1036.5825,19.1,177,3810.4835,20.875,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,10,0.03667709178907537,339,231.5453,7.154,339,231.5453,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,11,0.043825708370134664,344,-1346.5692,4.871,345,2204.1884,20.895,False,False
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,12,0.043178151765948594,329,626.0739,7.366,330,3754.1223,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,13,0.04596862463839736,86,2965.065,6.868,86,2965.065,20.891,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,14,0.04825334510519069,149,3754.1223,19.368,148,823.3382,20.93,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,6,15,0.04543807342213291,104,1753.2985,18.541,104,-3798.2828,20.838,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,0,0.049589660554519945,117,1781.4791,18.857,117,-2361.0714,20.871,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,1,0.04728537382112498,103,3331.413,18.521,104,-3798.2828,20.882,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,2,0.05471573756072244,336,1809.6597,7.385,336,1809.6597,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,3,0.05240967277281498,105,2006.9241,18.518,104,-3798.2828,20.87,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,4,0.055056060506433815,320,-22.0803,7.462,321,2542.3558,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,5,0.05152567869632054,174,-2699.2388,19.272,175,3641.3998,20.878,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,6,0.04786013534903574,308,-2473.7939,8.005,309,1161.5056,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,7,0.05141680585776927,232,2993.2456,7.792,231,-3403.7542,20.883,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,8,0.050950350960344414,139,-416.6089,18.063,138,-247.5252,21.117,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,9,0.05087646131868487,220,-2107.4459,7.727,220,-2107.4459,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,10,0.04314155661927231,278,2119.6465,13.006,278,2119.6465,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,11,0.052503797331028175,251,-754.7763,8.487,250,-1149.3049,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,12,0.05016063619021629,75,1358.7699,5.638,75,1358.7699,20.893,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,13,0.04881801701921774,311,1105.1443,8.498,311,1105.1443,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,14,0.048989718759949695,219,2514.1751,6.165,219,-3713.741,20.858,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,7,15,0.04759721462853929,234,1048.7831,6.961,235,-162.9834,20.892,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,0,0.05671588939142539,189,-1684.7366,7.381,189,-1684.7366,20.874,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,1,0.05386999177644953,361,-1600.1948,6.511,361,-1600.1948,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,2,0.05677802497533961,93,2655.0782,8.444,93,2655.0782,20.884,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,3,0.057587158761004655,129,851.5188,18.732,129,-1121.1243,20.867,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,4,0.05730562654955604,260,795.1576,8.052,260,795.1576,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,5,0.059515852740404086,370,428.8096,8.66,370,428.8096,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,6,0.05412085733694461,239,-3178.3093,8.536,240,-2332.8908,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,7,0.05801745504294531,311,-726.5957,8.069,311,-726.5957,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,8,0.05867490689256151,376,-3601.0185,8.609,376,-3601.0185,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,9,0.057235973362340764,184,-2276.5296,8.069,184,-2276.5296,20.712,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,10,0.05727426401183359,353,485.1708,6.83,353,485.1708,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,11,0.060738715596169945,169,-1431.1111,19.278,168,2908.7038,20.871,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,12,0.058796286153607165,173,2345.0915,18.965,174,3585.0386,20.955,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,13,0.05785696999523596,326,1725.1179,8.188,326,1725.1179,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,14,0.059253366099163145,86,1612.3954,9.162,86,1612.3954,20.888,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,8,15,0.057348589993343746,259,1978.7434,7.685,258,-191.164,20.895,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,0,0.07211551761922204,175,-980.2212,19.295,175,3641.3998,20.869,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,1,0.07467560863684294,172,1161.5056,18.271,171,3246.8712,20.698,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,2,0.07042559646101743,105,2598.717,18.505,104,-3798.2828,20.851,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,3,0.06337751531834307,185,-1684.7366,9.53,185,-1684.7366,20.874,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,4,0.06980119529001809,118,992.4219,18.927,117,-2361.0714,20.854,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,5,0.07252312213486017,249,-1882.0009,9.82,249,-1882.0009,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,6,0.07290228322566185,153,-1346.5692,18.794,154,1443.3117,20.698,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,7,0.06958278463269746,283,1668.7567,10.388,283,1668.7567,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,8,0.0732774558628586,271,-275.7058,7.856,271,-275.7058,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,9,0.057275530963172956,281,2401.4527,15.005,281,2401.4527,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,10,0.06992266445051577,142,-3093.7674,18.281,143,316.0871,20.872,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,11,0.07395585901644053,67,1048.7831,10.604,67,1048.7831,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,12,0.07205524329219831,338,-1092.9437,7.91,338,-1092.9437,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,13,0.07039277660204511,321,-2276.5296,9.373,321,-2276.5296,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,14,0.0776054493022193,77,2993.2456,9.666,77,2993.2456,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,10,15,0.07238392154048748,188,-1008.4019,8.829,188,-1008.4019,20.866,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,0,0.0885259889209003,207,-3178.3093,10.965,207,-3178.3093,20.889,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,1,0.08835057375731872,100,2232.369,13.207,100,2232.369,20.856,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,2,0.0841362217784245,224,-1008.4019,13.037,224,-1008.4019,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,3,0.08274836903815222,186,-1064.7631,12.115,186,-1064.7631,20.699,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,4,0.0915719165397654,246,-1994.7234,11.54,246,-1994.7234,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,5,0.07416805762653497,83,-3572.8379,14.949,83,-3572.8379,20.865,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,6,0.08561353944277339,178,1584.2148,18.927,177,3810.4835,20.703,False,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,7,0.0851035791254771,336,-3319.2124,12.239,336,-3319.2124,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,8,0.0796079402264485,333,-22.0803,13.366,333,-22.0803,20.895,True,True
A002_X1207c39_X9417_spw1,HD_69830_B7,7,244140.625,480,442,4331.7,275,19.6,12m,12,9,0.0843943898403157,279,231.5453,13.11,279,231.5453,20.895,True,True
