window,target,band,chanw_Hz,n_int,n_chan,span_s,n_drift,pb_arcsec,array,amp_sigma,realisation,inj_flux_Jy,inj_chan,inj_drift_Hz_s,rec_snr,rec_chan,rec_drift_Hz_s,global_max_snr,drift_matched,detected
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,0,0.24302465938416895,274,-5949.204,3.477,274,-6814.3128,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,1,0.23725584127999524,297,-3065.508,6.558,296,-7246.8672,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,2,0.21330106676476016,892,-4218.9864,3.737,893,-5805.0192,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,3,0.21794402995955525,1416,971.6664,3.664,1416,-8544.5304,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,4,0.22322748003950146,1515,-6237.5736,3.251,1515,-6381.7584,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,5,0.22429825268962558,1190,1980.96,6.028,1191,-10274.748,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,6,0.23935021769597228,985,8901.8305,6.48,985,9190.2001,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,7,0.24055147413608163,1241,-4651.5408,2.724,1241,-4507.356,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,8,0.21380907882228636,1530,827.4816,2.771,1530,-10274.748,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,9,0.22000021924826982,1362,-3642.2472,3.038,1361,-4218.9864,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,10,0.21228427619918425,1615,3999.5472,6.331,1615,4143.732,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,11,0.22985958947290994,762,-9409.6392,3.467,763,1836.7752,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,12,0.2121794954819941,1684,971.6664,3.484,1684,827.4816,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,13,0.20964265821433964,1469,4432.1016,3.78,1469,4432.1016,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,14,0.20282196344294626,766,2269.3296,4.595,766,2269.3296,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,3,15,0.24457027972360768,639,3422.808,17.794,639,-2488.7688,18.424,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,0,0.32820680427545856,393,-1191.1056,5.047,392,-4363.1712,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,1,0.3024205301546877,630,-1767.8448,16.901,631,-5516.6496,18.418,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,2,0.31736503885620054,300,-2200.3992,6.398,299,-5805.0192,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,3,0.3072876499693613,883,827.4816,4.204,882,539.112,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,4,0.31972245689200435,206,7459.9825,4.939,206,7604.1673,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,5,0.30633734205232654,1564,-1623.66,3.623,1564,-1767.8448,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,6,0.33715515538231533,228,-4939.9104,4.283,228,-4939.9104,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,7,0.3475028128200362,125,-5516.6496,4.403,125,-6093.3888,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,8,0.3164765252353989,1391,-1479.4752,5.716,1391,971.6664,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,9,0.32155617809621606,260,-3642.2472,2.38,261,-1191.1056,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,10,0.30742374310063353,407,5297.2104,3.862,407,5297.2104,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,11,0.28263784091921995,1632,9478.5697,5.33,1632,9478.5697,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,12,0.33937196102296757,160,-9409.6392,5.19,160,-9409.6392,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,13,0.29815742203147944,1168,3278.6232,4.087,1168,3278.6232,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,14,0.3139030088344564,188,-6525.9432,4.764,188,-6525.9432,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,4,15,0.31324871942014715,1051,1836.7752,2.662,1051,-7679.4216,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,0,0.4135587463076527,503,9334.3849,4.401,503,9334.3849,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,1,0.3814924340642826,761,-2777.1384,5.031,762,-2344.584,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,2,0.42367503790495453,600,-6814.3128,6.103,600,-6814.3128,18.35,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,3,0.36331151499129394,1422,-1479.4752,5.503,1422,-1479.4752,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,4,0.3401211381367769,1371,-8256.1608,3.867,1371,-8400.3456,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,5,0.39857852907305863,1392,-9121.2696,5.271,1391,971.6664,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,6,0.36724876633703984,1573,-1912.0296,4.235,1573,-1912.0296,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,7,0.40094448347182604,758,4720.4712,5.3,758,4720.4712,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,8,0.36222634254774533,829,-8544.5304,5.915,829,-8544.5304,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,9,0.3852283618144818,1514,-3353.8776,4.651,1514,-3209.6928,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,10,0.39339467091222985,1031,-8256.1608,5.771,1031,-8256.1608,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,11,0.3964791185237366,822,5873.9496,5.404,822,5873.9496,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,12,0.4130773712358308,556,6739.0585,6.604,555,10343.6785,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,13,0.41204385759649864,898,-7535.2368,4.638,898,-7535.2368,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,14,0.3599070792594048,751,1692.5904,5.093,751,1692.5904,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,5,15,0.3576987915481866,802,971.6664,4.745,803,-7967.7912,18.44,False,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,0,0.45640041308320384,1042,1980.96,5.161,1042,1980.96,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,1,0.4684801977705006,1669,-3209.6928,6.161,1669,-3209.6928,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,2,0.4748100388682555,712,10055.3089,6.97,712,10055.3089,18.408,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,3,0.4492255492855444,967,-6814.3128,6.591,967,-6814.3128,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,4,0.4468791758785398,1601,-3642.2472,6.562,1601,-3642.2472,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,5,0.42201698395312726,1339,8036.7217,13.464,1339,1692.5904,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,6,0.5127604004172216,308,8036.7217,5.838,308,8036.7217,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,7,0.39624305623792344,1321,-758.5512,6.941,1321,-758.5512,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,8,0.46277741012211376,797,5153.0256,4.372,797,5153.0256,18.44,True,False
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,9,0.48436124642655126,653,-1912.0296,17.416,652,2125.1448,18.58,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,10,0.43432558607988336,1594,-5228.28,6.067,1594,-5228.28,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,11,0.44501375811635635,1592,4864.656,6.029,1592,4864.656,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,12,0.4615584193225957,1223,10199.4937,5.842,1223,10199.4937,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,13,0.5105756065852317,1517,-8688.7152,5.319,1517,-8688.7152,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,14,0.4700360198002033,1220,8036.7217,7.264,1220,8036.7217,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,6,15,0.46575400746654233,1183,3999.5472,5.704,1183,3999.5472,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,0,0.5389681755682919,1227,-7967.7912,5.972,1227,-7967.7912,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,1,0.5897284018835897,252,-8544.5304,7.55,252,-8544.5304,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,2,0.5053025884326406,346,5729.7648,8.624,346,5729.7648,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,3,0.5461574953254357,1680,10343.6785,7.742,1680,10343.6785,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,4,0.5194683239341216,1681,9046.0153,5.582,1681,9190.2001,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,5,0.5493393611446897,644,-9553.824,17.511,645,-470.1816,18.403,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,6,0.5497416462886714,224,-758.5512,8.446,224,-758.5512,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,7,0.6035005822906081,1600,-6670.128,6.756,1600,-6670.128,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,8,0.506077755018477,579,-8544.5304,7.683,579,-8544.5304,18.37,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,9,0.5812196726315715,635,-8400.3456,17.016,636,-3786.432,18.405,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,10,0.517860907462722,748,-4795.7256,6.989,748,-4795.7256,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,11,0.6062634036219212,93,2701.884,6.484,93,3566.9928,18.44,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,12,0.5546928751063405,1362,250.7424,6.688,1362,250.7424,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,13,0.6155329374174938,105,-4074.8016,6.665,105,-4074.8016,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,14,0.5485218496741076,1363,-5805.0192,6.803,1363,-5805.0192,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,7,15,0.6139122113540787,415,1548.4056,7.009,415,1548.4056,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,0,0.6103951448574215,634,-1623.66,18.045,633,-4795.7256,18.54,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,1,0.6096805800882605,578,4576.2864,7.141,578,4576.2864,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,2,0.6235071105742167,899,8180.9065,7.79,899,8180.9065,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,3,0.6264249243638462,897,1404.2208,9.39,897,1404.2208,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,4,0.5925987741750243,1371,3999.5472,8.546,1371,3999.5472,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,5,0.6341703421741721,1492,-10130.5632,7.346,1492,-10130.5632,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,6,0.6026828896681473,798,-4795.7256,8.252,798,-4795.7256,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,7,0.6106671714496966,244,9190.2001,8.476,244,9190.2001,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,8,0.6603191872016662,383,6018.1344,7.79,383,6018.1344,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,9,0.706107155024887,939,6162.3193,8.839,939,6162.3193,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,10,0.6262668361540634,919,3422.808,7.697,919,3422.808,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,11,0.6140675287557484,556,5153.0256,7.968,556,5153.0256,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,12,0.5649906391350404,930,-5805.0192,8.813,930,-5805.0192,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,13,0.6374688812839465,92,-9265.4544,9.052,92,-9265.4544,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,14,0.6413104137232406,607,8469.2761,7.429,607,8469.2761,18.422,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,8,15,0.614420705645193,1191,-5228.28,8.0,1191,-5228.28,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,0,0.9202920180865445,272,-6381.7584,9.297,272,-6381.7584,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,1,0.7629932044026478,501,-10130.5632,11.247,501,-10130.5632,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,2,0.7646114024460505,623,-3209.6928,17.356,623,-8688.7152,18.407,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,3,0.7932560957789531,452,2413.5144,11.868,452,2413.5144,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,4,0.7726152310978646,1279,5873.9496,10.036,1279,5873.9496,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,5,0.7276167104143432,763,1836.7752,13.347,763,1836.7752,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,6,0.7563607992707012,1695,9622.7545,9.926,1695,9622.7545,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,7,0.7879221801369288,999,-1046.9208,9.339,999,-1046.9208,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,8,0.7669348107005489,1535,-1623.66,11.456,1535,-1623.66,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,9,0.9033689122674899,72,-1191.1056,9.525,72,-1191.1056,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,10,0.7268105458775933,610,5297.2104,10.051,610,5297.2104,18.404,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,11,0.7591264403517514,831,-8688.7152,9.206,831,-8688.7152,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,12,0.8046424401627447,334,2125.1448,9.688,334,2125.1448,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,13,0.8746622930524943,70,7892.5369,10.714,70,7892.5369,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,14,0.726835762200062,912,-2777.1384,8.879,912,-2777.1384,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,10,15,0.7466481550649907,407,-4363.1712,9.946,407,-4363.1712,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,0,0.9734581922278798,456,-5372.4648,10.811,456,-5372.4648,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,1,0.9403204654382825,944,3999.5472,13.5,944,3999.5472,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,2,0.9352390656316001,1613,106.5576,10.862,1613,-37.6272,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,3,1.0254033466898071,279,-2921.3232,12.749,279,-2921.3232,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,4,0.9162149987677888,1228,-7391.052,9.654,1228,-7391.052,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,5,0.890776753510952,1178,-4507.356,12.182,1178,-4507.356,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,6,0.9160424298085571,1354,-7679.4216,12.832,1354,-7679.4216,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,7,1.0121048151594336,407,-8832.9,11.078,407,-8832.9,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,8,0.925056246617526,472,8469.2761,14.268,472,8469.2761,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,9,1.0048590071987447,316,-10130.5632,12.392,316,-10130.5632,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,10,0.9894082803147212,1558,-3353.8776,10.879,1558,-3353.8776,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,11,0.9221918540621901,895,4287.9168,12.5,895,4287.9168,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,12,0.9801461872234574,1155,9622.7545,11.726,1155,9622.7545,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,13,0.8484435711188163,1438,5441.3952,12.039,1438,5441.3952,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,14,1.0492205816575966,189,-8256.1608,11.24,189,-8256.1608,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,12,15,0.9296367148068493,674,-3209.6928,17.559,674,10343.6785,18.268,False,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,0,1.2227320386204439,817,2701.884,14.27,817,2701.884,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,1,1.0465549860793448,1257,7604.1673,15.51,1257,7604.1673,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,2,1.1457510463758485,301,4287.9168,11.752,301,4287.9168,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,3,1.1594557761453674,302,-2344.584,12.599,302,-2344.584,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,4,1.1240173673256924,1148,2990.2536,14.003,1148,2990.2536,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,5,1.1606574024688574,1651,9334.3849,15.59,1651,9334.3849,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,6,1.1787786051738933,685,-9842.1936,15.662,685,-9842.1936,18.388,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,7,1.0496087138212726,903,8180.9065,14.161,903,8180.9065,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,8,0.9681464121070599,997,6306.5041,15.009,997,6306.5041,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,9,1.06966351029791,1193,2125.1448,17.194,1193,2125.1448,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,10,1.13006130270659,1364,-2488.7688,14.881,1364,-2488.7688,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,11,1.1179462034677086,1408,4720.4712,15.516,1408,4720.4712,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,12,1.2833257524896453,1110,-1479.4752,14.925,1110,-1479.4752,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,13,1.0684746943292054,512,9190.2001,19.362,512,9190.2001,19.362,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,14,1.2528078545723074,362,-9698.0088,14.014,362,-9698.0088,18.44,True,True
A002_X11d9ce7_X5257_spw0,HD61005_B10,10,976562.5,360,1768,3386.5,144,7.3,12m,15,15,1.1949311859617957,372,-758.5512,15.909,372,-758.5512,18.44,True,True
A002_Xf5d76d_X32f1_spw3,bet_Pic_B3,3,244140.625,200,3534,1284.2,31,54.5,ACA,3,0,0.025168905515419518,2274,-812.7895,2.624,2274,-812.7895,17.482,True,False
