trial,target,window,band,chanw_Hz,klass,n_int,n_chan,inj_chan,amp_sigma,dwell,realisation,sigma_per_int,recovered_snr,peak_chan,detected
1603,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.4,1,0.027982658851810265,96.82223301050554,64,True
1604,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.4,2,0.027982658851810265,95.94329709837571,64,True
1605,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.4,3,0.027982658851810265,98.36482519854746,64,True
1606,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.4,4,0.027982658851810265,98.51763790032891,64,True
1607,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.4,5,0.027982658851810265,97.83967061282128,64,True
1608,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.25,0,0.027982658851810265,61.45186833660097,64,True
1609,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.25,1,0.027982658851810265,62.13857968035059,64,True
1610,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.25,2,0.027982658851810265,60.76704444916063,64,True
1611,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.25,3,0.027982658851810265,61.322698572472135,64,True
1612,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.25,4,0.027982658851810265,61.44774332090236,64,True
1613,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.25,5,0.027982658851810265,61.500362159784196,64,True
1614,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.1,0,0.027982658851810265,25.020387769317708,64,True
1615,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.1,1,0.027982658851810265,24.301030540585533,64,True
1616,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.1,2,0.027982658851810265,24.72273190943948,64,True
1617,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.1,3,0.027982658851810265,24.406004235193183,64,True
1618,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.1,4,0.027982658851810265,24.8942646453043,64,True
1619,HD_48370_B6,A002_Xc26103_X155a_spw20,6,15625000.0,coarse,186,128,64,20,0.1,5,0.027982658851810265,25.445870790947016,64,True
1620,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,1.0,0,0.008073086427350062,71.39053192804747,64,True
1621,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,1.0,1,0.008073086427350062,71.39053192804747,64,True
1622,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,1.0,2,0.008073086427350062,71.39053192804747,64,True
1623,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,1.0,3,0.008073086427350062,71.39053192804747,64,True
1624,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,1.0,4,0.008073086427350062,71.39053192804747,64,True
1625,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,1.0,5,0.008073086427350062,71.39053192804747,64,True
1626,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.75,0,0.008073086427350062,52.84137673423047,64,True
1627,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.75,1,0.008073086427350062,52.05941132349909,64,True
1628,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.75,2,0.008073086427350062,53.175227411530905,64,True
1629,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.75,3,0.008073086427350062,53.3196451965911,64,True
1630,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.75,4,0.008073086427350062,53.66802938695605,64,True
1631,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.75,5,0.008073086427350062,53.61555649340192,64,True
1632,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.5,0,0.008073086427350062,34.975786794756516,64,True
1633,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.5,1,0.008073086427350062,35.57000845629899,64,True
1634,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.5,2,0.008073086427350062,34.74047963919784,64,True
1635,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.5,3,0.008073086427350062,35.70924983567354,64,True
1636,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.5,4,0.008073086427350062,33.68363539496592,64,True
1637,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.5,5,0.008073086427350062,36.186473082312695,64,True
1638,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.4,0,0.008073086427350062,28.77870111035723,64,True
1639,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.4,1,0.008073086427350062,29.95423647727084,64,True
1640,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.4,2,0.008073086427350062,28.66598697570394,64,True
1641,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.4,3,0.008073086427350062,29.25448238434504,64,True
1642,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.4,4,0.008073086427350062,28.54583758131924,64,True
1643,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.4,5,0.008073086427350062,29.63307312739733,64,True
1644,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.25,0,0.008073086427350062,18.013868788392053,64,True
1645,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.25,1,0.008073086427350062,17.297552968079454,64,True
1646,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.25,2,0.008073086427350062,19.03980295375879,64,True
1647,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.25,3,0.008073086427350062,18.65354836783887,64,True
1648,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.25,4,0.008073086427350062,18.26467096694,64,True
1649,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.25,5,0.008073086427350062,18.597757956413865,64,True
1650,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.1,0,0.008073086427350062,8.894913040081814,64,True
1651,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.1,1,0.008073086427350062,9.599907005319766,64,True
1652,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.1,2,0.008073086427350062,7.94640104349617,64,True
1653,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.1,3,0.008073086427350062,8.006091216961005,64,True
1654,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.1,4,0.008073086427350062,8.301467413332565,64,True
1655,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,2,0.1,5,0.008073086427350062,8.261050182935774,64,True
1656,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,1.0,0,0.008073086427350062,106.02424364935747,64,True
1657,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,1.0,1,0.008073086427350062,106.02424364935747,64,True
1658,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,1.0,2,0.008073086427350062,106.02424364935747,64,True
1659,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,1.0,3,0.008073086427350062,106.02424364935747,64,True
1660,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,1.0,4,0.008073086427350062,106.02424364935747,64,True
1661,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,1.0,5,0.008073086427350062,106.02424364935747,64,True
1662,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.75,0,0.008073086427350062,77.9744275762535,64,True
1663,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.75,1,0.008073086427350062,80.12900791926775,64,True
1664,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.75,2,0.008073086427350062,79.10699212863716,64,True
1665,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.75,3,0.008073086427350062,78.11964189439578,64,True
1666,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.75,4,0.008073086427350062,78.47967544352679,64,True
1667,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.75,5,0.008073086427350062,79.58285236628822,64,True
1668,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.5,0,0.008073086427350062,51.483911624105644,64,True
1669,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.5,1,0.008073086427350062,50.27730744705487,64,True
1670,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.5,2,0.008073086427350062,53.24777128350399,64,True
1671,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.5,3,0.008073086427350062,52.254818311714224,64,True
1672,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.5,4,0.008073086427350062,52.980465961766804,64,True
1673,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.5,5,0.008073086427350062,51.16602152051994,64,True
1674,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.4,0,0.008073086427350062,42.03831404096993,64,True
1675,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.4,1,0.008073086427350062,42.02340926944195,64,True
1676,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.4,2,0.008073086427350062,42.35321393674676,64,True
1677,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.4,3,0.008073086427350062,42.55283787974717,64,True
1678,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.4,4,0.008073086427350062,41.687749788311585,64,True
1679,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.4,5,0.008073086427350062,42.40585771908122,64,True
1680,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.25,0,0.008073086427350062,27.803832102563963,64,True
1681,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.25,1,0.008073086427350062,25.975320720540147,64,True
1682,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.25,2,0.008073086427350062,26.4679224985483,64,True
1683,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.25,3,0.008073086427350062,24.57917226080492,64,True
1684,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.25,4,0.008073086427350062,29.250575428152025,64,True
1685,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.25,5,0.008073086427350062,26.932699213378054,64,True
1686,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.1,0,0.008073086427350062,12.952782688198015,64,True
1687,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.1,1,0.008073086427350062,11.547669000036297,64,True
1688,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.1,2,0.008073086427350062,11.181560501305196,64,True
1689,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.1,3,0.008073086427350062,10.895098510467294,64,True
1690,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.1,4,0.008073086427350062,12.123944021572912,64,True
1691,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,3,0.1,5,0.008073086427350062,10.852131945431731,64,True
1692,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,1.0,0,0.008073086427350062,140.74533613224202,64,True
1693,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,1.0,1,0.008073086427350062,140.74533613224202,64,True
1694,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,1.0,2,0.008073086427350062,140.74533613224202,64,True
1695,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,1.0,3,0.008073086427350062,140.74533613224202,64,True
1696,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,1.0,4,0.008073086427350062,140.74533613224202,64,True
1697,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,1.0,5,0.008073086427350062,140.74533613224202,64,True
1698,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.75,0,0.008073086427350062,103.75173838457506,64,True
1699,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.75,1,0.008073086427350062,104.40903771241786,64,True
1700,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.75,2,0.008073086427350062,105.20613758555629,64,True
1701,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.75,3,0.008073086427350062,103.57800884190023,64,True
1702,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.75,4,0.008073086427350062,106.49033236547427,64,True
1703,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.75,5,0.008073086427350062,102.09396131920317,64,True
1704,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.5,0,0.008073086427350062,70.4508400714532,64,True
1705,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.5,1,0.008073086427350062,69.13604026854834,64,True
1706,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.5,2,0.008073086427350062,69.40179531536366,64,True
1707,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.5,3,0.008073086427350062,74.4220504814191,64,True
1708,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.5,4,0.008073086427350062,68.36674100268472,64,True
1709,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.5,5,0.008073086427350062,70.15748837580958,64,True
1710,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.4,0,0.008073086427350062,52.51248802344338,64,True
1711,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.4,1,0.008073086427350062,55.02643360958172,64,True
1712,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.4,2,0.008073086427350062,52.47027298071709,64,True
1713,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.4,3,0.008073086427350062,53.282427938871606,64,True
1714,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.4,4,0.008073086427350062,58.42956176696072,64,True
1715,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.4,5,0.008073086427350062,57.876990682162564,64,True
1716,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.25,0,0.008073086427350062,36.24151601353608,64,True
1717,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.25,1,0.008073086427350062,38.29000523179083,64,True
1718,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.25,2,0.008073086427350062,38.003439905772844,64,True
1719,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.25,3,0.008073086427350062,32.02137275730666,64,True
1720,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.25,4,0.008073086427350062,32.54421306623041,64,True
1721,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.25,5,0.008073086427350062,33.87656278297962,64,True
1722,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.1,0,0.008073086427350062,16.796404432552617,64,True
1723,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.1,1,0.008073086427350062,14.05799569298672,64,True
1724,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.1,2,0.008073086427350062,14.298386688977578,64,True
1725,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.1,3,0.008073086427350062,15.91594315546342,64,True
1726,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.1,4,0.008073086427350062,15.715882834092143,64,True
1727,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,4,0.1,5,0.008073086427350062,14.876010138020906,64,True
1728,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,1.0,0,0.008073086427350062,175.37649111633115,64,True
1729,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,1.0,1,0.008073086427350062,175.37649111633115,64,True
1730,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,1.0,2,0.008073086427350062,175.37649111633115,64,True
1731,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,1.0,3,0.008073086427350062,175.37649111633115,64,True
1732,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,1.0,4,0.008073086427350062,175.37649111633115,64,True
1733,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,1.0,5,0.008073086427350062,175.37649111633115,64,True
1734,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.75,0,0.008073086427350062,131.0897636818676,64,True
1735,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.75,1,0.008073086427350062,129.20955940494437,64,True
1736,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.75,2,0.008073086427350062,130.5067978484654,64,True
1737,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.75,3,0.008073086427350062,129.77278981033257,64,True
1738,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.75,4,0.008073086427350062,130.32009352876833,64,True
1739,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.75,5,0.008073086427350062,130.07316243719706,64,True
1740,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.5,0,0.008073086427350062,83.2395552244086,64,True
1741,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.5,1,0.008073086427350062,88.58830208112069,64,True
1742,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.5,2,0.008073086427350062,85.96858392284912,64,True
1743,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.5,3,0.008073086427350062,82.63346721529744,64,True
1744,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.5,4,0.008073086427350062,85.76206020550194,64,True
1745,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.5,5,0.008073086427350062,89.48663054594778,64,True
1746,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.4,0,0.008073086427350062,66.54847212272311,64,True
1747,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.4,1,0.008073086427350062,69.69142021215067,64,True
1748,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.4,2,0.008073086427350062,71.81400462730423,64,True
1749,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.4,3,0.008073086427350062,71.59797719451296,64,True
1750,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.4,4,0.008073086427350062,66.66866621363079,64,True
1751,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.4,5,0.008073086427350062,71.81786959765785,64,True
1752,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.25,0,0.008073086427350062,40.53733743958498,64,True
1753,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.25,1,0.008073086427350062,48.03395498281612,64,True
1754,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.25,2,0.008073086427350062,44.31285226924132,64,True
1755,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.25,3,0.008073086427350062,47.52873157474475,64,True
1756,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.25,4,0.008073086427350062,46.36042343081134,64,True
1757,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.25,5,0.008073086427350062,44.99672030950139,64,True
1758,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.1,0,0.008073086427350062,18.18068030240326,64,True
1759,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.1,1,0.008073086427350062,16.329716490885893,64,True
1760,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.1,2,0.008073086427350062,19.54874668883655,64,True
1761,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.1,3,0.008073086427350062,17.791966488882537,64,True
1762,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.1,4,0.008073086427350062,19.82017045715206,64,True
1763,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,5,0.1,5,0.008073086427350062,18.559170274434674,64,True
1764,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,1.0,0,0.008073086427350062,210.13747509681076,64,True
1765,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,1.0,1,0.008073086427350062,210.13747509681076,64,True
1766,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,1.0,2,0.008073086427350062,210.13747509681076,64,True
1767,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,1.0,3,0.008073086427350062,210.13747509681076,64,True
1768,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,1.0,4,0.008073086427350062,210.13747509681076,64,True
1769,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,1.0,5,0.008073086427350062,210.13747509681076,64,True
1770,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.75,0,0.008073086427350062,152.18036311876014,64,True
1771,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.75,1,0.008073086427350062,150.75245057481843,64,True
1772,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.75,2,0.008073086427350062,154.94398515174746,64,True
1773,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.75,3,0.008073086427350062,154.33036126166687,64,True
1774,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.75,4,0.008073086427350062,154.6164355553503,64,True
1775,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.75,5,0.008073086427350062,155.7569614569718,64,True
1776,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.5,0,0.008073086427350062,101.17942954812234,64,True
1777,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.5,1,0.008073086427350062,104.78425036773493,64,True
1778,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.5,2,0.008073086427350062,103.47111245535469,64,True
1779,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.5,3,0.008073086427350062,102.55042883881704,64,True
1780,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.5,4,0.008073086427350062,107.02266235413447,64,True
1781,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.5,5,0.008073086427350062,102.29868851334494,64,True
1782,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.4,0,0.008073086427350062,83.72036400321561,64,True
1783,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.4,1,0.008073086427350062,82.3072975410437,64,True
1784,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.4,2,0.008073086427350062,82.42302271901956,64,True
1785,HD_69830_B7,A002_X1207c39_X9417_spw0,7,15625000.0,coarse,872,128,64,6,0.4,3,0.008073086427350062,86.29643585112989,64,True
