trial,target,window,band,chanw_Hz,klass,n_int,n_chan,inj_chan,amp_sigma,dwell,realisation,sigma_per_int,recovered_snr,peak_chan,detected
651,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,1.0,3,0.0044804366884811314,59.864443855245746,64,True
652,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,1.0,4,0.0044804366884811314,59.864443855245746,64,True
653,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,1.0,5,0.0044804366884811314,59.864443855245746,64,True
654,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.75,0,0.0044804366884811314,45.62676146976607,64,True
655,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.75,1,0.0044804366884811314,45.49501432552928,64,True
656,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.75,2,0.0044804366884811314,45.782790117107545,64,True
657,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.75,3,0.0044804366884811314,45.81226221564829,64,True
658,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.75,4,0.0044804366884811314,45.77946434918226,64,True
659,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.75,5,0.0044804366884811314,45.52225817474456,64,True
660,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.5,0,0.0044804366884811314,33.213713944285296,64,True
661,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.5,1,0.0044804366884811314,33.47626467645837,64,True
662,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.5,2,0.0044804366884811314,33.550933081792635,64,True
663,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.5,3,0.0044804366884811314,33.552472891094666,64,True
664,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.5,4,0.0044804366884811314,34.408859938620985,64,True
665,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.5,5,0.0044804366884811314,33.446861348217,64,True
666,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.4,0,0.0044804366884811314,27.983414105831173,64,True
667,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.4,1,0.0044804366884811314,27.87158053610653,64,True
668,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.4,2,0.0044804366884811314,27.82373556934722,64,True
669,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.4,3,0.0044804366884811314,28.59878332114778,64,True
670,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.4,4,0.0044804366884811314,28.703896365834474,64,True
671,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.4,5,0.0044804366884811314,28.013507674783142,64,True
672,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.25,0,0.0044804366884811314,17.973715321217774,64,True
673,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.25,1,0.0044804366884811314,16.900396597327788,64,True
674,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.25,2,0.0044804366884811314,17.183747223442484,64,True
675,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.25,3,0.0044804366884811314,18.1446311095266,64,True
676,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.25,4,0.0044804366884811314,17.363968150173697,64,True
677,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.25,5,0.0044804366884811314,17.46937626836379,64,True
678,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.1,0,0.0044804366884811314,7.396038706779291,64,True
679,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.1,1,0.0044804366884811314,7.604827020417999,64,True
680,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.1,2,0.0044804366884811314,7.380093313797522,64,True
681,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.1,3,0.0044804366884811314,7.485457407677115,64,True
682,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.1,4,0.0044804366884811314,7.368170554878163,64,True
683,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,2,0.1,5,0.0044804366884811314,7.43263338916811,64,True
684,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,1.0,0,0.0044804366884811314,91.75924161472079,64,True
685,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,1.0,1,0.0044804366884811314,91.75924161472079,64,True
686,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,1.0,2,0.0044804366884811314,91.75924161472079,64,True
687,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,1.0,3,0.0044804366884811314,91.75924161472079,64,True
688,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,1.0,4,0.0044804366884811314,91.75924161472079,64,True
689,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,1.0,5,0.0044804366884811314,91.75924161472079,64,True
690,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.75,0,0.0044804366884811314,67.76249501356122,64,True
691,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.75,1,0.0044804366884811314,67.80652475951818,64,True
692,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.75,2,0.0044804366884811314,67.85313241911399,64,True
693,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.75,3,0.0044804366884811314,67.58677527566364,64,True
694,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.75,4,0.0044804366884811314,67.60273605617255,64,True
695,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.75,5,0.0044804366884811314,67.83816439849049,64,True
696,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.5,0,0.0044804366884811314,49.253697488599244,64,True
697,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.5,1,0.0044804366884811314,49.14273356811472,64,True
698,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.5,2,0.0044804366884811314,48.20298382231529,64,True
699,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.5,3,0.0044804366884811314,50.14303156158135,64,True
700,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.5,4,0.0044804366884811314,48.39795128829675,64,True
701,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.5,5,0.0044804366884811314,48.47005402534627,64,True
702,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.4,0,0.0044804366884811314,40.9647741446741,64,True
703,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.4,1,0.0044804366884811314,41.21427841269476,64,True
704,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.4,2,0.0044804366884811314,41.22536914287655,64,True
705,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.4,3,0.0044804366884811314,39.95474893488054,64,True
706,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.4,4,0.0044804366884811314,40.82061332426519,64,True
707,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.4,5,0.0044804366884811314,41.14922740235827,64,True
708,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.25,0,0.0044804366884811314,25.62344351938641,64,True
709,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.25,1,0.0044804366884811314,25.004317325531918,64,True
710,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.25,2,0.0044804366884811314,24.860137388080588,64,True
711,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.25,3,0.0044804366884811314,25.533704775938975,64,True
712,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.25,4,0.0044804366884811314,25.522866504359822,64,True
713,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.25,5,0.0044804366884811314,25.300236454089188,64,True
714,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.1,0,0.0044804366884811314,10.634873901789163,64,True
715,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.1,1,0.0044804366884811314,10.39833481329373,64,True
716,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.1,2,0.0044804366884811314,10.829746647354016,64,True
717,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.1,3,0.0044804366884811314,10.490971009746415,64,True
718,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.1,4,0.0044804366884811314,10.264723573865698,64,True
719,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,3,0.1,5,0.0044804366884811314,10.537303292804333,64,True
720,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,1.0,0,0.0044804366884811314,122.21858722410838,64,True
721,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,1.0,1,0.0044804366884811314,122.21858722410838,64,True
722,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,1.0,2,0.0044804366884811314,122.21858722410838,64,True
723,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,1.0,3,0.0044804366884811314,122.21858722410838,64,True
724,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,1.0,4,0.0044804366884811314,122.21858722410838,64,True
725,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,1.0,5,0.0044804366884811314,122.21858722410838,64,True
726,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.75,0,0.0044804366884811314,89.8859948859209,64,True
727,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.75,1,0.0044804366884811314,90.3658579451918,64,True
728,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.75,2,0.0044804366884811314,90.22562067035095,64,True
729,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.75,3,0.0044804366884811314,89.90582345347575,64,True
730,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.75,4,0.0044804366884811314,89.73344301912957,64,True
731,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.75,5,0.0044804366884811314,90.27874655294637,64,True
732,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.5,0,0.0044804366884811314,65.66208117193112,64,True
733,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.5,1,0.0044804366884811314,63.471545304486746,64,True
734,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.5,2,0.0044804366884811314,65.67362773840132,64,True
735,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.5,3,0.0044804366884811314,64.36049446840262,64,True
736,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.5,4,0.0044804366884811314,65.03501209035952,64,True
737,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.5,5,0.0044804366884811314,63.57585412160898,64,True
738,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.4,0,0.0044804366884811314,56.171022134027915,64,True
739,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.4,1,0.0044804366884811314,53.32148445973942,64,True
740,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.4,2,0.0044804366884811314,54.90318786713143,64,True
741,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.4,3,0.0044804366884811314,53.92075977026844,64,True
742,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.4,4,0.0044804366884811314,53.00991858465766,64,True
743,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.4,5,0.0044804366884811314,55.161510468216385,64,True
744,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.25,0,0.0044804366884811314,34.24119283481285,64,True
745,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.25,1,0.0044804366884811314,34.96147070308301,64,True
746,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.25,2,0.0044804366884811314,34.80331810092361,64,True
747,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.25,3,0.0044804366884811314,33.913313393455994,64,True
748,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.25,4,0.0044804366884811314,33.976741456918425,64,True
749,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.25,5,0.0044804366884811314,34.66685969755735,64,True
750,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.1,0,0.0044804366884811314,13.477985565987236,64,True
751,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.1,1,0.0044804366884811314,13.488327131317458,64,True
752,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.1,2,0.0044804366884811314,13.359389068285202,64,True
753,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.1,3,0.0044804366884811314,13.56767180748359,64,True
754,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.1,4,0.0044804366884811314,13.537738585198136,64,True
755,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,4,0.1,5,0.0044804366884811314,13.864758288251615,64,True
756,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,1.0,0,0.0044804366884811314,152.6730859166309,64,True
757,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,1.0,1,0.0044804366884811314,152.6730859166309,64,True
758,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,1.0,2,0.0044804366884811314,152.6730859166309,64,True
759,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,1.0,3,0.0044804366884811314,152.6730859166309,64,True
760,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,1.0,4,0.0044804366884811314,152.6730859166309,64,True
761,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,1.0,5,0.0044804366884811314,152.6730859166309,64,True
762,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.75,0,0.0044804366884811314,112.57132290327834,64,True
763,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.75,1,0.0044804366884811314,112.0936196157588,64,True
764,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.75,2,0.0044804366884811314,113.21868285131313,64,True
765,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.75,3,0.0044804366884811314,112.39091188149762,64,True
766,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.75,4,0.0044804366884811314,112.06554708769102,64,True
767,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.75,5,0.0044804366884811314,112.3905248914902,64,True
768,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.5,0,0.0044804366884811314,81.05225009380077,64,True
769,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.5,1,0.0044804366884811314,80.51701684355861,64,True
770,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.5,2,0.0044804366884811314,78.12996049491176,64,True
771,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.5,3,0.0044804366884811314,81.96374612369618,64,True
772,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.5,4,0.0044804366884811314,80.71472055881095,64,True
773,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.5,5,0.0044804366884811314,78.19917509653408,64,True
774,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.4,0,0.0044804366884811314,68.42314249788973,64,True
775,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.4,1,0.0044804366884811314,68.71746829426623,64,True
776,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.4,2,0.0044804366884811314,67.61360226715645,64,True
777,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.4,3,0.0044804366884811314,67.28463876352744,64,True
778,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.4,4,0.0044804366884811314,67.34645587479488,64,True
779,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.4,5,0.0044804366884811314,69.35450072903484,64,True
780,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.25,0,0.0044804366884811314,42.7752035930505,64,True
781,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.25,1,0.0044804366884811314,42.56611130406153,64,True
782,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.25,2,0.0044804366884811314,42.20126661712094,64,True
783,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.25,3,0.0044804366884811314,42.94354171274271,64,True
784,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.25,4,0.0044804366884811314,42.378979027798586,64,True
785,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.25,5,0.0044804366884811314,42.06920521687456,64,True
786,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.1,0,0.0044804366884811314,16.49533603641784,64,True
787,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.1,1,0.0044804366884811314,16.97927418334641,64,True
788,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.1,2,0.0044804366884811314,16.45946041255811,64,True
789,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.1,3,0.0044804366884811314,16.887425698605504,64,True
790,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.1,4,0.0044804366884811314,16.682222743954576,64,True
791,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,5,0.1,5,0.0044804366884811314,16.542489750479152,64,True
792,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,1.0,0,0.0044804366884811314,182.99587274305046,64,True
793,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,1.0,1,0.0044804366884811314,182.99587274305046,64,True
794,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,1.0,2,0.0044804366884811314,182.99587274305046,64,True
795,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,1.0,3,0.0044804366884811314,182.99587274305046,64,True
796,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,1.0,4,0.0044804366884811314,182.99587274305046,64,True
797,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,1.0,5,0.0044804366884811314,182.99587274305046,64,True
798,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.75,0,0.0044804366884811314,135.30103741280183,64,True
799,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.75,1,0.0044804366884811314,134.43450583597044,64,True
800,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.75,2,0.0044804366884811314,133.6229986695274,64,True
801,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.75,3,0.0044804366884811314,134.30560958822198,64,True
802,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.75,4,0.0044804366884811314,135.03294721477218,64,True
803,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.75,5,0.0044804366884811314,134.96556475870344,64,True
804,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.5,0,0.0044804366884811314,96.73012730427544,64,True
805,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.5,1,0.0044804366884811314,95.97910001831569,64,True
806,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.5,2,0.0044804366884811314,95.64662395089019,64,True
807,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.5,3,0.0044804366884811314,95.25405145058994,64,True
808,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.5,4,0.0044804366884811314,95.51138583515794,64,True
809,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.5,5,0.0044804366884811314,95.5211413246585,64,True
810,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.4,0,0.0044804366884811314,79.26607468565278,64,True
811,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.4,1,0.0044804366884811314,81.61055901055045,64,True
812,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.4,2,0.0044804366884811314,81.23407603642407,64,True
813,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.4,3,0.0044804366884811314,80.91557402677729,64,True
814,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.4,4,0.0044804366884811314,82.15643418790816,64,True
815,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.4,5,0.0044804366884811314,80.10780199484694,64,True
816,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.25,0,0.0044804366884811314,50.960837436005214,64,True
817,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.25,1,0.0044804366884811314,50.01149533084718,64,True
818,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.25,2,0.0044804366884811314,50.9914659019451,64,True
819,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.25,3,0.0044804366884811314,51.007905855127206,64,True
820,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.25,4,0.0044804366884811314,50.78818380644969,64,True
821,LP__349-25_B3,A002_Xb9a2bb_X1899_spw17,3,15625000.0,coarse,1314,128,64,6,0.25,5,0.0044804366884811314,49.42508315788807,64,True
