star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,n_ctrl,n_ctrl_ge_star,p_rank_addone,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
G 272-61B,G 272-61A,3,A002_X877e41_X14c1,2.6749,103.627387,105.361762,15625000.0000,1734375000.0,1862.78,924,0.24562,1.22990,1.645197e+13,3.290394e+13,4.387192e+13,1253.9349,3.598,2,0.1495,1.0000,coarse,B,2.1410,4.2487,512,436,0.851852,104.908637,CN(1-0),-8582.3625,-22670.763,star,60.163,8.423,46.927,512,20260825,False,False,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,89.627387,91.361762,15625000.0000,1734375000.0,1862.78,924,0.24752,1.24035,1.714988e+13,3.429975e+13,4.573300e+13,1085.9349,3.598,2,0.1295,1.0000,coarse,B,2.0372,4.3507,512,444,0.867446,91.096137,HCO+(1-0),1907.1375,6410.493,star,69.471,9.726,54.187,512,20260825,False,False,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,91.564887,93.299262,15625000.0000,1734375000.0,1862.78,924,0.24119,1.20875,1.671287e+13,3.342573e+13,4.456764e+13,1109.1849,3.598,2,0.1322,1.0000,coarse,B,2.3590,4.3108,512,310,0.606238,91.705512,HCO+(1-0),2516.5125,8458.795,star,68.015,9.522,53.051,512,20260825,False,False,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,101.627387,103.361762,15625000.0000,1734375000.0,1862.78,924,0.24470,1.22698,1.696495e+13,3.392990e+13,4.523987e+13,1229.9349,3.598,2,0.1466,1.0000,coarse,B,2.8265,4.2550,512,128,0.251462,102.205512,CN(1-0),-11285.4875,-29811.210,star,61.337,8.587,47.843,512,20260825,False,False,
G 272-61A,G 272-61A,3,A002_X877e41_X14c1,2.7195,103.627387,105.361762,15625000.0000,1734375000.0,1862.78,924,0.24567,1.23200,1.703442e+13,3.406883e+13,4.542511e+13,1253.9349,3.598,2,0.1495,1.0000,coarse,B,2.9143,4.4725,512,107,0.210526,105.346137,CN(1-0),-8144.8625,-21515.084,star,60.163,8.423,46.927,512,20260825,False,False,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,223.085939,224.914064,15625000.0000,1828125000.0,2998.80,2975,1.45148,7.26012,1.202064e+14,2.404127e+14,3.205503e+14,2688.0000,3.598,4,0.5159,1.0000,coarse,B,2.5030,4.4283,512,373,0.729045,223.992189,13CO(2-1),3593.1894,4887.550,star,28.066,3.929,21.891,512,20260825,False,False,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,225.085939,226.914064,15625000.0000,1828125000.0,2998.80,2975,1.35364,6.77078,1.121044e+14,2.242088e+14,2.989451e+14,2712.0000,3.598,4,0.5205,1.0000,coarse,B,2.5636,4.1216,512,354,0.692008,226.273439,CO(2-1),-4264.5606,-5545.650,star,27.817,3.894,21.698,512,20260825,False,False,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,239.085936,240.914061,15625000.0000,1828125000.0,2998.80,2975,1.49084,7.45741,1.234729e+14,2.469459e+14,3.292612e+14,2880.0000,3.598,4,0.5527,1.0000,coarse,B,3.4726,3.8832,512,30,0.060429,240.335936,CS(5-4),-4600.0644,-5630.306,star,26.195,3.667,20.432,512,20260825,False,False,
CD-23 14742,CD-23 14742,6,A002_Xfeb5e6_X13ee,2.9760,241.085936,242.914061,15625000.0000,1828125000.0,2998.80,2975,1.56849,7.84590,1.299051e+14,2.598102e+14,3.464136e+14,2904.0000,3.598,4,0.5573,1.0000,coarse,B,3.1119,4.7486,512,181,0.354776,242.773436,CS(5-4),-2162.5644,-2646.898,star,25.978,3.637,20.263,512,20260825,False,False,
tau Cet,tau Cet,6,A002_Xb9cc97_X150a,3.6522,229.633788,231.474121,488281.2500,1840332031.2,2963.52,294,9.73114,48.65568,3.791550e+13,7.583099e+13,1.011080e+14,2766.6475,3.598,86,16.79,0.9987,fine,A,4.9435,5.7541,512,73,0.144250,229.789062,,,,star,27.268,3.818,21.269,512,20260825,False,False,
BD+05 1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,223.132814,224.867189,15625000.0000,1734375000.0,1421.28,1410,2.11296,10.56702,2.831772e+14,5.663544e+14,7.551392e+14,2688.0000,3.598,3,0.2445,1.0000,coarse,B,2.2655,4.2559,512,435,0.849903,224.335939,13CO(2-1),3936.9394,5355.127,star,28.066,3.929,21.891,512,20260825,False,False,
BD+05 1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,225.132814,226.867189,15625000.0000,1734375000.0,1421.28,1410,2.02497,10.12703,2.713861e+14,5.427722e+14,7.236963e+14,2712.0000,3.598,3,0.2467,1.0000,coarse,B,3.0103,4.3572,512,97,0.191033,226.585939,CO(2-1),-3952.0606,-5139.274,star,27.817,3.894,21.698,512,20260825,False,False,
BD+05 1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,239.132811,240.867186,15625000.0000,1734375000.0,1421.28,1410,2.20563,11.03080,2.956056e+14,5.912112e+14,7.882817e+14,2880.0000,3.598,3,0.262,1.0000,coarse,B,3.1870,4.3299,512,66,0.130604,240.179686,CS(5-4),-4756.3144,-5821.550,star,26.195,3.667,20.432,512,20260825,False,False,
BD+05 1668,BD05  1668,6,A002_Xc74b5b_X7c16,3.7861,241.132811,242.867186,15625000.0000,1734375000.0,1421.28,1410,2.32306,11.61814,3.113453e+14,6.226906e+14,8.302541e+14,2904.0000,3.598,3,0.2642,1.0000,coarse,B,2.2249,4.3779,512,421,0.822612,242.335936,CS(5-4),-2600.0644,-3182.381,star,25.978,3.637,20.263,512,20260825,False,False,
HD 33793,HD  33793,6,A002_Xc8b2b0_X9c35,3.9339,223.085939,224.914064,15625000.0000,1828125000.0,846.72,840,3.88542,19.42710,5.620729e+14,1.124146e+15,1.498861e+15,2688.0000,3.598,2,0.1457,1.0000,coarse,B,2.2645,4.3756,512,350,0.684211,223.414064,,,,star,28.066,3.929,21.891,512,20260825,False,False,
Wolf 28,Wolf   28,6,A002_X9f2ff8_X25b0,4.3144,223.132812,224.867188,15625000.0000,1734375000.0,2903.04,1440,0.38344,1.91718,6.671769e+13,1.334354e+14,1.779138e+14,2688.0000,3.598,4,0.4994,1.0000,coarse,B,2.5897,4.5245,512,311,0.608187,224.179688,,,,star,28.066,3.929,21.891,512,20260825,False,False,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,223.085939,224.914064,15625000.0000,1828125000.0,2998.80,2975,1.41747,7.08759,2.744214e+14,5.488428e+14,7.317905e+14,2688.0000,3.598,4,0.5159,1.0000,coarse,B,2.9103,4.3969,512,195,0.382066,223.835939,13CO(2-1),3436.9394,4675.014,star,28.066,3.929,21.891,512,20260825,False,False,
