star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,n_ctrl,n_ctrl_ge_star,p_rank_addone,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,225.085939,226.914064,15625000.0000,1828125000.0,2998.80,2975,1.31314,6.56596,2.542246e+14,5.084492e+14,6.779323e+14,2712.0000,3.598,4,0.5205,1.0000,coarse,B,3.8464,4.2542,512,10,0.021442,226.507814,CO(2-1),-4030.1856,-5240.868,star,27.817,3.894,21.698,512,20260825,False,False,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,239.085936,240.914061,15625000.0000,1828125000.0,2998.80,2975,1.46901,7.34535,2.844014e+14,5.688028e+14,7.584037e+14,2880.0000,3.598,4,0.5527,1.0000,coarse,B,2.6307,4.1891,512,342,0.668616,239.242186,CS(5-4),-5693.8144,-6969.015,star,26.195,3.667,20.432,512,20260825,False,False,
GJ 674,GJ 674,6,A002_X107fa96_Xce38,4.5509,241.085936,242.914061,15625000.0000,1828125000.0,2998.80,2975,1.53203,7.66045,2.966019e+14,5.932038e+14,7.909383e+14,2904.0000,3.598,4,0.5573,1.0000,coarse,B,2.3281,4.4201,512,469,0.916179,241.632811,CS(5-4),-3303.1894,-4042.980,star,25.978,3.637,20.263,512,20260825,False,False,
GL 3379 Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,212.045896,213.874021,15625000.0000,1828125000.0,2751.84,273,2.45017,12.25225,6.212747e+14,1.242549e+15,1.656732e+15,2555.5195,3.598,4,0.4501,1.0000,coarse,B,3.2597,4.1701,512,81,0.159844,212.827146,SiO(5-4),-4277.8542,-5907.134,star,29.521,4.133,23.026,512,20260825,False,False,
GL 3379 Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,214.045520,215.873645,15625000.0000,1828125000.0,2751.84,273,2.31099,11.55629,5.859844e+14,1.171969e+15,1.562625e+15,2579.5150,3.598,4,0.4543,1.0000,coarse,B,2.5741,4.3497,512,326,0.637427,214.061145,SiO(5-4),-3043.8552,-4203.150,star,29.246,4.094,22.812,512,20260825,False,False,
GL 3379 Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,227.043072,228.871197,15625000.0000,1828125000.0,2751.84,273,2.25746,11.28875,5.724181e+14,1.144836e+15,1.526448e+15,2735.4856,3.598,4,0.4818,1.0000,coarse,B,2.5542,4.9170,512,377,0.736842,228.402447,CO(2-1),-2135.5530,-2777.081,star,27.579,3.861,21.511,512,20260825,False,False,
GL 3379 Gaia DR3 3316364602541746048,GL 3379  Gaia DR3 3316364602541746048,6,A002_Xda2c82_X765d,5.2080,229.036592,230.876925,488281.2500,1840332031.2,2751.84,273,14.08126,70.41566,1.115801e+14,2.231603e+14,2.975470e+14,2759.4811,3.598,75,15.55,0.9987,fine,A,4.7943,5.7070,512,99,0.194932,229.409151,CO(2-1),-1128.8489,-1467.959,star,27.339,3.827,21.324,512,20260825,False,False,
LSR J1835+3259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,89.627387,91.361762,15625000.0000,1734375000.0,2588.54,1284,0.16923,0.84699,5.123958e+13,1.024792e+14,1.366389e+14,1085.9349,3.598,2,0.1799,1.0000,coarse,B,2.0124,4.0986,512,465,0.908382,91.299262,HCO+(1-0),2110.2625,7093.260,star,69.471,9.726,54.187,512,20260825,False,False,
LSR J1835+3259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,91.564887,93.299262,15625000.0000,1734375000.0,2588.54,1284,0.17574,0.87959,5.321197e+13,1.064239e+14,1.418986e+14,1109.1849,3.598,2,0.1838,1.0000,coarse,B,2.8079,4.1248,512,136,0.267057,93.096137,HCO+(1-0),3907.1375,13133.126,star,68.015,9.522,53.051,512,20260825,False,False,
LSR J1835+3259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,101.627387,103.361762,15625000.0000,1734375000.0,2588.54,1284,0.17798,0.89104,5.390426e+13,1.078085e+14,1.437447e+14,1229.9349,3.598,2,0.2038,1.0000,coarse,B,1.8887,4.1581,512,490,0.957115,102.736762,CN(1-0),-10754.2375,-28407.885,star,61.337,8.587,47.843,512,20260825,False,False,
LSR J1835+3259,LSR J18353259,3,A002_Xba3ea7_X2ab4,5.6885,103.627387,105.361762,15625000.0000,1734375000.0,2588.54,1284,0.18425,0.92244,5.580433e+13,1.116087e+14,1.488115e+14,1253.9349,3.598,2,0.2077,1.0000,coarse,B,2.3399,4.3493,512,330,0.645224,104.189887,CN(1-0),-9301.1125,-24569.379,star,60.163,8.423,46.927,512,20260825,False,False,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,212.080541,213.908666,15625000.0000,1828125000.0,1451.52,144,2.30536,11.52690,8.426051e+14,1.685210e+15,2.246947e+15,2555.9352,3.598,3,0.2374,1.0000,coarse,B,2.0771,4.3570,512,476,0.929825,213.643041,SiO(5-4),-3461.9591,-4780.494,star,29.516,4.132,23.022,512,20260825,False,False,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,214.080490,215.908615,15625000.0000,1828125000.0,1451.52,144,2.13939,10.69704,7.819430e+14,1.563886e+15,2.085181e+15,2579.9346,3.598,3,0.2397,1.0000,coarse,B,2.2606,4.5815,512,450,0.879142,215.705490,SiO(5-4),-1399.5098,-1932.533,star,29.241,4.094,22.808,512,20260825,False,False,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,227.080122,228.908247,15625000.0000,1828125000.0,1451.52,144,2.07150,10.35758,7.571291e+14,1.514258e+15,2.019011e+15,2735.9302,3.598,3,0.2542,1.0000,coarse,B,3.1661,4.7514,512,90,0.177388,228.455122,CO(2-1),-2082.8784,-2708.583,star,27.574,3.860,21.508,512,20260825,False,False,
HN Lib,HN Lib,6,A002_Xdc621b_X2bb0,6.2530,229.074003,230.914335,488281.2500,1840332031.2,1451.52,144,13.04266,65.21399,1.489712e+14,2.979424e+14,3.972566e+14,2759.9300,3.598,42,8.204,0.9987,fine,A,4.5890,6.1485,512,143,0.280702,229.678007,CO(2-1),-859.9934,-1118.339,star,27.334,3.827,21.321,512,20260825,False,False,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,223.085939,224.914064,15625000.0000,1828125000.0,2998.80,2975,1.71109,8.55544,6.349206e+14,1.269841e+15,1.693122e+15,2688.0000,3.598,4,0.5159,1.0000,coarse,B,2.4456,4.3224,512,410,0.801170,224.710939,,,,star,28.066,3.929,21.891,512,20260825,False,False,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,225.085939,226.914064,15625000.0000,1828125000.0,2998.80,2975,1.62054,8.10268,6.013204e+14,1.202641e+15,1.603521e+15,2712.0000,3.598,4,0.5205,1.0000,coarse,B,3.4852,4.1051,512,28,0.056530,225.460939,,,,star,27.817,3.894,21.698,512,20260825,False,False,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,239.085936,240.914061,15625000.0000,1828125000.0,2998.80,2975,1.78011,8.90053,6.605308e+14,1.321062e+15,1.761416e+15,2880.0000,3.598,4,0.5527,1.0000,coarse,B,3.5912,4.7695,512,50,0.099415,240.242186,,,,star,26.195,3.667,20.432,512,20260825,False,False,
GJ 581,GJ 581,6,A002_Xd16a1e_X8d4,6.3005,241.085936,242.914061,15625000.0000,1828125000.0,2998.80,2975,1.87936,9.39682,6.973619e+14,1.394724e+15,1.859632e+15,2904.0000,3.598,4,0.5573,1.0000,coarse,B,2.4510,4.4079,512,394,0.769981,242.164061,,,,star,25.978,3.637,20.263,512,20260825,False,False,
lp 876-10 Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,332.966462,334.700837,15625000.0000,1734375000.0,2788.13,461,0.29034,1.45251,1.600137e+14,3.200275e+14,4.267033e+14,4006.0038,3.598,4,0.7148,1.0000,coarse,B,2.7089,4.6287,512,289,0.565302,333.841462,CO(3-2),-11954.5385,-10364.147,star,18.832,2.636,14.689,512,20260825,False,False,
lp 876-10 Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,334.924462,336.658837,15625000.0000,1734375000.0,2788.13,461,0.25116,1.25653,1.384234e+14,2.768467e+14,3.691290e+14,4029.4998,3.598,4,0.719,1.0000,coarse,B,3.7578,4.5353,512,15,0.031189,335.408837,CO(3-2),-10387.1635,-9005.290,star,18.722,2.621,14.603,512,20260825,False,False,
lp 876-10 Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,344.971100,346.696198,488281.2500,1725097656.2,2026.08,335,1.57025,7.85604,2.704528e+13,5.409056e+13,7.212075e+13,4150.0038,3.598,91,17.22,0.9989,fine,A,4.1514,5.8031,512,495,0.966862,345.820221,CO(3-2),24.2213,20.999,star,18.178,2.545,14.179,512,20260825,False,False,
lp 876-10 Gaia DR3 6623351805412369024,lp 876-10  Gaia DR3 6623351805412369024,7,A002_Xcda49e_Xdebb,7.6763,346.966462,348.700837,15625000.0000,1734375000.0,2788.13,461,0.29717,1.48676,1.637872e+14,3.275745e+14,4.367659e+14,4174.0038,3.598,4,0.7448,1.0000,coarse,B,2.3962,4.5387,512,425,0.830409,347.450837,CO(3-2),1654.8365,1434.683,star,18.074,2.530,14.098,512,20260825,False,False,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,332.926816,334.661191,15625000.0000,1734375000.0,2268.00,225,4.70060,23.50372,3.200480e+15,6.400961e+15,8.534614e+15,4005.5280,3.598,5,0.5814,1.0000,coarse,B,3.0796,4.3773,512,134,0.263158,334.176816,CO(3-2),-11619.1842,-10073.407,star,18.834,2.637,14.691,512,20260825,False,False,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,334.822316,336.556691,15625000.0000,1734375000.0,2268.00,225,3.72851,18.64310,2.538614e+15,5.077228e+15,6.769637e+15,4028.2740,3.598,5,0.5847,1.0000,coarse,B,2.4379,4.1879,512,382,0.746589,336.009816,CO(3-2),-9786.1842,-8484.263,star,18.728,2.622,14.608,512,20260825,False,False,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,344.873837,346.714169,488281.2500,1840332031.2,2268.00,225,21.24318,106.21929,4.519932e+14,9.039864e+14,1.205315e+15,4149.5280,3.598,118,19.27,0.9970,fine,A,4.8186,6.4515,512,146,0.286550,345.559872,CO(3-2),-236.1276,-204.714,star,18.181,2.545,14.181,512,20260825,False,False,
61 Vir,61 Vir,7,A002_Xc067f7_X822,8.5344,346.822316,348.556691,15625000.0000,1734375000.0,2268.00,225,4.21038,21.05257,2.866710e+15,5.733419e+15,7.644559e+15,4172.2740,3.598,5,0.6056,1.0000,coarse,B,2.4836,4.7821,512,377,0.736842,346.962941,CO(3-2),1166.9408,1011.695,star,18.081,2.531,14.104,512,20260825,False,False,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,94.127387,95.861762,15625000.0000,1734375000.0,2782.08,1380,0.15200,0.76023,1.075625e+14,2.151250e+14,2.868333e+14,1139.9349,3.598,2,0.203,1.0000,coarse,B,3.1880,4.8771,512,61,0.120858,95.221137,HCO+(1-0),6032.1375,20275.923,star,66.180,9.265,51.620,512,20260825,False,False,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,96.064887,97.799262,15625000.0000,1734375000.0,2782.08,1380,0.15771,0.78877,1.116004e+14,2.232007e+14,2.976010e+14,1163.1849,3.598,2,0.2071,1.0000,coarse,B,3.1653,4.5834,512,46,0.091618,96.846137,HCO+(1-0),7657.1375,25738.063,star,64.857,9.080,50.588,512,20260825,False,False,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,106.127387,107.861762,15625000.0000,1734375000.0,2782.08,1380,0.17620,0.88131,1.246941e+14,2.493883e+14,3.325177e+14,1283.9349,3.598,3,0.2286,1.0000,coarse,B,2.4921,4.2404,512,333,0.651072,106.158637,CN(1-0),-7332.3625,-19368.822,star,58.757,8.226,45.831,512,20260825,False,False,
chi01 Ori,chi01 Ori,3,A002_X74deb6_Xff1,8.6995,108.127387,109.861762,15625000.0000,1734375000.0,2782.08,1380,0.18620,0.93134,1.317727e+14,2.635454e+14,3.513938e+14,1307.9349,3.598,3,0.2329,1.0000,coarse,B,3.4507,4.5595,512,35,0.070175,109.236762,CN(1-0),-4254.2375,-11237.793,star,57.679,8.075,44.990,512,20260825,False,False,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,212.085180,213.913305,15625000.0000,1828125000.0,2661.12,264,5.75795,28.79013,4.182211e+15,8.364422e+15,1.115256e+16,2555.9909,3.598,4,0.4353,1.0000,coarse,B,2.6898,4.4870,512,268,0.524366,212.241430,SiO(5-4),-4863.5703,-6715.929,star,29.515,4.132,23.022,512,20260825,False,False,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,214.085173,215.913298,15625000.0000,1828125000.0,2661.12,264,5.66474,28.32405,4.114506e+15,8.229012e+15,1.097202e+16,2579.9908,3.598,4,0.4394,1.0000,coarse,B,2.2673,4.0529,512,454,0.886940,215.678923,SiO(5-4),-1426.0775,-1969.219,star,29.241,4.094,22.808,512,20260825,False,False,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,227.085146,228.913271,15625000.0000,1828125000.0,2661.12,264,6.01455,30.07318,4.368594e+15,8.737189e+15,1.164959e+16,2735.9905,3.598,4,0.466,1.0000,coarse,B,3.1291,4.3397,512,106,0.208577,227.163271,CO(2-1),-3374.7295,-4388.511,star,27.573,3.860,21.507,512,20260825,False,False,
GJ 849,GJ 849,6,A002_Xd86f11_X584b,8.8149,229.079042,230.919374,488281.2500,1840332031.2,2661.12,264,36.58721,182.93868,8.304585e+14,1.660917e+15,2.214556e+15,2759.9905,3.598,73,15.04,0.9987,fine,A,4.4751,5.5523,512,304,0.594542,229.869569,CO(2-1),-668.4307,-869.230,star,27.334,3.827,21.320,512,20260825,False,False,
gam Lep,gam Lep,6,A002_Xd28a9e_Xbcdf,8.9050,223.085938,224.914062,15625000.0000,1828125000.0,2649.02,1314,0.13720,0.68605,1.017090e+14,2.034180e+14,2.712240e+14,2688.0000,3.598,4,0.4557,1.0000,coarse,B,3.1624,4.5821,512,93,0.183236,223.117188,13CO(2-1),2718.1875,3697.349,star,28.066,3.929,21.891,512,20260825,False,False,
gam Lep,gam Lep,6,A002_Xd28a9e_Xbcdf,8.9050,225.085938,226.914062,15625000.0000,1828125000.0,2649.02,1314,0.12502,0.62511,9.267388e+13,1.853478e+14,2.471303e+14,2712.0000,3.598,4,0.4598,1.0000,coarse,B,3.1002,4.2538,512,135,0.265107,225.398438,13CO(2-1),4999.4375,6800.365,star,27.817,3.894,21.698,512,20260825,False,False,
gam Lep,gam Lep,6,A002_Xd28a9e_Xbcdf,8.9050,239.085938,240.914063,15625000.0000,1828125000.0,2649.02,1314,0.13702,0.68514,1.015741e+14,2.031482e+14,2.708643e+14,2880.0000,3.598,4,0.4883,1.0000,coarse,B,2.6656,5.2261,512,283,0.553606,240.007813,CS(5-4),-4928.1875,-6031.916,star,26.195,3.667,20.432,512,20260825,False,False,
gam Lep,gam Lep,6,A002_Xd28a9e_Xbcdf,8.9050,241.085938,242.914063,15625000.0000,1828125000.0,2649.02,1314,0.14694,0.73472,1.089242e+14,2.178484e+14,2.904645e+14,2904.0000,3.598,4,0.4923,1.0000,coarse,B,2.4417,4.7781,512,408,0.797271,241.898438,CS(5-4),-3037.5625,-3717.862,star,25.978,3.637,20.263,512,20260825,False,False,
gam Lep,gam Lep,7,A002_Xd248b5_X5186,8.9050,335.627387,337.361762,15625000.0000,1734375000.0,1173.31,582,0.38519,1.92615,2.855563e+14,5.711125e+14,7.614834e+14,4037.9349,3.598,3,0.3032,1.0000,coarse,B,2.5138,4.1820,512,317,0.619883,336.736762,CO(3-2),-9059.2375,-7854.027,star,18.683,2.616,14.573,512,20260825,False,False,
gam Lep,gam Lep,7,A002_Xd248b5_X5186,8.9050,337.564887,339.299262,15625000.0000,1734375000.0,1173.31,582,0.31892,1.59480,2.364334e+14,4.728668e+14,6.304891e+14,4061.1849,3.598,3,0.305,1.0000,coarse,B,2.1399,4.1198,512,455,0.888889,339.268012,CO(3-2),-6527.9875,-5659.526,star,18.576,2.601,14.489,512,20260825,False,False,
gam Lep,gam Lep,7,A002_Xd248b5_X5186,8.9050,347.627387,349.361762,15625000.0000,1734375000.0,1173.31,582,0.35793,1.78984,2.653489e+14,5.306978e+14,7.075971e+14,4181.9349,3.598,3,0.314,1.0000,coarse,B,2.7957,4.5111,512,196,0.384016,348.705512,CO(3-2),2909.5125,2522.441,star,18.040,2.526,14.071,512,20260825,False,False,
gam Lep,gam Lep,7,A002_Xd248b5_X5186,8.9050,349.627387,351.361762,15625000.0000,1734375000.0,1173.31,582,0.42401,2.12029,3.143385e+14,6.286769e+14,8.382359e+14,4205.9349,3.598,3,0.3158,1.0000,coarse,B,3.0592,4.0613,512,94,0.185185,350.814887,CO(3-2),5018.8875,4351.192,star,17.937,2.511,13.991,512,20260825,False,False,
HD 285968,HD 285968,6,A002_Xd98580_X3bf6,9.4852,212.046491,213.874616,15625000.0000,1828125000.0,2812.32,279,2.29018,11.45131,1.926098e+15,3.852196e+15,5.136262e+15,2555.5266,3.598,4,0.46,1.0000,coarse,B,2.8885,4.3957,512,170,0.333333,212.296491,SiO(5-4),-4808.5089,-6639.896,star,29.521,4.133,23.026,512,20260825,False,False,
HD 285968,HD 285968,6,A002_Xd98580_X3bf6,9.4852,214.046121,215.874246,15625000.0000,1828125000.0,2812.32,279,2.17916,10.89616,1.832723e+15,3.665447e+15,4.887263e+15,2579.5222,3.598,4,0.4643,1.0000,coarse,B,3.5848,4.1957,512,15,0.031189,214.483621,SiO(5-4),-2621.3793,-3619.768,star,29.246,4.094,22.812,512,20260825,False,False,
HD 285968,HD 285968,6,A002_Xd98580_X3bf6,9.4852,227.043709,228.871834,15625000.0000,1828125000.0,2812.32,279,2.34011,11.70099,1.968093e+15,3.936187e+15,5.248249e+15,2735.4933,3.598,4,0.4924,1.0000,coarse,B,2.8958,4.2082,512,168,0.329435,228.403084,CO(2-1),-2134.9157,-2776.252,star,27.578,3.861,21.511,512,20260825,False,False,
HD 285968,HD 285968,6,A002_Xd98580_X3bf6,9.4852,229.037235,230.877567,488281.2500,1840332031.2,2812.32,279,13.14058,65.70554,3.453626e+14,6.907252e+14,9.209670e+14,2759.4888,3.598,77,15.89,0.9987,fine,A,6.1886,10.8542,512,51,0.101365,230.502079,CO(2-1),-35.9209,-46.712,star,27.339,3.827,21.324,512,20260825,True,False,
AU Mic,AU Mic,3,A002_X1237e23_Xdb0,9.7141,100.003657,101.831782,15625000.0000,1828125000.0,3265.92,540,0.19462,0.97310,1.716704e+14,3.433408e+14,4.577877e+14,1211.0126,3.598,2,0.2531,1.0000,coarse,B,2.6765,4.4766,512,175,0.343080,101.800532,CN(1-0),-11690.4680,-30880.987,star,62.296,8.721,48.591,512,20260825,False,False,
AU Mic,AU Mic,3,A002_X12925a3_Xa4b1,9.7141,100.017230,101.845355,15625000.0000,1828125000.0,3392.93,1683,0.10090,0.50450,8.900124e+13,1.780025e+14,2.373366e+14,1211.1755,3.598,3,0.263,1.0000,coarse,B,2.1957,4.5582,512,434,0.847953,101.610980,CN(1-0),-11880.0198,-31381.698,star,62.287,8.720,48.584,512,20260825,False,False,
AU Mic,AU Mic,3,A002_X12925a3_Xa4b1,9.7141,101.912730,103.740855,15625000.0000,1828125000.0,3392.93,1683,0.09646,0.48230,8.508587e+13,1.701717e+14,2.268956e+14,1233.9215,3.598,3,0.2679,1.0000,coarse,B,2.0647,4.1502,512,471,0.920078,102.678355,CN(1-0),-10812.6448,-28562.171,star,61.139,8.559,47.688,512,20260825,False,False,
AU Mic,AU Mic,3,A002_X1237e23_Xdb0,9.7141,101.961657,103.789782,15625000.0000,1828125000.0,3265.92,540,0.20157,1.00788,1.778044e+14,3.556088e+14,4.741450e+14,1234.5086,3.598,2,0.258,1.0000,coarse,B,2.0356,4.3607,512,477,0.931774,102.586657,CN(1-0),-10904.3430,-28804.397,star,61.110,8.555,47.666,512,20260825,False,False,
AU Mic,AU Mic,3,A002_X1237e23_Xdb0,9.7141,112.003657,113.831782,15625000.0000,1828125000.0,3265.92,540,0.23210,1.16050,2.047296e+14,4.094592e+14,5.459456e+14,1355.0126,3.598,2,0.2832,1.0000,coarse,B,3.3939,4.5155,512,38,0.076023,113.706782,CN(1-0),215.7820,570.000,star,55.675,7.795,43.427,512,20260825,False,False,
AU Mic,AU Mic,3,A002_X12925a3_Xa4b1,9.7141,112.017230,113.845355,15625000.0000,1828125000.0,3392.93,1683,0.13067,0.65333,1.152575e+14,2.305150e+14,3.073534e+14,1355.1755,3.598,3,0.2943,1.0000,coarse,B,2.7496,4.4630,512,183,0.358674,113.782855,CN(1-0),291.8552,770.951,star,55.669,7.794,43.421,512,20260825,False,False,
AU Mic,AU Mic,3,A002_X1237e23_Xdb0,9.7141,114.012927,115.738512,976562.5000,1725585937.5,2419.20,400,2.80875,14.04374,1.548455e+14,2.064607e+14,3.096910e+14,1378.5086,3.598,17,3.415,1.0000,fine,A,4.3842,5.5459,512,89,0.175439,114.796130,CO(1-0),-474.8703,-1235.025,star,54.726,7.662,42.687,512,20260825,False,False,
AU Mic,AU Mic,3,A002_X12925a3_Xa4b1,9.7141,114.026500,115.752086,976562.5000,1725585937.5,2884.90,1431,1.05564,5.27823,5.819748e+13,7.759664e+13,1.163950e+14,1378.6715,3.598,33,4.073,1.0000,fine,A,4.2742,5.6140,512,212,0.415205,114.595836,CO(1-0),-675.1643,-1755.942,star,54.720,7.661,42.681,512,20260825,False,False,
AU Mic,AU Mic,6,A002_X899169_X1838,9.7141,212.625624,214.359999,15625000.0000,1734375000.0,1505.95,249,0.31546,1.57733,2.782647e+14,5.565293e+14,7.420391e+14,2561.9137,3.598,3,0.2469,1.0000,coarse,B,3.3119,4.7068,512,40,0.079922,213.063124,SiO(5-4),-4041.8765,-5581.281,star,29.447,4.123,22.969,512,20260825,False,False,
AU Mic,AU Mic,6,A002_X899169_X1838,9.7141,215.125539,216.859914,15625000.0000,1734375000.0,1505.95,249,0.33470,1.67349,2.952297e+14,5.904593e+14,7.872791e+14,2591.9127,3.598,3,0.2498,1.0000,coarse,B,2.7235,4.9097,512,227,0.444444,216.313039,SiO(5-4),-791.9607,-1093.590,star,29.106,4.075,22.703,512,20260825,False,False,
AU Mic,AU Mic,6,A002_X899169_X1838,9.7141,227.625118,229.359493,15625000.0000,1734375000.0,1505.95,249,0.29914,1.49570,2.638634e+14,5.277267e+14,7.036357e+14,2741.9077,3.598,3,0.2643,1.0000,coarse,B,3.1674,4.5673,512,87,0.171540,227.656368,CO(2-1),-2881.6316,-3747.284,star,27.514,3.852,21.461,512,20260825,False,False,
AU Mic,AU Mic,6,A002_X899169_X1838,9.7141,229.675816,231.400913,488281.2500,1725097656.2,1505.95,249,1.90704,9.53524,5.256751e+13,1.051350e+14,1.401800e+14,2766.4604,3.598,49,8.532,0.9995,fine,A,5.2213,5.8455,512,10,0.021442,230.825230,CO(2-1),287.2298,373.515,star,27.270,3.818,21.270,512,20260825,True,False,
AU Mic,AU Mic,9,A002_Xbf792a_X26ec,9.7141,675.127388,676.861763,15625000.0000,1734375000.0,907.20,450,4.67987,23402.27560,4.128515e+15,8.257029e+15,1.100937e+16,8111.9349,3.598,14,0.471,1.0000,coarse,B,3.3876,5.1199,512,117,0.230019,,CO(6-5),-14783.1125,-6409.311,star,9.300,1.302,7.254,512,20260825,False,False,
AU Mic,AU Mic,9,A002_Xbf792a_X26ec,9.7141,677.127388,678.861763,15625000.0000,1734375000.0,907.20,450,4.79611,23983.55013,4.231060e+15,8.462120e+15,1.128283e+16,8135.9349,3.598,14,0.4724,1.0000,coarse,B,3.4363,4.7287,512,102,0.200780,,CO(6-5),-14048.7375,-6090.918,star,9.273,1.298,7.233,512,20260825,False,False,
AU Mic,AU Mic,9,A002_Xbf792a_X26ec,9.7141,679.127388,680.861763,15625000.0000,1734375000.0,907.20,450,4.94314,24718.79949,4.360769e+15,8.721538e+15,1.162872e+16,8159.9349,3.598,14,0.4738,1.0000,coarse,B,2.7541,4.6145,512,409,0.799220,,CO(6-5),-10689.3625,-4634.440,star,9.245,1.294,7.211,512,20260825,False,False,
AU Mic,AU Mic,9,A002_Xbf792a_X26ec,9.7141,681.064888,682.799263,15625000.0000,1734375000.0,907.20,450,5.11284,25567.40565,4.510476e+15,9.020952e+15,1.202794e+16,8183.1849,3.598,14,0.4751,1.0000,coarse,B,2.5394,4.9964,512,472,0.922027,,CO(6-5),-9079.9875,-3936.686,star,9.219,1.291,7.191,512,20260825,False,False,
V AT Mic B,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.8066,333.171187,334.905562,15625000.0000,1734375000.0,1257.98,208,0.36689,1.83823,3.304959e+14,6.609918e+14,8.813223e+14,4008.4605,3.598,3,0.3227,1.0000,coarse,B,2.7612,4.8232,512,206,0.403509,333.639937,CO(3-2),-12156.0633,-10538.861,star,18.820,2.635,14.680,512,20260825,False,False,
V AT Mic B,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.8066,335.066687,336.801062,15625000.0000,1734375000.0,1257.98,208,0.32004,1.60351,2.882949e+14,5.765898e+14,7.687865e+14,4031.2065,3.598,3,0.3246,1.0000,coarse,B,2.0130,4.5509,512,487,0.951267,335.269812,CO(3-2),-10526.1883,-9125.819,star,18.714,2.620,14.597,512,20260825,False,False,
V AT Mic B,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.8066,345.175825,346.900923,488281.2500,1725097656.2,876.96,145,1.98831,9.96341,5.597885e+13,1.119577e+14,1.492769e+14,4152.4605,3.598,39,7.458,0.9989,fine,A,3.8955,5.5718,512,498,0.972710,346.522505,CO(3-2),726.5050,629.853,star,18.168,2.543,14.171,512,20260825,False,False,
V AT Mic B,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.8066,347.066687,348.801062,15625000.0000,1734375000.0,1257.98,208,0.38088,1.90864,3.431545e+14,6.863090e+14,9.150786e+14,4175.2065,3.598,3,0.3361,1.0000,coarse,B,2.6677,4.3823,512,225,0.440546,348.644812,CO(3-2),2848.8117,2469.815,star,18.069,2.530,14.094,512,20260825,False,False,
NAME AT Mic AB Gaia DR3 6792436799475128960,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.9214,333.171187,334.905562,15625000.0000,1734375000.0,1257.98,208,0.36793,1.87116,3.443405e+14,6.886809e+14,9.182412e+14,4008.4605,3.598,3,0.3227,1.0000,coarse,B,2.4863,4.6601,512,336,0.656920,334.671187,CO(3-2),-11124.8133,-9644.805,star,18.820,2.635,14.680,512,20260825,False,False,
